ENTITY_CD,INSTITUTION_ID,ENTITY_NAME,GRAD_RATE,ATTENDANCE_RATE,PER_FREE_LUNCH,PER_REDUCED_LUNCH,NUM_PRINC,NUM_TEACH,NUM_COUNSELORS,NUM_SOCIAL,PER_SUSPENSIONS,PER_ELL,PER_AM_IND,PER_BLACK,PER_HISP,PER_ASIAN,PER_WHITE,PER_Multi,PER_SWD,PER_FEMALE,PER_MALE,PER_ECDIS,PER_MIGRANT,PER_HOMELESS,PER_FOSTER,PER_ARMED,PER_TEACH_INEXP,PER_PRINC_INEXP,PER_OUT_CERT,OVERALL_STATUS,NEEDS_INDEX,PUPIL_COUNT_TOT,PER_FEDERAL_EXP,PER_STATE_LOCAL_EXP
320900011324,800000059609,BRONX EARLY COLLEGE ACADEMY FOR TEACHING AND LEARNING,90.4,92,87,1,1,35,1,1,2,9,0,28,67,3,2,0,19,49,51,88,0,13,0,0,43,0,58,Targeted Support and Improvement,1,516,1184,13637
320900011525,800000045630,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,65,79,88,0,1,46,5,1,3,20,1,29,67,1,2,0,28,48,52,88,0,16,0,0,57,100,47,Targeted Support and Improvement,1,544,1386,16539
321000010225,800000059126,THEATRE ARTS PRODUCTION COMPANY SCHOOL,82.7,88,80,0,1,50,1,0,1,7,0,24,72,2,2,0,24,66,34,80,0,11,0,0,34,0,23,Good Standing,1,548,883,16406
321000011213,800000057979,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,75.5,79,89,4,1,36,2,0,1,18,1,29,63,5,2,0,25,16,84,93,0,10,0,0,19,0,35,Good Standing,1,374,1057,15583
321000011342,800000059631,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,78.4,92,95,3,1,46,3,0,1,70,0,0,100,0,0,0,9,49,51,98,0,28,0,0,26,0,58,Good Standing,1,517,1326,15401
321000011433,800000056062,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,80.1,85,88,1,1,54,2,1,1,25,0,15,77,3,4,1,23,53,47,89,0,11,0,0,22,100,21,Good Standing,1,416,1291,18980
321000011440,800000045624,DEWITT CLINTON HIGH SCHOOL,63.8,83,81,2,1,88,4,3,1,15,1,32,52,11,3,1,20,43,57,83,0,12,0,0,64,100,38,Targeted Support and Improvement,1,1110,1500,15457
321000011549,800000057148,DISCOVERY HIGH SCHOOL,83.3,89,87,1,1,33,1,0,1,25,1,16,76,4,2,0,25,48,52,87,0,15,0,0,33,0,61,Good Standing,1,491,1273,13354
321000860999,800000070185,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE,91.2,89,63,1,0,42,5,0,9,6,1,42,51,3,1,2,15,43,57,79,0,6,0,0,17,0,50,Good Standing,7,496,882,15619
321100011253,800000057981,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,70.1,85,74,1,1,30,3,0,5,15,0,49,43,4,3,1,22,46,54,75,0,10,0,0,40,0,57,Good Standing,1,317,2172,14900
321100011265,800000057982,BRONX LAB SCHOOL,67.9,82,86,0,1,34,1,2,2,15,1,35,57,3,3,1,32,37,63,86,0,8,0,0,29,0,53,Good Standing,1,361,1020,17077
321100011418,800000056060,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,74.3,85,75,3,1,43,2,1,1,6,0,27,59,4,10,0,31,49,51,79,0,9,0,0,26,0,66,Good Standing,1,472,1256,15866
321100011508,800000070871,BRONXDALE HIGH SCHOOL,83.7,86,75,5,2,45,1,1,2,7,1,28,57,5,8,1,24,47,53,80,0,6,0,0,47,50,9,Good Standing,1,459,1702,17156
321200011446,800000069146,ARTURO A SCHOMBURG SATELLITE ACADEMY BRONX,31.8,72,85,2,2,15,1,1,1,14,1,36,59,0,4,0,21,57,43,87,0,9,0,0,53,50,21,Good Standing,1,177,1142,17125
321200861010,800000070534,ROADS CHARTER SCHOOL II,12.8,51,100,0,1,20,3,2,20,6,1,50,46,0,2,0,50,47,53,89,0,18,0,0,15,100,65,Comprehensive Support and Improvement,7,203,1375,20525
331300011439,800000043556,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,83,91,84,0,1,28,1,1,0,73,0,20,44,25,11,0,3,46,54,84,0,13,0,0,18,0,26,Good Standing,1,349,1751,14705
331300011483,800000058090,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,94.2,89,67,3,1,34,0,2,2,2,1,67,27,2,2,1,18,54,46,70,0,4,0,0,24,100,26,Good Standing,1,439,846,12734
331300011527,800000059617,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,88.3,88,81,3,1,44,1,2,3,7,1,62,15,10,11,1,17,100,0,84,0,8,0,0,43,0,67,Good Standing,1,505,796,12841
331300011670,800000045542,BENJAMIN BANNEKER ACADEMY,96.3,89,67,8,1,56,4,0,1,1,1,80,11,5,1,2,15,52,48,74,0,6,0,0,29,0,42,Good Standing,1,816,766,11301
331400011454,800000059626,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,75.1,86,76,3,1,27,2,0,1,25,0,23,67,3,5,1,26,42,58,79,0,14,0,0,30,0,63,Good Standing,1,306,1569,19596
331400011474,800000043501,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,79,79,84,2,2,54,3,2,1,20,0,27,69,1,1,2,21,47,53,85,0,10,0,0,35,50,50,Good Standing,1,667,1362,14947
331400011488,800000057989,BROOKLYN PREPARATORY HIGH SCHOOL,93.3,85,77,7,1,40,2,2,3,2,1,43,53,1,2,1,19,55,45,84,0,7,0,0,35,0,27,Good Standing,1,527,786,12772
331400011610,800000043476,AUTOMOTIVE HIGH SCHOOL,74.7,84,81,2,1,39,3,0,1,6,1,50,42,3,3,1,35,10,90,84,0,7,0,0,21,0,33,Good Standing,1,339,1830,22892
331400011685,800000043446,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,75.5,82,86,0,2,19,3,0,2,18,1,5,92,0,0,1,26,51,49,86,0,12,0,0,32,50,8,Good Standing,1,224,904,18475
331500011423,800000070895,BROOKLYN FRONTIERS HIGH SCHOOL,37.9,73,83,6,1,25,0,0,7,5,1,64,32,2,1,1,43,50,50,89,0,11,0,0,40,0,42,Good Standing,1,173,1273,24324
331500011592,800000060374,KHALIL GIBRAN INTERNATIONAL ACADEMY,74.2,83,81,2,1,27,2,0,3,35,2,36,8,17,31,5,20,45,55,84,0,5,0,0,44,0,13,Good Standing,1,214,987,19770
331600011455,800000043520,BOYS AND GIRLS HIGH SCHOOL,70.8,82,83,1,1,40,2,2,9,6,2,82,11,1,2,1,28,32,68,83,0,10,0,0,25,100,46,Good Standing,1,430,2215,21373
331700011408,800000059607,ACADEMY OF HOSPITALITY AND TOURISM,73.2,84,91,3,1,29,1,0,2,19,1,80,15,1,4,0,21,48,52,94,0,10,0,0,34,0,20,Good Standing,1,188,1101,18999
331700860882,800000058839,KIPP AMP CHARTER SCHOOL,95.7,94,79,4,1,120,2,3,12,2,2,83,12,1,1,1,18,51,49,85,0,9,0,0,14,100,75,Good Standing,7,870,712,18566
331800011637,800000062338,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,84.2,86,80,2,1,23,0,0,2,12,2,76,9,6,6,1,19,36,64,82,0,12,0,0,52,0,23,Good Standing,1,300,1048,14347
331900011659,800000062345,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,80,87,86,5,1,26,2,0,1,21,1,19,65,12,3,0,20,43,57,91,0,9,0,0,31,0,10,Good Standing,1,299,1174,17147
332000011445,800000043519,NEW UTRECHT HIGH SCHOOL,80.7,88,76,5,1,211,13,4,1,19,0,3,30,41,26,0,17,44,56,81,0,8,0,0,19,0,17,Good Standing,1,3406,795,11389
332000011609,800000060380,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,94.1,92,88,4,1,44,2,0,0,12,1,14,20,48,16,1,16,100,0,92,0,7,0,0,36,100,30,Good Standing,1,547,1054,12729
332100011344,800000059098,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,80.4,86,69,1,0,43,4,0,1,18,0,14,18,18,47,2,18,45,55,70,0,4,0,0,35,0,26,Good Standing,1,611,820,12995
332100011572,800000060387,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,90.8,82,74,4,1,31,1,2,1,15,2,18,36,15,26,2,21,48,52,77,0,8,0,0,19,100,11,Good Standing,1,375,829,13601
332100011728,800000060402,LIBERATION DIPLOMA PLUS,35.5,50,81,0,1,13,2,0,6,6,0,48,39,2,11,0,39,48,52,82,0,7,0,0,8,0,40,Good Standing,1,208,1086,16539
332300861007,800000070533,ROADS CHARTER SCHOOL 1,24.5,60,92,0,1,19,0,0,11,5,5,67,23,1,4,1,47,53,47,89,0,18,0,0,16,0,83,Good Standing,7,188,1078,23161
333200010564,800000057991,BUSHWICK COMMUNITY HIGH SCHOOL,31.7,60,81,1,1,17,2,2,5,6,0,32,67,0,1,0,41,43,57,82,0,6,0,0,71,0,40,Good Standing,1,155,1801,27309
342400011485,800000042112,GROVER CLEVELAND HIGH SCHOOL,69.1,84,70,2,1,116,5,1,1,17,1,6,64,10,18,2,20,45,55,72,0,7,0,0,23,100,30,Good Standing,1,1707,803,13287
342400011600,800000042102,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,87.1,92,81,5,0,112,5,0,1,7,0,5,80,9,5,0,18,38,62,86,0,3,0,0,25,0,10,Good Standing,1,1517,940,13542
342500011525,800000042092,TOWNSEND HARRIS HIGH SCHOOL,99.8,97,40,9,1,61,4,0,0,0,1,5,12,56,19,6,4,68,32,49,0,0,0,0,15,0,12,Good Standing,1,1183,110,11134
342700011309,800000062363,ACADEY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCHOOL,79.5,89,81,2,1,57,2,0,0,17,2,42,46,6,4,1,16,48,52,83,0,7,0,0,14,0,17,Targeted Support and Improvement,1,621,739,13475
342700011475,800000042110,RICHMOND HILL HIGH SCHOOL,71.8,88,77,4,1,138,7,2,0,22,6,12,46,31,4,1,15,45,55,82,0,5,0,0,22,0,40,Good Standing,1,1572,1147,17127
342800011284,800000059621,YORK EARLY COLLEGE ACADEMY,98.8,95,62,9,1,30,1,1,1,1,9,51,9,26,1,4,12,56,44,71,0,3,0,0,13,0,46,Good Standing,1,657,401,10703
342800011680,800000042073,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,98.4,95,53,4,1,45,2,0,0,1,6,25,10,50,5,3,14,55,45,57,0,3,0,0,36,0,51,Good Standing,1,710,90,11505
342900011283,800000059634,PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL,90.9,89,64,9,1,45,1,1,3,3,1,90,6,3,0,0,17,51,49,73,0,6,0,0,22,0,25,Good Standing,1,577,446,12392
343000011286,800000059702,YOUNG WOMENS LEADERSHIP SCHOOL,98.7,95,73,7,1,42,2,0,0,3,1,8,40,33,17,0,14,100,0,80,0,1,0,0,31,0,78,Good Standing,1,580,525,11460
343000011575,800000042100,ACADEMY OF AMERICAN STUDIES,96.1,93,55,9,1,53,3,0,0,2,0,4,35,26,34,0,8,59,41,63,0,1,0,0,25,0,19,Good Standing,1,1004,115,9869
353100011455,800000041746,TOTTENVILLE HIGH SCHOOL,91.3,92,31,4,1,221,13,1,1,2,0,2,11,5,81,0,21,51,49,35,0,2,0,0,15,0,25,Good Standing,1,3637,360,12614
353100011460,800000041731,SUSAN E WAGNER HIGH SCHOOL,88.5,91,51,5,1,183,11,1,1,4,1,10,27,15,46,1,22,50,50,56,0,2,0,0,19,100,15,Good Standing,1,3371,573,12803
401501060003,800000041487,WILSON HIGH SCHOOL,90.8,92,27,8,2,57,3,0,6,1,1,1,3,0,93,3,15,47,53,39,1,0,0,0,5,0,2,Targeted Support and Improvement,5,630,164,15318
410401060005,800000041457,ADIRONDACK HIGH SCHOOL,88.8,93,38,7,1,39,0,0,7,0,0,1,0,0,98,1,13,51,49,46,0,0,0,0,5,0,0,Good Standing,4,359,522,12640
411504020001,800000041405,NEW YORK MILLS JUNIOR-SENIOR HIGH SCHOOL,96.6,95,33,7,1,27,1,0,4,0,0,3,3,2,88,4,12,48,52,41,0,0,0,0,22,100,4,Comprehensive Support and Improvement,5,252,0,16932
411902040003,800000041315,WATERVILLE JR/SR HIGH SCHOOL,94,94,36,5,1,35,2,1,8,0,0,0,1,1,97,1,11,48,52,42,1,1,0,0,17,0,6,Good Standing,5,343,374,14218
412901040003,800000041177,ORISKANY JUNIOR-SENIOR HIGH SCHOOL,100,96,25,8,1,28,2,0,3,0,0,0,3,1,92,3,10,50,50,35,0,2,0,0,25,0,10,Good Standing,5,293,310,13756
412902060008,800000041173,WHITESBORO HIGH SCHOOL,94.9,95,26,4,1,74,4,1,7,1,0,2,3,2,91,2,14,48,52,32,0,0,0,0,3,0,0,Good Standing,5,1012,153,11690
420702030004,800000041006,SOLVAY HIGH SCHOOL,94,90,53,8,1,52,3,1,14,3,1,8,8,1,75,7,13,51,49,63,0,2,0,0,12,0,0,Good Standing,3,519,301,13736
430901060001,800000050988,MARCUS WHITMAN HIGH SCHOOL,91.6,95,42,10,1,40,5,0,6,0,0,1,1,1,95,2,18,49,51,55,0,1,0,0,13,0,6,Good Standing,5,325,118,17320
431201040002,800000033942,"NAPLES HIGH SCHOOL",93.2,95,38,6,1,39,2,0,8,0,0,1,0,3,95,0,17,46,54,45,0,1,0,0,10,100,0,Good Standing,5,301,56,19442
441800050006,800000040176,PORT JERVIS SENIOR HIGH SCHOOL,87.7,90,46,5,1,70,5,1,13,1,0,10,12,1,75,2,22,46,54,57,0,2,1,0,10,0,0,Good Standing,4,734,279,18702
442115020001,800000040146,S S SEWARD INSTITUTE,95.3,95,20,4,1,44,2,0,4,3,0,6,25,2,65,2,13,51,49,30,0,0,0,0,11,0,5,Good Standing,5,429,567,16151
460901060003,800000040006,MEXICO HIGH SCHOOL,91,92,41,7,1,59,3,1,12,0,0,1,1,0,96,1,16,51,49,50,0,1,1,0,7,0,4,Good Standing,5,574,182,18277
462001060006,800000039908,JOHN C BIRDLEBOUGH HIGH SCHOOL,90.6,91,46,6,1,53,3,1,11,0,0,1,1,1,94,3,12,53,47,55,0,2,0,0,9,100,2,Good Standing,5,533,663,16504
471201040001,800000039843,MORRIS CENTRAL SCHOOL,91.5,95,43,9,1,34,2,0,4,0,0,0,4,3,91,3,24,47,53,59,0,0,1,0,18,0,11,Good Standing,4,333,2924,2632
472202040001,800000039774,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL,92,97,46,10,2,48,0,0,2,0,0,1,1,0,97,1,17,47,53,56,0,1,1,0,27,0,0,Good Standing,5,473,895,13179
472506040001,800000039760,WORCESTER SCHOOL,85.3,93,46,7,2,33,2,0,8,0,0,1,2,0,97,0,19,53,47,58,0,0,0,0,9,50,3,Comprehensive Support and Improvement,5,348,1707,1536
490601060003,800000039582,LANSINGBURGH SENIOR HIGH SCHOOL,82.3,85,55,2,1,71,3,1,13,2,0,21,16,0,56,6,18,46,54,65,0,2,0,0,18,100,3,Good Standing,3,679,965,13698
500101060020,800000039333,BIRCHWOOD SCHOOL,80.8,88,30,4,1,18,1,1,13,0,0,7,20,0,70,2,96,36,64,36,0,1,0,0,22,0,12,Good Standing,6,83,1287,42380
500301060007,800000039242,TAPPAN ZEE HIGH SCHOOL,96.4,96,13,3,1,96,5,0,3,5,0,2,17,9,71,1,12,51,49,17,0,0,0,0,5,0,0,Good Standing,6,1055,272,19769
500308030008,800000039156,PEARL RIVER HIGH SCHOOL,99.5,96,12,1,1,73,3,0,3,1,0,2,10,6,82,0,14,51,49,13,0,2,0,0,7,0,0,Good Standing,6,1002,327,17723
500402060018,800000039091,RAMAPO HIGH SCHOOL,71.1,87,73,6,1,119,5,0,8,31,0,37,53,6,3,1,16,48,52,81,0,5,0,0,10,0,6,Targeted Support and Improvement,3,1399,919,17173
510201060003,800000038901,H C WILLIAMS SENIOR HIGH SCHOOL,86.8,94,35,3,1,39,3,0,5,0,1,1,2,1,93,2,16,49,51,38,1,2,0,0,3,0,0,Good Standing,5,408,311,25946
511201040001,800000038829,HAMMOND CENTRAL SCHOOL,81.4,96,48,4,2,25,1,0,2,0,0,0,0,0,98,2,12,50,50,55,2,0,0,0,0,50,4,Good Standing,4,260,894,14257
511901040001,800000038826,MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL,92.8,96,34,6,1,32,2,0,4,0,0,0,2,0,97,1,14,50,50,42,1,2,2,0,3,100,4,Good Standing,5,370,552,11979
512201040001,800000038771,NORWOOD-NORFOLK SCHOOL,84.6,95,47,4,1,35,1,0,7,0,3,0,1,1,94,1,11,51,49,52,1,3,1,0,11,0,0,Good Standing,4,274,500,13989
512300010009,800000038767,OGDENSBURG FREE ACADEMY,87.8,94,47,7,2,57,3,0,9,0,0,1,1,1,97,0,18,48,52,55,0,3,1,0,0,50,2,Comprehensive Support and Improvement,4,708,592,15959
512404040001,800000038781,HEUVELTON CENTRAL SCHOOL,91.7,95,43,6,2,45,2,0,7,0,0,1,1,0,97,1,11,47,53,53,3,3,0,0,33,50,4,Good Standing,4,560,903,11922
512501040004,800000055813,PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL,93.1,95,33,3,2,32,1,0,10,0,0,0,0,0,99,0,14,45,55,38,0,3,0,0,16,0,23,Good Standing,4,209,786,18246
512902060003,800000038716,POTSDAM SENIOR HIGH SCHOOL,97.3,95,28,2,1,35,3,0,3,0,0,2,2,4,90,2,12,48,52,31,0,0,0,0,6,0,3,Good Standing,5,399,195,14009
513102040002,800000038697,EDWARDS-KNOX JUNIOR-SENIOR HIGH SCHOOL,89,95,47,4,1,25,1,0,16,0,1,0,2,0,94,2,26,48,52,56,0,1,0,0,8,0,6,Good Standing,4,239,845,13639
520302060001,800000038685,SHENENDEHOWA HIGH SCHOOL,93.2,96,16,2,1,234,15,1,4,1,0,3,5,10,79,3,12,50,50,19,0,0,0,0,10,0,0,Good Standing,5,3219,141,10464
522001040003,800000038502,STILLWATER MIDDLE SCHOOL HIGH SCHOOL,93.8,94,26,2,3,60,3,1,6,0,0,1,3,2,93,1,15,49,51,30,0,1,0,0,8,67,7,Good Standing,5,597,355,10689
530202060006,800000038460,SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,89,93,26,5,1,69,4,2,7,0,0,5,2,1,91,0,18,46,54,32,0,0,0,0,4,0,0,Good Standing,5,819,52,12376
530301060007,800000038443,NISKAYUNA HIGH SCHOOL,95.3,96,12,1,1,113,6,2,1,1,0,5,4,17,72,3,11,49,51,15,0,0,0,0,9,0,0,Good Standing,6,1395,68,11604
540801040001,800000038273,GILBOA-CONESVILLE CENTRAL SCHOOL,89.6,95,51,6,1,28,0,0,0,0,0,1,2,1,95,2,16,47,53,57,0,0,0,0,4,100,12,Comprehensive Support and Improvement,5,308,1209,15149
540901040001,800000038242,JEFFERSON CENTRAL SCHOOL,82.6,97,13,5,1,28,1,0,0,0,0,0,3,1,95,2,17,47,53,59,0,0,0,0,14,100,6,Targeted Support and Improvement,4,204,2277,5198
550301060004,800000034158,WATKINS GLEN CENTRAL HIGH SCHOOL,91,95,40,5,1,46,2,0,9,1,1,2,2,2,89,3,17,45,55,50,0,1,0,0,13,0,0,Good Standing,5,492,505,14662
560603040001,800000038115,ROMULUS CENTRAL SCHOOL,92.3,95,50,7,1,39,1,1,6,0,0,1,3,0,90,7,14,51,49,61,0,0,1,0,15,0,10,Good Standing,4,457,221,12896
560701060003,800000038119,MYNDERSE ACADEMY,89.6,94,39,2,1,43,2,0,11,0,1,3,5,2,87,2,13,51,49,43,0,1,1,0,12,100,0,Good Standing,5,363,250,16010
561006060001,800000038088,WATERLOO HIGH SCHOOL,84.7,93,47,7,1,51,3,0,12,0,0,5,6,0,88,1,19,51,49,57,0,3,1,0,10,0,0,Good Standing,4,467,212,13516
571000010019,800000057178,CORNING PAINTED POST HIGH SCHOOL LEARNING CENTER,66.3,91,50,13,1,4,1,0,0,0,0,3,0,0,97,0,3,73,27,63,0,0,3,0,0,0,0,Good Standing,5,30,0,22448
571502060001,800000037991,CANISTEO-GREENWOOD HIGH SCHOOL,91.1,94,44,5,2,42,2,1,4,0,0,1,2,0,96,1,14,48,52,52,0,0,1,0,7,0,0,Good Standing,4,466,448,10930
571800010006,800000037936,HORNELL SENIOR HIGH SCHOOL,90.9,93,45,2,1,57,4,2,7,1,0,3,2,1,89,5,19,49,51,50,0,0,0,0,9,0,3,Good Standing,4,734,448,11189
571901040004,800000037910,ARKPORT CENTRAL SCHOOL,92.5,96,34,7,2,38,1,0,3,2,0,0,4,1,93,1,10,48,52,43,0,0,0,0,29,50,5,Good Standing,5,443,672,12992
580101030002,800000037871,BABYLON JUNIOR-SENIOR HIGH SCHOOL,97,96,16,3,1,78,4,1,4,2,0,3,12,3,80,2,15,53,47,19,0,1,0,0,8,0,0,Good Standing,6,753,411,26383
580403030013,800000037384,HUNTINGTON HIGH SCHOOL,95.4,90,48,4,1,119,8,2,5,17,0,7,47,2,41,2,15,46,54,55,0,1,0,0,11,0,0,Good Standing,5,1478,191,17530
580404030009,800000037350,NORTHPORT SENIOR HIGH SCHOOL,97.5,96,13,1,1,191,10,2,3,3,0,1,8,3,86,2,16,46,54,16,0,0,0,0,16,0,1,Good Standing,6,1893,258,21586
580513030006,800000036995,CENTRAL ISLIP SENIOR HIGH SCHOOL,81.1,85,50,5,1,144,7,2,9,24,0,18,76,2,4,0,9,48,52,56,0,3,0,0,4,0,1,Good Standing,3,2340,306,16817
580601040005,800000036952,SHOREHAM-WADING RIVER HIGH SCHOOL,98.9,96,3,0,1,69,3,1,1,1,0,1,6,2,91,0,18,47,53,4,0,1,0,0,19,100,0,Good Standing,6,771,334,18672
580602040008,800000036948,RIVERHEAD SENIOR HIGH SCHOOL,82.1,93,46,4,1,122,6,4,9,22,0,13,43,1,42,1,13,49,51,57,1,4,1,0,15,0,0,Good Standing,5,1915,1313,14485
581004020001,800000036791,FISHERS ISLAND SCHOOL,91.8,96,0,0,1,12,1,0,0,0,0,4,7,0,88,2,14,57,43,0,0,0,0,0,8,100,25,Good Standing,6,59,1530,0
590501060002,800000036681,FALLSBURG JUNIOR SENIOR HIGH SCHOOL,79,92,61,0,1,60,3,2,9,16,1,10,51,1,33,4,16,49,51,64,6,6,0,0,18,100,5,Comprehensive Support and Improvement,4,628,1142,17686
591401060005,800000036583,MONTICELLO HIGH SCHOOL,88.1,90,57,6,1,83,6,1,7,2,0,23,26,1,46,3,22,48,52,63,0,1,1,0,8,0,1,Good Standing,4,867,627,18927
600601060007,800000036527,OWEGO FREE ACADEMY,91.7,96,37,4,1,59,3,0,2,0,0,1,2,0,95,1,16,48,52,42,0,0,0,0,15,0,0,Good Standing,5,646,345,12893
600801040002,800000036507,SPENCER-VAN ETTEN HIGH SCHOOL,97,93,45,9,1,27,2,0,8,0,0,2,1,1,96,0,15,48,52,58,0,0,0,0,11,0,8,Good Standing,4,292,0,12576
610600010019,800000036424,LEHMAN ALTERNATIVE COMMUNITY SCHOOL,88.2,92,30,8,1,29,2,1,3,1,1,4,6,4,78,7,15,48,52,40,0,0,0,0,17,100,8,Good Standing,5,291,352,15257
621101060005,800000036159,NEW PALTZ SENIOR HIGH SCHOOL,97.6,92,21,3,1,65,3,1,0,2,0,6,11,4,77,1,13,48,52,25,0,1,1,0,2,0,0,Good Standing,5,761,239,0
631201040001,800000036008,WARRENSBURG JUNIOR-SENIOR HIGH SCHOOL,89.6,94,46,4,1,39,2,1,8,0,0,0,2,0,94,3,18,43,57,53,0,0,0,0,8,0,3,Good Standing,5,345,914,17516
640101040001,800000035971,ARGYLE JUNIOR/SENIOR HIGH SCHOOL,88.8,94,36,2,1,27,1,0,1,0,0,0,3,1,93,2,13,51,49,40,0,1,0,0,7,0,4,Good Standing,5,213,736,16077
640601020001,800000035956,FORT EDWARD SCHOOL,75.4,94,46,2,2,45,2,0,4,0,0,1,5,0,90,4,17,50,50,53,0,2,0,0,16,100,0,Good Standing,5,475,1130,10644
640701040003,800000035968,GRANVILLE JUNIOR-SENIOR HIGH SCHOOL,82.5,94,41,5,1,58,4,1,9,0,0,1,1,1,96,1,20,45,55,50,0,2,1,0,19,100,5,Good Standing,4,561,210,13296
641301060001,800000035921,HUDSON FALLS HIGH SCHOOL,80.1,90,37,0,1,53,3,1,9,0,0,2,3,1,92,3,20,51,49,39,0,1,1,0,11,0,0,Good Standing,4,694,93,11750
650902040001,800000035798,RUBEN A CIRILLO HIGH SCHOOL,95.9,95,17,8,1,39,3,0,2,1,0,1,6,3,87,3,11,54,46,29,0,0,0,0,15,0,0,Good Standing,5,305,710,14118
651402040002,800000035762,WILLIAMSON SENIOR HIGH SCHOOL,91.3,94,35,8,1,35,3,0,3,1,1,4,12,1,79,3,15,49,51,46,3,1,0,1,9,0,0,Good Standing,5,357,351,13184
660405030001,800000035534,ARDSLEY HIGH SCHOOL,98.3,96,8,1,1,71,5,1,4,0,0,5,12,18,64,1,16,46,54,9,0,0,0,0,7,0,0,Good Standing,6,693,224,22247
660501060004,800000035428,HARRISON HIGH SCHOOL,99,99,19,3,1,102,7,2,1,5,0,3,19,9,68,1,13,50,50,22,0,0,0,0,18,0,0,Good Standing,6,1095,187,21987
660809030003,800000035302,PLEASANTVILLE HIGH SCHOOL,96.3,96,15,1,1,60,5,0,1,1,0,2,8,6,82,1,22,45,55,16,0,0,0,0,3,0,0,Good Standing,6,581,7,22827
660900010026,800000060408,THORNTON HIGH SCHOOL,91.8,91,68,8,1,39,4,1,6,3,0,76,20,0,3,1,12,58,42,76,0,8,0,0,33,0,0,Good Standing,3,685,1635,16440
661601030005,800000035023,PELHAM MEMORIAL HIGH SCHOOL,97.5,96,9,2,1,85,6,1,1,1,0,5,17,6,66,6,12,50,50,11,0,0,0,0,1,0,0,Good Standing,6,909,0,16590
662300010038,800000034751,LINCOLN HIGH SCHOOL,85.3,89,86,3,1,77,4,2,11,12,0,18,68,3,10,1,23,49,51,91,0,1,0,0,18,0,18,Good Standing,2,1155,287,15752
662300010043,800000034733,ROOSEVELT HIGH SCHOOL - EARLY COLLEGE STUDIES,84.5,94,83,4,1,71,5,1,10,19,0,22,62,4,10,1,17,43,57,88,0,1,0,0,20,0,5,Good Standing,2,983,281,15105
662300010044,800000034734,YONKERS MONTESSORI ACADEMY,93.8,96,57,5,1,97,3,1,3,3,0,13,46,4,36,1,21,51,49,62,0,1,0,0,9,0,8,Good Standing,2,1340,563,16019
670201060001,800000050792,ATTICA SENIOR HIGH SCHOOL,94.2,94,25,4,1,46,2,0,6,0,0,0,2,1,96,1,17,51,49,30,0,0,1,0,13,0,3,Good Standing,5,432,310,12746
