"","ENTITY_CD","ENTITY_NAME","PER_ELL","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_MALE","PER_ECDIS","PER_MIGRANT","PER_HOMELESS","PER_FOSTER","PER_ARMED"
"4012","580201060003","ARROWHEAD ELEMENTARY SCHOOL",1,0,2,12,12,72,3,24,46,54,18,0,0,0,0
"4013","580201060004","NASSAKEAG ELEMENTARY SCHOOL",0,0,2,6,19,71,1,10,51,49,6,0,0,0,0
"4014","580201060005","WARD MELVILLE SENIOR HIGH SCHOOL",1,0,2,4,9,84,0,14,49,51,14,0,0,0,0
"4015","580201060006","WILLIAM SIDNEY MOUNT SCHOOL",7,0,1,10,16,68,5,10,54,46,14,0,0,0,0
"4016","580201060007","SETAUKET ELEMENTARY SCHOOL",0,0,1,6,5,84,4,20,48,52,9,0,0,0,0
"4017","580201060008","MINNESAUKE ELEMENTARY SCHOOL",0,0,0,10,6,79,5,11,53,47,11,0,0,0,0
"4018","580201060009","PAUL J GELINAS JUNIOR HIGH SCHOOL",0,0,0,5,10,83,2,15,49,51,11,0,0,0,0
"4019","580201060010","ROBERT CUSHMAN MURPHY JUNIOR HIGH SCHOOL",2,0,2,6,13,78,1,15,46,54,16,0,0,0,0
"4020","580203020001","TERRYVILLE ROAD SCHOOL",7,0,4,35,3,55,3,19,47,53,42,0,1,0,0
"4021","580203020002","NORWOOD AVENUE SCHOOL",6,1,3,35,2,58,2,15,52,48,29,0,1,0,0
"4022","580203020004","JOHN F KENNEDY MIDDLE SCHOOL",3,0,3,29,3,63,2,18,49,51,34,0,1,0,0
"4023","580203020005","CLINTON AVENUE SCHOOL",14,0,3,39,4,49,4,15,55,45,39,0,1,0,0
"4024","580203020007","BOYLE ROAD ELEMENTARY SCHOOL",3,0,3,27,3,63,5,12,56,44,26,0,1,0,0
"4025","580203020008","COMSEWOGUE HIGH SCHOOL",8,0,3,27,3,62,5,15,51,49,35,0,0,0,0
"4026","580205060002","GRUNDY AVENUE SCHOOL",0,0,2,17,3,76,3,17,47,53,20,0,0,0,0
"4027","580205060003","HIAWATHA SCHOOL",5,0,4,24,9,59,3,24,47,53,37,0,1,1,0
"4028","580205060004","LYNWOOD AVENUE SCHOOL",6,0,4,25,7,60,4,19,47,53,37,0,2,0,0
"4029","580205060005","NOKOMIS SCHOOL",0,1,2,19,4,71,3,25,47,53,27,0,0,0,0
"4030","580205060006","WAVERLY AVENUE SCHOOL",5,0,2,21,5,69,3,21,49,51,28,0,1,0,0
"4031","580205060007","SAGAMORE MIDDLE SCHOOL",4,0,2,19,8,69,2,19,49,51,32,0,1,0,0
"4032","580205060011","SENECA MIDDLE SCHOOL",0,0,2,15,4,75,3,15,49,51,24,0,1,0,0
"4033","580211060002","HAWKINS PATH SCHOOL",0,0,5,21,6,63,5,22,49,51,37,0,1,0,0
"4034","580211060003","HOLBROOK ROAD SCHOOL",1,0,3,20,4,67,5,22,45,55,30,0,0,0,0
"4035","580211060004","NORTH COLEMAN ROAD SCHOOL",0,0,3,27,5,59,6,20,52,48,39,0,0,0,0
"4036","580211060005","OXHEAD ROAD SCHOOL",20,0,4,36,8,50,3,21,50,50,45,0,0,0,0
"4037","580211060006","BICYCLE PATH KINDERGARTEN-PRE K CENTER",11,0,4,26,9,56,5,17,46,54,45,0,1,0,0
"4038","580211060007","EUGENE AUER MEMORIAL SCHOOL",0,0,4,22,5,66,3,22,48,52,34,0,0,0,0
"4039","580211060009","DAWNWOOD MIDDLE SCHOOL",9,0,4,22,8,65,1,15,49,51,42,0,1,0,0
"4040","580211060010","NEWFIELD HIGH SCHOOL",4,0,6,20,7,66,1,13,48,52,38,0,1,0,0
"4041","580211060011","SELDEN MIDDLE SCHOOL",0,0,5,18,8,65,3,15,48,52,41,0,1,0,0
"4042","580211060014","STAGECOACH SCHOOL",11,0,4,34,11,49,3,20,45,55,50,0,0,0,0
"4043","580211060015","JERICHO ELEMENTARY SCHOOL",0,0,3,21,7,65,4,18,52,48,39,0,1,0,0
"4044","580211060016","CENTEREACH HIGH SCHOOL",5,0,4,18,7,70,1,14,48,52,35,0,1,0,0
"4045","580211060017","NEW LANE MEMORIAL ELEMENTARY SCHOOL",7,0,6,31,7,50,5,14,50,50,44,0,1,0,0
"4046","580211060018","UNITY DRIVE KINDERGARTEN-PRE K CENTER",7,0,4,31,6,56,4,22,50,50,40,0,0,0,0
"4047","580212060001","C E WALTERS SCHOOL",8,1,11,31,3,50,4,13,49,51,58,0,1,1,0
"4048","580212060002","CORAM ELEMENTARY SCHOOL",8,0,21,32,5,36,5,14,51,49,60,0,2,0,0
"4049","580212060003","RIDGE ELEMENTARY SCHOOL",4,1,19,20,3,53,5,22,46,54,47,0,2,0,0
"4050","580212060004","WEST MIDDLE ISLAND SCHOOL",10,1,18,32,3,42,4,11,48,52,55,0,2,1,0
"4051","580212060005","LONGWOOD HIGH SCHOOL",4,0,19,25,4,48,3,17,49,51,52,0,2,0,0
"4052","580212060006","LONGWOOD JUNIOR HIGH SCHOOL",5,0,18,25,4,48,4,18,49,51,54,0,2,0,0
"4053","580212060007","LONGWOOD MIDDLE SCHOOL",7,0,21,26,4,45,5,19,50,50,53,0,2,0,0
"4054","580224030001","BARTON ELEMENTARY SCHOOL",9,0,3,44,2,46,5,19,50,50,47,0,0,0,0
"4055","580224030002","TREMONT ELEMENTARY SCHOOL",7,0,3,31,3,59,4,14,45,55,40,0,1,0,0
"4056","580224030003","BAY ELEMENTARY SCHOOL",27,0,4,52,1,39,5,6,46,54,59,0,1,1,0
"4057","580224030004","MEDFORD ELEMENTARY SCHOOL",29,0,7,56,5,30,2,7,50,50,62,0,0,0,0
"4058","580224030005","RIVER ELEMENTARY SCHOOL",13,0,7,49,2,37,5,21,45,55,64,0,1,1,0
"4059","580224030006","OREGON MIDDLE SCHOOL",8,0,6,40,3,47,3,15,50,50,51,0,2,0,0
"4060","580224030007","SOUTH OCEAN MIDDLE SCHOOL",15,0,4,52,2,39,3,4,51,49,62,0,1,1,0
"4061","580224030008","PATCHOGUE-MEDFORD HIGH SCHOOL",8,0,5,38,3,52,2,12,49,51,54,0,1,0,0
"4062","580224030009","EAGLE ELEMENTARY SCHOOL",16,0,7,48,1,38,6,16,51,49,59,0,2,0,1
"4063","580224030010","CANAAN ELEMENTARY SCHOOL",23,0,3,46,1,44,6,28,46,54,60,0,0,0,0
"4064","580224030011","SAXTON MIDDLE SCHOOL",12,0,6,43,2,47,1,23,47,53,60,0,1,0,0
"4065","580232030002","WILLIAM FLOYD HIGH SCHOOL",5,0,14,29,3,51,2,15,49,51,62,0,4,0,0
"4066","580232030004","WILLIAM FLOYD ELEMENTARY SCHOOL",8,0,9,39,3,44,5,18,50,50,63,0,3,0,0
"4067","580232030005","TANGIER SMITH ELEMENTARY SCHOOL",4,0,14,34,1,44,6,16,48,52,72,0,3,0,0
"4068","580232030006","MORICHES ELEMENTARY SCHOOL",8,0,14,44,3,33,6,8,51,49,69,0,4,0,0
"4069","580232030008","JOHN S HOBART ELEMENTARY SCHOOL",10,0,21,39,2,30,8,17,46,54,77,0,5,0,0
"4070","580232030010","WILLIAM FLOYD MIDDLE SCHOOL",5,0,11,40,3,41,5,12,51,49,63,0,3,0,0
"4071","580232030011","NATHANIEL WOODHULL ELEMENTARY SCHOOL",7,1,10,39,2,42,6,14,48,52,60,0,4,0,0
"4072","580232030012","WILLIAM PACA MIDDLE SCHOOL",5,1,17,30,2,43,7,17,47,53,71,0,5,0,0
"4073","580232030014","WILLIAM FLOYD LEARNING CENTER",0,0,27,17,0,44,12,100,0,100,88,0,0,0,0
"4074","580233020001","CENTER MORICHES HIGH SCHOOL",6,2,5,14,2,77,0,17,47,53,20,0,1,0,0
"4075","580233020002","CENTER MORICHES MIDDLE SCHOOL",5,3,4,15,1,76,0,23,48,52,22,0,1,0,0
"4076","580233020003","CLAYTON HUEY ELEMENTARY SCHOOL",7,6,5,17,1,71,0,19,49,51,25,0,1,0,0
"4077","580234020001","EAST MORICHES SCHOOL",3,0,2,11,1,84,2,12,50,50,16,0,0,0,0
"4078","580234020002","EAST MORICHES ELEMENTARY SCHOOL",4,0,3,13,1,79,3,16,49,51,19,0,1,0,0
"4079","580235060002","KREAMER STREET ELEMENTARY SCHOOL",13,0,17,37,2,39,5,16,51,49,60,0,1,1,0
"4080","580235060003","BROOKHAVEN ELEMENTARY SCHOOL",21,0,16,44,1,34,5,16,50,50,65,0,5,0,0
"4081","580235060004","BELLPORT MIDDLE SCHOOL",8,1,17,37,2,41,3,16,48,52,57,0,2,0,0
"4082","580235060005","FRANK P LONG INTERMEDIATE SCHOOL",13,0,17,40,1,36,5,17,49,51,64,0,1,0,0
"4083","580235060006","BELLPORT SENIOR HIGH SCHOOL",9,0,19,36,2,41,2,13,47,53,58,0,2,0,0
"4084","580235060007","VERNE W CRITZ ELEMENTARY SCHOOL",22,0,13,47,1,34,6,16,48,52,60,0,0,0,0
"4085","580301020001","JOHN M MARSHALL ELEMENTARY SCHOOL",35,0,2,63,4,29,2,11,49,51,55,0,0,0,0
"4086","580301020002","EAST HAMPTON HIGH SCHOOL",11,1,4,49,3,42,2,11,49,51,42,0,0,0,0
"4087","580301020003","EAST HAMPTON MIDDLE SCHOOL",13,1,2,56,2,37,2,12,53,47,50,0,0,0,0
"4088","580302080001","WAINSCOTT SCHOOL",46,0,0,54,4,35,8,12,65,35,4,0,0,0,0
"4089","580303020001","AMAGANSETT SCHOOL",9,0,1,24,0,72,3,0,52,48,0,0,1,0,0
"4090","580304020001","SPRINGS SCHOOL",19,0,0,59,0,40,0,13,48,52,7,0,0,0,0
"4091","580305020001","SAG HARBOR ELEMENTARY SCHOOL",9,0,2,22,4,72,0,11,50,50,23,0,0,0,0
"4092","580305020004","PIERSON MIDDLE/HIGH SCHOOL",6,0,3,23,2,72,0,12,51,49,22,0,0,0,0
"4093","580306020001","MONTAUK SCHOOL",10,0,4,29,1,65,1,18,48,52,0,0,0,0,0
"4094","580401020001","JAMES H BOYD ELEMENTARY SCHOOL",7,0,5,23,10,58,3,11,49,51,26,0,0,0,0
"4095","580401020003","ELWOOD/JOHN GLENN HIGH SCHOOL",2,0,7,14,8,70,2,12,49,51,20,0,0,0,0
"4096","580401020004","HARLEY AVENUE ELEMENTARY SCHOOL",5,0,6,20,11,60,3,10,52,48,23,0,0,0,0
"4097","580401020005","ELWOOD MIDDLE SCHOOL",3,0,5,19,8,66,2,13,47,53,24,0,0,0,0
"4098","580402060002","LLOYD HARBOR SCHOOL",0,0,0,6,7,83,4,13,49,51,3,0,0,0,0
"4099","580402060003","WEST SIDE SCHOOL",0,0,0,6,7,86,2,11,48,52,2,0,0,0,0
"4100","580402060004","COLD SPRING HARBOR HIGH SCHOOL",0,0,1,4,5,89,1,12,49,51,3,0,0,0,0
"4101","580402060005","GOOSEHILL PRIMARY CENTER",2,0,1,5,3,86,5,7,54,46,1,0,0,0,0
"4102","580403030002","SOUTHDOWN SCHOOL",32,0,7,53,2,34,3,16,47,53,62,0,2,0,0
"4103","580403030004","FLOWER HILL SCHOOL",21,0,11,47,1,39,2,13,52,48,55,0,3,0,0
"4104","580403030005","JEFFERSON SCHOOL",32,0,5,61,3,30,2,16,50,50,61,0,0,0,0
"4105","580403030009","WASHINGTON SCHOOL",31,0,7,59,4,27,3,10,48,52,63,0,0,0,0
"4106","580403030010","JACK ABRAMS STEM MAGNET SCHOOL",16,0,11,42,3,41,4,13,41,59,51,0,1,0,0
"4107","580403030013","HUNTINGTON HIGH SCHOOL",17,0,7,47,2,41,2,15,46,54,55,0,1,0,0
"4108","580403030014","J TAYLOR FINLEY MIDDLE SCHOOL",15,0,8,47,1,41,2,17,50,50,55,0,1,0,0
"4109","580403030017","WOODHULL INTERMEDIATE SCHOOL",26,0,4,64,1,28,3,13,54,46,68,0,1,0,0
"4110","580404030001","DICKINSON AVENUE ELEMENTARY SCHOOL",8,0,0,16,2,77,4,26,45,55,20,0,0,0,0
"4111","580404030002","FIFTH AVENUE ELEMENTARY SCHOOL",0,0,0,9,3,84,4,13,47,53,9,0,0,0,0
"4112","580404030004","NORWOOD AVENUE SCHOOL",0,0,1,11,0,85,3,14,51,49,8,0,0,0,0
"4113","580404030005","OCEAN AVENUE SCHOOL",0,0,1,7,1,87,4,16,50,50,8,0,0,0,0
"4114","580404030006","PULASKI ROAD SCHOOL",11,0,2,21,6,67,4,20,53,47,27,0,1,0,0
"4115","580404030007","EAST NORTHPORT MIDDLE SCHOOL",3,0,0,15,4,78,2,16,46,54,18,0,0,0,0
"4116","580404030008","NORTHPORT MIDDLE SCHOOL",0,0,1,6,3,88,3,13,47,53,11,0,0,0,0
"4117","580404030009","NORTHPORT SENIOR HIGH SCHOOL",3,0,1,8,3,86,2,16,46,54,16,0,0,0,0
"4118","580404030011","BELLEROSE ELEMENTARY SCHOOL",0,0,1,13,1,83,1,14,52,48,12,0,1,0,0
"4119","580405060001","OTSEGO ELEMENTARY SCHOOL",8,0,11,18,20,45,5,22,45,55,28,0,1,0,0
"4120","580405060003","SUNQUAM ELEMENTARY SCHOOL",4,0,11,12,13,57,7,21,47,53,20,0,1,0,0
"4121","580405060008","CANDLEWOOD MIDDLE SCHOOL",2,0,13,11,18,52,5,21,51,49,23,0,1,0,0
"4122","580405060010","HALF HOLLOW HILLS HIGH SCHOOL EAST",1,0,11,10,16,60,3,19,50,50,20,0,1,0,0
"4123","580405060011","VANDERBILT ELEMENTARY SCHOOL",2,0,14,13,15,50,7,15,48,52,19,0,1,0,0
"4124","580405060012","PAUMANOK ELEMENTARY SCHOOL",6,0,14,13,25,41,7,23,51,49,29,0,0,0,0
"4125","580405060013","SIGNAL HILL ELEMENTARY SCHOOL",5,0,9,12,14,60,5,17,49,51,21,0,1,0,0
"4126","580405060014","WEST HOLLOW MIDDLE SCHOOL",1,0,11,12,16,57,4,23,48,52,21,0,1,0,0
"4127","580405060016","HALF HOLLOW HILLS HIGH SCHOOL WEST",1,1,13,9,17,57,3,22,47,53,23,0,1,0,0
"4128","580406060001","WASHINGTON DRIVE PRIMARY SCHOOL",7,0,3,15,5,73,4,14,49,51,14,0,0,0,0
"4129","580406060005","OLDFIELD MIDDLE SCHOOL",3,0,5,13,6,73,4,18,50,50,16,0,1,0,0
"4130","580406060007","HARBORFIELDS HIGH SCHOOL",1,0,4,10,5,78,3,13,49,51,15,0,0,0,0
"4131","580406060009","THOMAS J LAHEY ELEMENTARY SCHOOL",5,0,4,18,5,69,4,20,48,52,18,0,0,0,0
"4132","580410030005","INDIAN HOLLOW SCHOOL",0,0,0,12,3,82,2,11,51,49,10,0,0,0,0
"4133","580410030008","NORTH RIDGE SCHOOL",0,1,2,13,6,76,3,20,49,51,11,0,1,0,0
"4134","580410030014","WOOD PARK SCHOOL",0,0,1,14,10,73,3,26,43,57,11,0,0,0,0
"4135","580410030017","COMMACK HIGH SCHOOL",1,0,1,6,9,82,2,18,47,53,15,0,0,0,0
"4136","580410030018","ROLLING HILLS SCHOOL",8,0,2,14,15,69,0,10,47,53,15,0,0,0,0
"4137","580410030019","COMMACK MIDDLE SCHOOL",1,0,1,8,9,80,2,18,50,50,11,0,0,0,0
"4138","580410030020","BURR INTERMEDIATE SCHOOL",1,0,0,9,7,82,2,17,50,50,14,0,0,0,0
"4139","580410030021","SAWMILL INTERMEDIATE SCHOOL",2,0,2,10,14,72,3,23,47,53,15,0,0,0,0
"4140","580413030003","OAKWOOD PRIMARY CENTER",29,0,4,48,6,37,5,15,49,51,58,0,0,0,0
"4141","580413030005","SILAS WOOD 6TH GRADE CENTER",14,0,6,44,5,42,2,15,51,49,56,0,1,0,0
"4142","580413030008","BIRCHWOOD INTERMEDIATE SCHOOL",21,0,4,53,6,34,3,16,47,53,60,0,1,0,0
"4143","580413030009","COUNTRYWOOD PRIMARY CENTER",23,0,6,47,6,37,4,16,48,52,52,0,1,0,0
"4144","580413030011","WALT WHITMAN HIGH SCHOOL",15,0,7,41,6,45,2,15,46,54,57,0,1,0,0
"4145","580413030012","MAPLEWOOD INTERMEDIATE SCHOOL",16,1,10,40,5,41,4,19,50,50,55,0,1,0,0
"4146","580413030013","HENRY L STIMSON MIDDLE SCHOOL",11,0,8,42,6,40,4,17,50,50,56,0,1,0,0
"4147","580501030001","BROOK AVENUE ELEMENTARY SCHOOL",28,0,17,58,5,16,4,6,54,46,69,0,1,1,0
"4148","580501030002","GARDINER MANOR SCHOOL",11,0,16,51,4,23,5,16,51,49,63,0,3,1,0
"4149","580501030003","MARY G CLARKSON SCHOOL",15,0,15,50,5,27,3,16,50,50,56,0,4,0,0
"4150","580501030004","FIFTH AVENUE SCHOOL",16,0,17,42,2,34,5,12,53,47,56,0,3,0,1
"4151","580501030005","SOUTH COUNTRY SCHOOL",12,0,20,40,5,32,4,16,46,54,57,0,2,0,0
"4152","580501030006","BAY SHORE SENIOR HIGH SCHOOL",8,0,20,44,4,30,1,16,48,52,59,0,2,1,0
"4153","580501030007","BAY SHORE MIDDLE SCHOOL",8,0,19,43,5,30,3,16,48,52,60,0,2,1,0
"4154","580502020001","ISLIP HIGH SCHOOL",5,0,6,25,5,62,2,12,50,50,30,0,0,0,0
"4155","580502020002","COMMACK ROAD ELEMENTARY SCHOOL",10,0,6,35,6,50,4,9,50,50,38,0,1,0,0
"4156","580502020004","ISLIP MIDDLE SCHOOL",5,0,5,30,3,58,3,16,50,50,34,0,1,0,0
"4157","580502020005","MAUD S SHERWOOD ELEMENTARY SCHOOL",5,0,6,21,2,68,3,24,49,51,30,0,2,0,0
"4158","580502020006","WING ELEMENTARY SCHOOL",11,0,5,32,5,55,4,14,45,55,33,0,1,0,0
"4159","580503030001","CONNETQUOT ELEMENTARY SCHOOL",5,0,4,26,4,61,4,17,49,51,32,0,2,0,0
"4160","580503030003","JOHN F KENNEDY ELEMENTARY SCHOOL",2,0,1,14,2,80,2,16,47,53,19,0,0,0,0
"4161","580503030004","TIMBER POINT ELEMENTARY SCHOOL",1,0,2,16,1,78,3,18,49,51,16,0,1,0,0
"4162","580503030006","EAST ISLIP HIGH SCHOOL",1,0,2,17,2,76,2,14,49,51,26,0,1,0,0
"4163","580503030007","RUTH C KINNEY ELEMENTARY SCHOOL",4,0,5,22,4,65,3,15,51,49,33,0,1,0,0
"4164","580503030008","EAST ISLIP MIDDLE SCHOOL",2,0,3,21,3,71,3,17,44,56,26,0,1,0,0
"4165","580504030001","CHERRY AVENUE ELEMENTARY SCHOOL",0,0,0,8,0,88,3,9,51,49,7,0,0,0,0
"4166","580504030003","SUNRISE DRIVE ELEMENTARY SCHOOL",0,0,3,5,1,89,2,15,49,51,10,0,0,0,0
"4167","580504030004","SAYVILLE HIGH SCHOOL",0,0,1,6,2,90,1,14,48,52,11,0,1,0,0
"4168","580504030005","SAYVILLE MIDDLE SCHOOL",0,0,0,8,2,87,2,12,50,50,11,0,0,0,0
"4169","580504030006","LINCOLN AVENUE ELEMENTARY SCHOOL",2,0,0,8,6,82,3,13,49,51,14,0,1,0,0
"4170","580505020002","BLUE POINT ELEMENTARY SCHOOL",0,0,2,5,0,91,1,27,47,53,13,0,1,0,1
"4171","580505020003","SYLVAN AVENUE ELEMENTARY SCHOOL",3,0,4,13,6,73,5,10,56,44,21,0,2,0,0
"4172","580505020004","BAYPORT-BLUE POINT HIGH SCHOOL",0,0,1,5,3,90,1,15,50,50,14,0,0,0,0
"4173","580505020005","ACADEMY STREET ELEMENTARY SCHOOL",2,0,2,10,1,86,2,16,47,53,10,0,0,0,0
"4174","580505020006","JAMES WILSON YOUNG MIDDLE SCHOOL",1,0,1,8,2,87,2,19,49,51,16,0,1,0,1
"4175","580506030003","PINES ELEMENTARY SCHOOL",1,0,3,10,9,74,4,12,48,52,14,0,2,0,0
"4176","580506030004","BRETTON WOODS ELEMENTARY SCHOOL",9,0,3,17,18,58,3,14,48,52,21,0,1,0,0
"4177","580506030005","HAUPPAUGE MIDDLE SCHOOL",2,0,4,12,8,74,2,14,46,54,17,0,1,0,0
"4178","580506030007","HAUPPAUGE HIGH SCHOOL",1,0,3,8,7,80,1,14,47,53,17,0,1,0,0
"4179","580506030008","FOREST BROOK ELEMENTARY SCHOOL",3,0,3,10,5,77,4,17,46,54,15,0,3,0,0
"4180","580507060002","HELEN B DUFFIELD ELEMENTARY SCHOOL",7,0,2,19,22,55,2,7,54,46,24,0,1,0,0
"4181","580507060003","JOHN PEARL ELEMENTARY SCHOOL",0,0,4,18,4,73,1,13,51,49,28,0,0,0,0
"4182","580507060004","EDITH L SLOCUM ELEMENTARY SCHOOL",13,0,2,27,12,55,3,8,56,44,35,0,1,0,0
"4183","580507060005","SYCAMORE AVENUE ELEMENTARY SCHOOL",4,0,1,20,5,72,2,27,45,55,22,0,2,0,0
"4184","580507060006","CONNETQUOT HIGH SCHOOL",1,0,2,11,5,81,1,14,50,50,23,0,1,0,0
"4185","580507060007","CHEROKEE STREET ELEMENTARY SCHOOL",1,0,2,23,4,69,2,26,47,53,30,0,3,0,0
"4186","580507060008","IDLE HOUR ELEMENTARY SCHOOL",0,0,1,13,0,84,2,10,46,54,13,0,0,0,0
"4187","580507060009","EDWARD J BOSTI ELEMENTARY SCHOOL",1,0,1,12,4,81,2,15,54,46,18,0,1,0,0
"4188","580507060010","RONKONKOMA MIDDLE SCHOOL",3,0,3,19,8,69,1,21,49,51,28,0,2,0,0
"4189","580507060011","OAKDALE-BOHEMIA MIDDLE SCHOOL",1,0,2,9,4,84,1,19,45,55,20,0,1,0,0
"4190","580509030001","BAYVIEW ELEMENTARY SCHOOL",0,0,1,10,2,84,3,20,47,53,15,0,0,0,0
"4191","580509030004","MANETUCK ELEMENTARY SCHOOL",0,0,1,13,2,82,3,16,49,51,17,0,0,0,0
"4192","580509030005","OQUENOCK ELEMENTARY SCHOOL",2,0,0,13,3,80,3,18,47,53,22,0,0,0,0
"4193","580509030007","PAUL J BELLEW ELEMENTARY SCHOOL",0,0,0,11,1,86,2,11,47,53,13,0,0,0,0
"4194","580509030010","BEACH STREET MIDDLE SCHOOL",0,0,0,10,2,85,3,16,48,52,17,0,0,0,0
"4195","580509030011","UDALL ROAD MIDDLE SCHOOL",1,0,0,16,2,79,4,18,49,51,19,0,0,0,0
"4196","580509030012","WEST ISLIP SENIOR HIGH SCHOOL",0,0,0,11,2,85,2,16,48,52,18,0,0,0,0
"4197","580512030001","SOUTHWEST ELEMENTARY SCHOOL",34,0,13,75,5,6,1,18,47,53,90,0,2,0,0
"4198","580512030002","EAST ELEMENTARY SCHOOL",64,1,9,87,2,1,0,13,52,48,91,0,1,0,0
"4199","580512030003","HEMLOCK ELEMENTARY SCHOOL",38,0,13,79,4,4,1,24,46,54,91,0,2,0,0
"4200","580512030004","LAUREL PARK ELEMENTARY SCHOOL",42,0,6,91,1,2,0,21,45,55,95,0,1,0,0
"4201","580512030005","LORETTA PARK ELEMENTARY SCHOOL",35,0,8,89,1,2,1,9,52,48,95,0,1,0,0
"4202","580512030006","NORTH ELEMENTARY SCHOOL",38,1,5,90,1,2,1,14,51,49,94,0,1,1,0
"4203","580512030007","NORTHEAST ELEMENTARY SCHOOL",39,0,6,92,1,1,0,9,51,49,95,0,2,0,0
"4204","580512030009","OAK PARK ELEMENTARY SCHOOL",39,1,8,86,3,2,1,18,50,50,93,0,1,0,0
"4205","580512030010","PINE PARK ELEMENTARY SCHOOL",61,0,7,88,1,3,0,21,50,50,95,0,1,0,0
"4206","580512030012","SOUTHEAST ELEMENTARY SCHOOL",39,1,7,90,1,1,0,11,49,51,94,0,0,0,0
"4207","580512030013","TWIN PINES ELEMENTARY SCHOOL",40,0,5,90,1,2,0,10,51,49,95,0,2,0,0
"4208","580512030015","WEST MIDDLE SCHOOL",27,0,13,75,6,6,1,20,45,55,91,0,3,0,0
"4209","580512030016","NORTH MIDDLE SCHOOL",22,0,7,89,2,2,0,10,50,50,93,0,1,0,0
"4210","580512030018","BRENTWOOD HIGH SCHOOL",30,0,10,83,2,4,0,11,48,52,88,0,2,1,0
"4211","580512030020","EAST MIDDLE SCHOOL",29,0,8,88,1,2,0,16,48,52,95,0,2,1,0
"4212","580512030021","SOUTH MIDDLE SCHOOL",29,0,10,84,2,2,0,14,48,52,93,0,1,0,0
"4213","580512030026","FRESHMAN CENTER",11,0,12,80,3,5,0,15,49,51,89,0,2,0,0
"4214","580513030001","CORDELLO AVENUE ELEMENTARY SCHOOL",42,0,14,84,1,1,0,11,49,51,61,0,4,0,0
"4215","580513030002","FRANCIS J O'NEILL SCHOOL",34,0,17,77,2,3,1,21,47,53,58,0,3,0,0
"4216","580513030003","MARGUERITE L MULVEY SCHOOL",45,0,13,82,1,4,0,12,49,51,66,0,2,1,0
"4217","580513030005","CHARLES A MULLIGAN MIDDLE SCHOOL",35,0,15,78,3,3,0,9,48,52,60,0,1,0,0
"4218","580513030006","CENTRAL ISLIP SENIOR HIGH SCHOOL",24,0,18,76,2,4,0,9,48,52,56,0,3,0,0
"4219","580513030007","ANDREW T MORROW SCHOOL",30,0,16,76,2,5,1,15,48,52,61,0,2,0,0
"4220","580513030008","RALPH REED SCHOOL",25,0,17,71,1,10,0,12,48,52,60,0,3,0,0
"4221","580513030009","CENTRAL ISLIP EARLY CHILDHOOD CENTER",34,0,16,78,2,4,0,13,48,52,64,0,2,0,0
"4222","580514020001","WOODHULL SCHOOL",3,0,0,17,7,77,0,13,43,57,0,0,0,0,0
"4223","580601040002","MILLER AVENUE SCHOOL",1,0,0,13,1,85,1,16,52,48,4,0,0,0,0
"4224","580601040003","WADING RIVER SCHOOL",0,0,0,9,2,86,3,15,46,54,4,0,0,0,0
"4225","580601040004","ALBERT G PRODELL MIDDLE SCHOOL",1,0,1,9,2,87,2,18,48,52,5,0,0,0,0
"4226","580601040005","SHOREHAM-WADING RIVER HIGH SCHOOL",1,0,1,6,2,91,0,18,47,53,4,0,1,0,0
"4227","580602040002","ROANOKE AVENUE SCHOOL",45,0,12,68,1,17,2,15,56,44,75,2,5,0,0
"4228","580602040003","AQUEBOGUE ELEMENTARY SCHOOL",26,0,8,46,2,42,3,19,45,55,56,2,1,0,0
"4229","580602040004","PHILLIPS AVENUE SCHOOL",54,0,9,75,1,12,3,10,52,48,78,3,4,0,0
"4230","580602040006","RIVERHEAD MIDDLE SCHOOL",17,0,10,47,1,40,1,16,45,55,62,1,5,0,0
"4231","580602040007","RILEY AVENUE SCHOOL",25,0,5,37,2,54,2,22,46,54,51,1,3,0,0
"4232","580602040008","RIVERHEAD SENIOR HIGH SCHOOL",22,0,13,43,1,42,1,13,49,51,57,1,4,1,0
"4233","580602040009","PULASKI STREET ELEMENTARY SCHOOL",29,0,10,52,2,34,2,14,51,49,65,1,5,0,0
"4234","580602860032","RIVERHEAD CHARTER SCHOOL",25,0,26,55,1,15,2,7,51,49,56,1,0,0,0
"4235","580603020001","LITTLE FLOWER SCHOOL",0,0,28,14,1,52,4,96,33,67,24,0,4,2,0
"4236","580701020001","SHELTER ISLAND SCHOOL",9,0,3,20,2,73,3,16,45,55,39,0,0,1,0
"4237","580801060001","DOGWOOD ELEMENTARY SCHOOL",1,1,1,9,4,83,3,23,49,51,9,0,0,0,0
"4238","580801060004","MILLS POND ELEMENTARY SCHOOL",0,0,2,9,9,78,2,18,49,51,8,0,1,0,0
"4239","580801060005","MOUNT PLEASANT ELEMENTARY SCHOOL",0,0,2,9,6,80,2,16,47,53,9,0,0,0,0
"4240","580801060007","SAINT JAMES ELEMENTARY SCHOOL",3,0,1,11,5,80,3,15,49,51,10,0,1,0,0
"4241","580801060008","SMITHTOWN ELEMENTARY SCHOOL",6,0,0,14,7,76,3,17,48,52,14,0,0,0,0
