"","ENTITY_CD","NUM_TEACH","PER_TEACH_INEXP","NUM_PRINC","PER_PRINC_INEXP"
"1682","280518030003",38,3,1,0
"1683","280518030006",37,3,1,0
"1684","280518030009",82,2,1,0
"1685","280521030000",263,8,5,20
"1686","280521030002",52,10,1,0
"1687","280521030003",34,6,1,0
"1688","280521030004",32,6,1,0
"1689","280521030006",88,9,1,100
"1690","280521030008",74,5,1,0
"1691","280522030000",462,11,6,0
"1692","280522030001",50,14,1,0
"1693","280522030002",49,6,1,0
"1694","280522030004",39,13,1,0
"1695","280522030006",65,8,1,0
"1696","280522030008",122,14,1,0
"1697","280522030009",159,14,1,0
"1698","280523030000",672,10,9,11
"1699","280523030001",62,16,1,0
"1700","280523030003",58,14,1,0
"1701","280523030004",50,2,1,0
"1702","280523030006",44,11,1,0
"1703","280523030007",53,6,1,0
"1704","280523030010",169,12,1,0
"1705","280523030011",178,8,1,0
"1706","280523030012",49,12,1,0
"1707","280523030014",72,11,1,100
"1708","300000010000",70411,24,1574,22
"1709","300000010777",0,0,0,0
"1710","307500010000",4312,29,64,31
"1711","307500011035",45,22,1,0
"1712","307500011079",43,47,1,0
"1713","307500011094",82,38,1,100
"1714","307500011138",109,28,1,0
"1715","307500011169",70,23,1,100
"1716","307500011226",51,37,1,100
"1717","307500011401",0,0,2,0
"1718","307500011721",27,33,1,0
"1719","307500011751",37,70,1,0
"1720","307500011811",67,21,1,100
"1721","307500012010",104,36,1,100
"1722","307500012012",48,35,1,0
"1723","307500012017",100,32,1,0
"1724","307500012168",97,37,1,0
"1725","307500012176",98,32,1,100
"1726","307500012186",122,30,1,0
"1727","307500012188",99,28,1,0
"1728","307500012352",101,21,1,0
"1729","307500012469",65,46,1,100
"1730","307500012596",69,35,1,100
"1731","307500012721",74,24,1,0
"1732","307500012723",89,43,1,0
"1733","307500012754",58,19,1,0
"1734","307500012811",95,28,1,0
"1735","307500013004",67,10,1,100
"1736","307500013036",72,36,2,50
"1737","307500013053",71,44,1,0
"1738","307500013077",57,44,1,0
"1739","307500013140",67,39,1,0
"1740","307500013141",60,37,1,0
"1741","307500013231",70,33,1,100
"1742","307500013368",52,27,1,100
"1743","307500013369",96,20,1,100
"1744","307500013370",45,22,1,0
"1745","307500013371",36,17,1,0
"1746","307500013372",62,16,1,0
"1747","307500013373",63,38,1,0
"1748","307500013396",92,53,1,100
"1749","307500013721",67,24,1,0
"1750","307500013753",55,40,1,0
"1751","307500013771",76,30,1,0
"1752","307500013811",45,29,1,0
"1753","307500014004",78,12,2,50
"1754","307500014009",107,18,1,0
"1755","307500014023",56,25,1,0
"1756","307500014075",102,12,1,0
"1757","307500014177",90,14,2,50
"1758","307500014224",53,19,1,0
"1759","307500014233",87,30,1,0
"1760","307500014255",97,15,1,100
"1761","307500014256",0,0,0,0
"1762","307500014277",82,50,1,100
"1763","307500014721",79,23,1,0
"1764","307500014752",62,34,1,0
"1765","307500014811",67,18,2,50
"1766","307500014993",93,19,1,0
"1767","307500015025",97,28,1,0
"1768","307500015037",76,29,1,0
"1769","307500015373",111,32,1,0
"1770","307500015721",72,26,1,100
"1771","310100010000",861,30,27,26
"1772","310100010015",22,36,1,0
"1773","310100010019",31,29,1,0
"1774","310100010020",38,32,1,100
"1775","310100010034",31,42,1,100
"1776","310100010063",21,43,1,0
"1777","310100010064",19,21,1,0
"1778","310100010110",20,25,1,0
"1779","310100010134",30,20,1,100
"1780","310100010140",34,24,1,0
"1781","310100010142",32,38,1,0
"1782","310100010184",48,42,1,0
"1783","310100010188",35,26,1,0
"1784","310100010315",24,29,1,0
"1785","310100010332",17,59,1,0
"1786","310100010361",25,20,1,0
"1787","310100010363",20,10,1,0
"1788","310100010364",25,8,1,0
"1789","310100010378",33,45,1,0
"1790","310100010839",20,10,1,0
"1791","310100011292",21,29,1,0
"1792","310100011448",33,48,2,50
"1793","310100011450",57,26,1,0
"1794","310100011458",16,44,1,100
"1795","310100011509",18,50,0,0
"1796","310100011515",35,20,1,100
"1797","310100011539",104,29,1,0
"1798","310100011650",14,29,1,100
"1799","310100011696",42,21,0,0
"1800","310100860866",0,0,2,100
"1801","310100860873",0,0,1,0
"1802","310100861031",0,0,1,100
"1803","310100861055",0,0,0,0
"1804","310200010000",4285,25,115,16
"1805","310200010001",25,8,1,0
"1806","310200010002",47,9,1,0
"1807","310200010003",43,14,2,50
"1808","310200010006",34,24,1,0
"1809","310200010011",54,15,1,0
"1810","310200010033",38,50,1,0
"1811","310200010040",41,20,1,0
"1812","310200010041",38,8,1,0
"1813","310200010042",43,26,1,0
"1814","310200010047",29,62,1,0
"1815","310200010051",30,37,1,100
"1816","310200010059",37,32,1,0
"1817","310200010077",16,38,1,0
"1818","310200010089",30,23,1,0
"1819","310200010104",68,19,1,0
"1820","310200010111",32,28,1,0
"1821","310200010114",30,13,1,0
"1822","310200010116",32,3,1,0
"1823","310200010124",42,14,1,0
"1824","310200010126",53,9,1,0
"1825","310200010130",52,17,1,0
"1826","310200010131",37,19,1,100
"1827","310200010150",11,18,1,0
"1828","310200010151",35,20,1,0
"1829","310200010158",43,42,1,0
"1830","310200010167",85,19,1,0
"1831","310200010177",18,33,1,0
"1832","310200010183",35,23,1,100
"1833","310200010198",31,23,1,100
"1834","310200010212",19,21,1,0
"1835","310200010217",44,39,1,0
"1836","310200010234",45,38,1,100
"1837","310200010255",26,8,1,0
"1838","310200010260",56,34,1,0
"1839","310200010267",29,28,1,0
"1840","310200010276",58,16,1,0
"1841","310200010281",23,30,1,0
"1842","310200010289",24,25,1,0
"1843","310200010290",35,23,1,0
"1844","310200010297",37,32,1,0
"1845","310200010310",9,11,1,100
"1846","310200010312",34,26,1,0
"1847","310200010340",24,46,1,0
"1848","310200010343",31,26,1,0
"1849","310200010347",28,54,1,0
"1850","310200010397",40,25,1,0
"1851","310200010412",39,8,1,0
"1852","310200010413",55,31,1,0
"1853","310200010414",33,36,1,0
"1854","310200010416",36,19,1,0
"1855","310200010418",44,14,1,0
"1856","310200010527",29,28,1,0
"1857","310200010896",30,13,1,0
"1858","310200010933",18,39,1,100
"1859","310200011135",23,26,1,100
"1860","310200011139",42,36,1,0
"1861","310200011225",22,36,1,100
"1862","310200011280",32,31,1,100
"1863","310200011282",31,42,1,0
"1864","310200011288",31,23,1,0
"1865","310200011294",29,17,1,0
"1866","310200011296",30,23,1,0
"1867","310200011298",41,24,1,0
"1868","310200011300",26,35,1,100
"1869","310200011303",30,30,1,0
"1870","310200011305",23,48,1,0
"1871","310200011308",28,25,0,0
"1872","310200011313",24,21,1,0
"1873","310200011316",17,41,1,0
"1874","310200011374",38,29,1,0
"1875","310200011376",32,19,1,0
"1876","310200011392",35,31,1,0
"1877","310200011393",39,36,1,0
"1878","310200011394",22,64,1,0
"1879","310200011399",22,41,1,0
"1880","310200011400",77,19,1,0
"1881","310200011407",29,21,1,0
"1882","310200011408",34,18,1,0
"1883","310200011411",32,31,0,0
"1884","310200011419",28,32,1,0
"1885","310200011420",98,22,1,0
"1886","310200011422",47,19,1,0
"1887","310200011425",34,29,1,0
"1888","310200011427",24,25,1,0
"1889","310200011432",29,38,1,0
"1890","310200011437",38,18,1,0
"1891","310200011438",28,14,1,0
"1892","310200011439",31,32,1,0
"1893","310200011442",15,33,0,0
"1894","310200011449",38,21,1,0
"1895","310200011459",14,36,1,0
"1896","310200011475",161,14,1,0
"1897","310200011489",49,37,1,0
"1898","310200011500",18,67,1,0
"1899","310200011507",35,29,1,100
"1900","310200011519",37,27,0,0
"1901","310200011520",26,42,1,0
"1902","310200011529",42,60,0,0
"1903","310200011531",22,27,1,0
"1904","310200011533",31,39,1,0
"1905","310200011534",41,22,1,0
"1906","310200011542",32,22,1,100
"1907","310200011543",41,22,1,0
"1908","310200011544",23,30,1,0
"1909","310200011545",27,26,1,0
"1910","310200011546",37,24,1,100
"1911","310200011550",28,14,1,0
"1912","310200011551",41,17,1,0
"1913","310200011560",46,24,1,100
"1914","310200011565",11,0,1,0
"1915","310200011570",13,8,1,0
"1916","310200011575",47,11,1,0
"1917","310200011580",33,18,1,100
"1918","310200011586",11,18,1,0
"1919","310200011600",108,22,1,0
"1920","310200011605",19,26,1,0
"1921","310200011615",38,26,1,100
"1922","310200011630",99,32,1,0
"1923","310200011655",36,31,1,0
"1924","310200860819",23,0,1,0
"1925","310200860992",30,20,1,0
"1926","310200861042",0,0,2,0
"1927","310200861043",0,0,1,0
"1928","310200861087",0,0,1,0
"1929","310200861104",0,0,1,100
"1930","310300010000",1593,29,47,19
"1931","310300010009",38,13,1,0
"1932","310300010054",56,29,1,0
"1933","310300010075",70,26,2,50
"1934","310300010076",29,10,1,0
"1935","310300010084",42,36,1,0
"1936","310300010087",59,15,1,0
"1937","310300010145",31,42,1,0
"1938","310300010149",19,84,1,0
"1939","310300010163",40,30,1,0
"1940","310300010165",34,32,1,0
"1941","310300010166",39,13,1,0
"1942","310300010180",39,44,1,100
"1943","310300010185",28,43,1,0
"1944","310300010191",46,39,1,0
"1945","310300010199",47,19,1,0
"1946","310300010241",17,29,1,0
"1947","310300010242",18,28,1,0
"1948","310300010243",15,13,1,0
"1949","310300010245",28,7,1,0
"1950","310300010247",22,41,1,100
"1951","310300010250",17,12,1,0
"1952","310300010256",16,25,1,0
"1953","310300010258",26,23,1,100
"1954","310300010333",46,20,1,0
"1955","310300010334",28,32,1,0
"1956","310300010421",18,44,1,0
"1957","310300010452",23,26,1,0
"1958","310300010862",25,28,1,0
"1959","310300011291",34,53,1,0
"1960","310300011299",28,43,1,0
"1961","310300011307",31,48,1,100
"1962","310300011402",30,57,1,100
"1963","310300011403",37,32,1,0
"1964","310300011404",15,40,1,0
"1965","310300011415",36,28,2,50
"1966","310300011417",30,23,1,0
"1967","310300011479",83,23,1,0
"1968","310300011485",149,14,2,50
"1969","310300011492",37,30,1,0
"1970","310300011494",38,39,1,0
"1971","310300011505",39,21,1,100
"1972","310300011541",30,30,1,0
"1973","310300011859",27,22,1,0
"1974","310300011860",43,56,1,0
"1975","310300860804",0,0,1,100
"1976","310300860871",46,22,2,100
"1977","310300860875",0,0,0,0
"1978","310300860881",31,16,1,100
"1979","310300860897",0,0,3,33
"1980","310300860923",0,0,1,100
"1981","310300860963",0,0,1,100
"1982","310300861008",0,0,2,50
"1983","310300861034",11,64,0,0
"1984","310400010000",1009,32,29,31
"1985","310400010007",39,36,1,100
"1986","310400010012",31,42,1,0
"1987","310400010037",21,24,1,0
"1988","310400010038",20,35,1,0
"1989","310400010057",63,32,1,100
"1990","310400010072",52,38,1,0
"1991","310400010083",29,10,1,0
"1992","310400010096",38,29,1,100
"1993","310400010102",26,38,1,100
"1994","310400010108",38,18,1,100
"1995","310400010112",52,25,1,0
"1996","310400010146",33,27,1,0
"1997","310400010155",20,55,1,100
"1998","310400010171",44,27,1,0
"1999","310400010182",30,20,1,0
"2000","310400010206",81,51,1,0
"2001","310400010224",17,12,1,0
"2002","310400010372",50,42,1,0
"2003","310400010375",24,33,1,0
"2004","310400010377",18,22,1,0
"2005","310400010497",14,64,1,100
"2006","310400010825",18,28,1,100
"2007","310400010964",33,15,1,0
"2008","310400011435",96,46,1,0
"2009","310400011495",34,26,1,0
"2010","310400011555",35,20,1,0
"2011","310400011610",32,19,2,50
"2012","310400011680",24,21,1,0
"2013","310400860806",26,42,1,0
"2014","310400860812",0,0,1,100
"2015","310400860840",0,0,0,0
"2016","310400860849",91,20,2,100
"2017","310400860919",36,50,3,100
"2018","310400860922",0,0,2,50
"2019","310400860968",0,0,1,0
"2020","310400860995",0,0,2,100
"2021","310400861046",0,0,2,100
"2022","310400861061",12,33,1,100
"2023","310400861081",0,0,0,0
"2024","310500010000",855,26,27,26
"2025","310500010030",31,19,2,50
"2026","310500010036",30,7,1,0
"2027","310500010046",49,31,1,0
"2028","310500010092",24,29,1,0
"2029","310500010123",41,46,1,0
"2030","310500010125",18,50,1,0
"2031","310500010129",29,10,1,0
"2032","310500010133",22,36,1,100
"2033","310500010154",23,26,1,0
"2034","310500010161",69,17,1,0
"2035","310500010175",24,25,1,0
"2036","310500010194",22,32,1,100
"2037","310500010197",25,8,1,0
"2038","310500010200",31,3,1,0
"2039","310500010286",15,13,1,0
"2040","310500010318",17,35,1,0
"2041","310500010514",18,50,1,100
"2042","310500010517",22,45,1,0
"2043","310500011148",38,50,1,0
"2044","310500011157",27,44,1,100
"2045","310500011285",18,17,1,100
"2046","310500011304",19,58,0,0
"2047","310500011362",51,22,1,0
"2048","310500011369",30,43,1,0
"2049","310500011499",86,13,1,100
"2050","310500011670",43,12,1,0
"2051","310500011692",35,20,1,0
"2052","310500860848",108,20,3,100
"2053","310500860858",143,13,2,50
"2054","310500860864",65,28,3,33
"2055","310500860883",149,13,2,100
"2056","310500860886",61,23,3,67
"2057","310500860894",0,0,0,0
"2058","310500860921",0,0,2,100
"2059","310500860928",27,44,1,0
"2060","310500860979",0,0,2,100
"2061","310500860989",0,0,0,0
"2062","310500861001",0,0,0,0
"2063","310500861012",35,31,1,100
"2064","310500861015",0,0,1,100
"2065","310500861088",0,0,1,100
"2066","310600010000",1602,23,47,17
"2067","310600010004",39,33,1,0
"2068","310600010005",42,14,1,100
"2069","310600010008",36,25,1,0
"2070","310600010018",30,20,1,0
"2071","310600010028",51,8,2,50
"2072","310600010048",43,37,0,0
"2073","310600010052",23,0,1,0
"2074","310600010098",30,13,1,0
"2075","310600010103",30,40,1,0
"2076","310600010115",30,3,1,0
"2077","310600010128",41,17,1,100
"2078","310600010132",27,7,2,0
"2079","310600010143",24,17,1,0
"2080","310600010152",34,15,1,0
"2081","310600010153",34,32,1,0
"2082","310600010173",32,19,1,0
"2083","310600010178",27,11,1,0
"2084","310600010187",52,21,1,0
"2085","310600010189",48,19,1,0
"2086","310600010192",27,7,1,0
"2087","310600010209",26,38,1,0
"2088","310600010210",32,3,1,0
"2089","310600010223",20,20,1,0
"2090","310600010278",38,16,1,0
"2091","310600010311",31,58,1,100
"2092","310600010314",19,16,1,0
"2093","310600010319",32,19,1,0
"2094","310600010322",40,38,1,0
"2095","310600010324",35,20,1,100
"2096","310600010328",24,33,1,0
"2097","310600010349",10,10,1,0
"2098","310600010366",29,10,1,0
"2099","310600010368",17,24,1,100
"2100","310600010513",20,30,1,0
"2101","310600010528",18,39,1,0
"2102","310600011211",37,32,1,0
"2103","310600011293",46,28,1,0
"2104","310600011346",56,21,1,0
"2105","310600011348",67,27,1,0
"2106","310600011423",20,25,1,0
"2107","310600011462",44,48,1,100
"2108","310600011463",37,41,1,0
"2109","310600011467",47,23,1,0
"2110","310600011468",43,26,1,0
"2111","310600011540",88,16,1,0
"2112","310600011552",42,29,1,100
"2113","310600860887",4,0,2,100
"2114","310600860929",65,11,1,0
"2115","310600860966",0,0,2,100
"2116","310600861013",143,15,2,50
"2117","310600861073",0,0,1,0
"2118","310600861101",31,29,1,0
"2119","310600861111",15,33,1,100
"2120","310600861140",6,50,1,100
"2121","320700010000",1487,32,38,29
"2122","320700010001",50,42,1,0
"2123","320700010005",59,22,1,100
"2124","320700010018",45,29,1,0
"2125","320700010025",45,27,1,0
"2126","320700010029",62,44,1,100
"2127","320700010030",38,34,1,0
"2128","320700010031",47,13,1,0
"2129","320700010043",30,13,1,0
"2130","320700010049",53,51,1,0
"2131","320700010065",32,22,1,0
"2132","320700010151",22,27,1,100
"2133","320700010154",32,38,1,0
"2134","320700010157",41,20,1,0
"2135","320700010161",34,26,1,0
"2136","320700010179",24,4,1,0
"2137","320700010223",54,46,1,0
"2138","320700010224",32,31,1,100
"2139","320700010277",32,34,1,100
"2140","320700010296",26,35,1,0
"2141","320700010298",27,44,1,0
"2142","320700010343",24,13,1,0
"2143","320700010359",28,39,1,0
"2144","320700010369",23,22,1,0
"2145","320700010584",27,56,1,100
"2146","320700011221",57,44,1,0
"2147","320700011259",42,48,1,0
"2148","320700011334",29,21,1,0
"2149","320700011379",23,35,1,100
"2150","320700011381",16,44,1,0
"2151","320700011427",27,33,1,100
"2152","320700011473",33,55,1,0
"2153","320700011495",31,35,0,0
"2154","320700011500",40,20,1,0
"2155","320700011522",43,37,1,100
"2156","320700011527",54,44,1,0
"2157","320700011548",37,11,0,0
"2158","320700011551",63,30,1,100
"2159","320700011557",25,8,1,0
"2160","320700011600",43,23,1,0
"2161","320700011670",41,27,1,100
"2162","320700860703",0,0,1,100
"2163","320700860820",154,12,3,33
"2164","320700860852",0,0,1,0
"2165","320700860889",0,0,0,0
"2166","320700860915",24,88,2,50
"2167","320700860920",0,0,0,0
"2168","320700860925",17,29,2,50
"2169","320700860926",34,53,1,0
"2170","320700860957",21,57,2,0
"2171","320700860981",0,0,2,100
"2172","320700860994",0,0,1,0
"2173","320700861005",27,11,1,100
"2174","320700861014",0,0,2,100
"2175","320700861018",42,31,1,100
"2176","320700861028",24,46,2,100
"2177","320700861035",0,0,0,0
"2178","320700861062",43,40,1,0
"2179","320700861070",11,36,1,0
"2180","320700861080",0,0,0,0
"2181","320700861100",0,0,1,100
"2182","320700861106",0,0,1,100
"2183","320700861114",15,40,1,100
"2184","320700861139",9,22,1,100
"2185","320700861141",6,67,1,0
"2186","320800010000",2075,28,48,21
"2187","320800010014",36,3,1,0
"2188","320800010036",47,13,1,0
"2189","320800010048",49,22,1,100
"2190","320800010062",50,16,1,0
"2191","320800010069",39,13,1,0
"2192","320800010071",109,10,1,0
"2193","320800010072",53,30,1,0
"2194","320800010075",39,10,1,0
"2195","320800010093",25,16,1,0
"2196","320800010100",42,21,1,100
"2197","320800010101",44,32,1,0
"2198","320800010107",38,32,1,0
"2199","320800010119",52,8,0,0
"2200","320800010123",35,31,1,0
"2201","320800010130",38,34,1,0
"2202","320800010131",36,25,1,0
"2203","320800010138",43,5,1,0
"2204","320800010140",43,14,1,0
"2205","320800010146",27,26,1,100
"2206","320800010152",61,23,0,0
"2207","320800010182",46,11,1,0
"2208","320800010301",20,55,1,0
"2209","320800010302",39,56,1,0
"2210","320800010304",32,6,0,0
"2211","320800010312",35,20,1,0
"2212","320800010333",53,15,0,0
"2213","320800010337",42,43,1,0
"2214","320800010371",26,19,1,100
"2215","320800010375",27,33,1,0
"2216","320800010392",28,29,1,0
"2217","320800010424",29,62,1,0
"2218","320800010448",33,45,1,0
"2219","320800010467",28,21,1,0
"2220","320800010562",58,34,1,0
"2221","320800010583",10,50,1,0
"2222","320800011269",59,31,1,100
"2223","320800011282",24,46,1,0
"2224","320800011293",38,45,1,0
"2225","320800011320",45,51,1,0
"2226","320800011348",32,28,1,100
"2227","320800011349",40,38,1,0
"2228","320800011367",56,23,1,0
"2229","320800011376",41,12,1,0
"2230","320800011377",16,13,1,100
"2231","320800011405",77,36,1,0
"2232","320800011432",35,77,1,0
"2233","320800011452",56,29,1,100
"2234","320800011530",36,58,1,0
"2235","320800011537",14,29,1,0
"2236","320800011558",48,54,1,100
"2237","320800011559",29,24,1,0
"2238","320800011561",35,51,1,100
"2239","320800860846",0,0,2,100
"2240","320800860872",0,0,1,0
"2241","320800860903",103,30,4,25
"2242","320800860940",0,0,2,100
"2243","320800861017",53,19,1,100
"2244","320800861030",29,48,1,0
"2245","320800861044",0,0,2,50
"2246","320800861068",1,0,1,100
"2247","320800861074",0,0,1,100
"2248","320900010000",2643,32,67,18
"2249","320900010004",45,58,1,0
"2250","320900010011",44,14,1,0
"2251","320900010022",45,33,1,0
"2252","320900010028",58,12,1,0
"2253","320900010035",52,25,1,0
"2254","320900010042",34,35,1,0
"2255","320900010053",81,12,1,0
"2256","320900010055",44,23,1,0
"2257","320900010058",29,3,1,0
"2258","320900010063",41,34,1,0
"2259","320900010070",82,21,1,0
"2260","320900010073",45,22,1,0
"2261","320900010088",13,69,1,0
"2262","320900010109",46,33,1,0
"2263","320900010110",28,29,1,0
"2264","320900010114",49,18,1,0
"2265","320900010117",47,17,1,0
"2266","320900010126",40,23,1,100
"2267","320900010128",25,44,1,0
"2268","320900010132",31,45,1,0
"2269","320900010163",39,38,1,100
"2270","320900010170",19,32,1,0
"2271","320900010199",51,24,1,100
"2272","320900010204",40,10,1,0
"2273","320900010215",31,35,1,0
"2274","320900010218",66,27,1,0
"2275","320900010219",36,33,1,100
"2276","320900010229",30,27,1,0
"2277","320900010232",38,39,1,0
"2278","320900010236",24,17,1,0
"2279","320900010274",61,49,1,0
"2280","320900010294",37,32,1,0
"2281","320900010303",29,48,1,100
"2282","320900010311",32,59,1,0
"2283","320900010313",35,34,1,0
"2284","320900010323",41,44,1,0
"2285","320900010327",56,25,1,0
"2286","320900010328",26,27,1,0
"2287","320900010339",52,15,1,0
"2288","320900010361",37,49,1,0
"2289","320900010443",39,21,1,0
"2290","320900010449",37,19,1,0
"2291","320900010454",38,39,1,0
"2292","320900010457",30,27,1,0
"2293","320900010555",26,31,1,100
"2294","320900010568",43,42,1,0
"2295","320900010593",7,29,1,100
"2296","320900010594",20,80,1,100
"2297","320900011227",37,38,0,0
"2298","320900011231",37,41,1,0
"2299","320900011241",60,50,1,100
"2300","320900011250",34,44,1,0
"2301","320900011252",30,40,1,0
"2302","320900011260",36,25,1,0
"2303","320900011263",28,25,1,0
"2304","320900011297",40,35,1,0
"2305","320900011324",35,43,1,0
"2306","320900011329",26,38,1,0
"2307","320900011350",30,50,1,0
"2308","320900011365",24,67,1,0
"2309","320900011403",36,39,1,0
"2310","320900011404",29,24,1,100
"2311","320900011412",33,55,1,100
"2312","320900011413",35,26,1,0
"2313","320900011505",66,33,1,0
"2314","320900011517",32,41,1,0
"2315","320900011525",46,57,1,100
"2316","320900011543",28,36,0,0
"2317","320900011564",30,13,1,0
"2318","320900860807",0,0,0,0
"2319","320900860823",0,0,0,0
"2320","320900860835",0,0,0,0
"2321","320900860839",12,58,1,0
"2322","320900860913",0,0,1,100
"2323","320900860962",19,47,2,50
"2324","320900860980",0,0,2,100
"2325","320900861004",21,10,0,0
"2326","320900861029",29,31,2,100
"2327","320900861073",44,36,1,100
"2328","320900861084",0,0,1,100
"2329","320900861122",0,0,1,100
"2330","321000010000",3863,29,83,16
"2331","321000010003",24,17,1,0
"2332","321000010007",44,14,1,100
"2333","321000010008",68,16,1,0
"2334","321000010009",56,14,1,0
"2335","321000010015",34,6,1,0
"2336","321000010020",75,35,1,100
"2337","321000010023",29,3,1,0
"2338","321000010024",51,16,1,0
"2339","321000010032",57,35,1,0
"2340","321000010033",57,19,1,0
"2341","321000010037",41,17,1,0
"2342","321000010045",50,28,1,0
"2343","321000010046",60,8,1,0
"2344","321000010051",13,46,1,0
"2345","321000010054",33,36,1,0
"2346","321000010056",43,9,1,0
"2347","321000010059",40,18,1,0
"2348","321000010077",30,43,1,0
"2349","321000010080",49,73,1,0
"2350","321000010081",49,31,1,0
"2351","321000010085",62,16,2,50
"2352","321000010086",102,37,1,0
"2353","321000010091",54,24,1,0
"2354","321000010094",98,21,1,0
"2355","321000010095",80,38,1,0
"2356","321000010118",88,23,1,0
"2357","321000010159",14,14,1,0
"2358","321000010205",72,21,1,100
"2359","321000010206",18,6,1,100
"2360","321000010207",23,30,1,0
"2361","321000010209",20,35,1,0
"2362","321000010225",50,34,1,0
"2363","321000010226",34,59,1,0
"2364","321000010228",20,30,1,0
"2365","321000010244",56,38,1,0
"2366","321000010246",53,32,1,100
"2367","321000010254",38,45,1,100
"2368","321000010279",72,26,1,0
"2369","321000010280",62,26,1,0
"2370","321000010291",40,8,1,0
"2371","321000010306",48,10,1,0
"2372","321000010307",29,38,1,0
"2373","321000010308",22,23,1,0
"2374","321000010310",49,31,1,0
"2375","321000010315",16,31,1,0
"2376","321000010331",37,30,1,0
"2377","321000010340",48,13,1,0
"2378","321000010344",23,30,1,100
"2379","321000010360",31,32,1,0
"2380","321000010363",54,19,1,0
"2381","321000010368",76,18,1,0
"2382","321000010382",22,14,1,0
"2383","321000010386",44,27,1,0
"2384","321000010390",40,53,1,0
"2385","321000010391",50,26,1,100
"2386","321000010396",52,35,1,0
"2387","321000010447",38,47,1,0
"2388","321000011141",97,20,1,0
"2389","321000011213",36,19,1,0
"2390","321000011237",43,33,0,0
"2391","321000011243",66,27,1,0
"2392","321000011264",38,34,1,0
"2393","321000011268",34,32,1,100
"2394","321000011284",32,25,1,0
"2395","321000011319",16,0,1,0
"2396","321000011342",46,26,1,0
"2397","321000011351",54,43,1,0
"2398","321000011353",47,45,1,0
"2399","321000011374",45,27,1,0
"2400","321000011397",24,21,1,0
"2401","321000011433",54,22,1,100
"2402","321000011434",39,10,1,0
"2403","321000011437",43,56,1,0
"2404","321000011438",39,64,1,0
"2405","321000011439",40,18,0,0
"2406","321000011440",88,64,1,100
"2407","321000011442",37,24,1,0
"2408","321000011445",141,16,1,0
"2409","321000011459",28,50,0,0
"2410","321000011477",34,26,1,0
"2411","321000011524",33,67,1,0
"2412","321000011546",35,37,1,100
"2413","321000011549",33,33,1,0
"2414","321000011565",34,41,1,0
"2415","321000011696",28,11,1,0
"2416","321000860704",44,45,1,0
"2417","321000860904",0,0,0,0
"2418","321000860914",46,26,4,100
"2419","321000860999",42,17,0,0
"2420","321000861064",0,0,0,0
"2421","321000861074",18,28,1,100
"2422","321000861075",0,0,1,0
"2423","321000861135",11,18,2,100
"2424","321100010000",2733,26,61,21
"2425","321100010016",25,4,1,100
"2426","321100010019",33,9,1,0
"2427","321100010021",43,14,1,0
"2428","321100010041",63,30,1,100
"2429","321100010068",68,19,1,100
"2430","321100010076",70,63,1,100
"2431","321100010078",50,28,1,0
"2432","321100010083",108,11,1,0
"2433","321100010087",36,14,1,0
"2434","321100010089",96,31,1,0
"2435","321100010096",66,23,1,0
"2436","321100010097",48,17,1,0
"2437","321100010103",73,18,1,0
"2438","321100010105",72,10,1,0
"2439","321100010106",73,12,1,0
"2440","321100010108",37,24,1,0
"2441","321100010111",48,21,1,0
"2442","321100010112",29,17,1,100
"2443","321100010121",56,11,1,0
"2444","321100010127",61,43,1,0
"2445","321100010144",42,24,1,0
"2446","321100010153",41,17,1,0
"2447","321100010160",34,38,1,0
"2448","321100010169",25,28,1,100
"2449","321100010175",23,35,0,0
"2450","321100010178",35,17,1,0
"2451","321100010180",74,24,1,100
"2452","321100010181",65,18,1,0
"2453","321100010189",28,18,1,0
"2454","321100010194",84,12,1,0
"2455","321100010287",46,37,1,0
"2456","321100010326",26,12,1,0
"2457","321100010355",24,38,1,0
"2458","321100010357",28,14,1,0
"2459","321100010370",35,17,1,100
"2460","321100010462",21,19,1,0
"2461","321100010468",30,40,1,0
"2462","321100010481",20,50,1,0
"2463","321100010483",13,38,1,0
"2464","321100010498",44,11,1,0
"2465","321100010529",40,43,1,0
"2466","321100010532",24,46,1,0
"2467","321100010556",38,32,1,100
"2468","321100010566",36,28,1,0
"2469","321100010567",30,43,1,0
"2470","321100011249",19,21,1,0
"2471","321100011253",30,40,1,0
"2472","321100011265",34,29,1,0
"2473","321100011270",30,30,1,0
"2474","321100011275",47,28,1,100
"2475","321100011288",45,31,1,0
"2476","321100011290",31,29,1,0
"2477","321100011299",40,43,0,0
"2478","321100011418",43,26,1,0
"2479","321100011455",132,27,1,0
"2480","321100011508",45,47,2,50
"2481","321100011509",32,47,1,0
"2482","321100011513",27,30,1,100
"2483","321100011514",29,34,1,0
"2484","321100011542",38,26,1,100
"2485","321100011544",32,22,1,0
"2486","321100011545",32,25,1,0
"2487","321100860855",0,0,1,0
"2488","321100860859",0,0,3,100
"2489","321100860909",25,28,1,0
"2490","321100860917",21,24,1,0
"2491","321100860948",10,20,1,0
"2492","321100860956",67,60,2,0
"2493","321100860982",0,0,0,0
"2494","321100861076",0,0,1,100
"2495","321100861103",0,0,2,100
"2496","321100861115",0,0,2,100
"2497","321100861120",0,0,1,100
"2498","321100861126",11,36,1,100
"2499","321200010000",1637,36,49,35
"2500","321200010006",36,8,1,0
