"","ENTITY_CD","NUM_TEACH","PER_TEACH_INEXP","NUM_PRINC","PER_PRINC_INEXP"
"3320","342700861054",37,24,1,0
"3321","342700861090",0,0,1,100
"3322","342700861099",0,0,1,100
"3323","342700861118",13,92,1,100
"3324","342800010000",2537,19,51,18
"3325","342800010008",30,10,1,100
"3326","342800010040",29,10,1,0
"3327","342800010048",39,10,1,0
"3328","342800010050",52,37,1,0
"3329","342800010054",41,24,1,0
"3330","342800010055",33,15,1,0
"3331","342800010072",33,6,1,0
"3332","342800010080",36,33,1,0
"3333","342800010082",44,32,1,0
"3334","342800010086",57,0,1,100
"3335","342800010099",54,7,1,0
"3336","342800010101",41,22,1,0
"3337","342800010117",56,7,1,0
"3338","342800010121",53,23,1,0
"3339","342800010139",49,22,1,0
"3340","342800010140",31,39,1,100
"3341","342800010144",49,4,1,0
"3342","342800010157",101,26,1,0
"3343","342800010160",40,10,1,0
"3344","342800010161",43,5,1,0
"3345","342800010174",40,8,1,0
"3346","342800010175",43,12,1,100
"3347","342800010182",50,8,1,0
"3348","342800010190",63,17,1,100
"3349","342800010196",56,14,1,0
"3350","342800010206",39,13,1,0
"3351","342800010217",98,19,1,0
"3352","342800010220",43,14,1,0
"3353","342800010287",33,27,1,0
"3354","342800010303",14,36,1,0
"3355","342800010312",19,53,2,50
"3356","342800010332",25,28,1,100
"3357","342800010349",29,59,1,0
"3358","342800010354",41,22,1,0
"3359","342800010358",28,50,1,0
"3360","342800011167",69,23,1,0
"3361","342800011284",30,13,1,0
"3362","342800011310",51,18,2,50
"3363","342800011325",35,26,1,0
"3364","342800011328",34,26,1,0
"3365","342800011338",15,20,1,0
"3366","342800011350",32,25,1,0
"3367","342800011440",209,15,0,0
"3368","342800011505",183,19,1,0
"3369","342800011620",134,22,1,0
"3370","342800011680",45,36,1,0
"3371","342800011686",76,13,1,100
"3372","342800011687",28,25,1,0
"3373","342800011690",33,33,1,0
"3374","342800011896",39,10,1,0
"3375","342800860824",0,0,0,0
"3376","342800860969",18,67,1,100
"3377","342900010000",1754,19,45,33
"3378","342900010015",26,35,1,100
"3379","342900010033",58,7,1,0
"3380","342900010034",34,53,1,0
"3381","342900010035",43,12,0,0
"3382","342900010036",30,23,1,0
"3383","342900010037",31,13,1,0
"3384","342900010038",20,10,1,0
"3385","342900010052",30,17,2,50
"3386","342900010059",41,5,1,100
"3387","342900010095",82,10,1,0
"3388","342900010109",73,18,1,0
"3389","342900010116",58,19,1,0
"3390","342900010118",31,10,1,100
"3391","342900010131",46,13,1,0
"3392","342900010132",27,15,1,0
"3393","342900010134",28,7,1,100
"3394","342900010135",55,11,1,0
"3395","342900010136",35,14,1,0
"3396","342900010138",48,2,1,0
"3397","342900010147",45,20,1,100
"3398","342900010156",19,5,1,0
"3399","342900010176",42,19,1,100
"3400","342900010181",30,17,1,0
"3401","342900010192",33,6,1,0
"3402","342900010195",31,6,1,0
"3403","342900010208",53,13,1,0
"3404","342900010238",88,26,1,0
"3405","342900010251",27,37,1,100
"3406","342900010268",48,17,1,0
"3407","342900010270",48,10,1,0
"3408","342900010289",13,38,1,100
"3409","342900010295",42,19,1,0
"3410","342900010355",26,38,1,0
"3411","342900010356",26,27,1,100
"3412","342900010360",12,17,1,100
"3413","342900011243",32,34,1,0
"3414","342900011248",28,32,1,0
"3415","342900011259",46,30,1,0
"3416","342900011265",32,13,0,0
"3417","342900011272",31,16,1,0
"3418","342900011283",45,22,1,0
"3419","342900011313",32,13,1,100
"3420","342900011326",31,32,1,0
"3421","342900011327",40,30,1,100
"3422","342900011492",29,45,1,100
"3423","342900011498",37,24,1,100
"3424","342900860821",0,0,0,0
"3425","342900860974",0,0,1,0
"3426","342900861077",0,0,1,100
"3427","342900861078",0,0,2,50
"3428","343000010000",2598,22,51,25
"3429","343000010002",38,5,1,0
"3430","343000010010",53,28,1,0
"3431","343000010011",67,6,1,0
"3432","343000010017",39,36,1,0
"3433","343000010069",56,9,1,0
"3434","343000010070",52,10,1,0
"3435","343000010076",46,20,1,0
"3436","343000010078",48,31,1,0
"3437","343000010084",18,0,1,0
"3438","343000010085",38,37,1,0
"3439","343000010092",56,5,1,0
"3440","343000010111",36,58,1,0
"3441","343000010112",29,14,1,100
"3442","343000010122",75,12,1,100
"3443","343000010126",49,29,1,0
"3444","343000010127",85,16,1,0
"3445","343000010141",72,17,1,100
"3446","343000010145",107,10,1,100
"3447","343000010148",57,26,1,100
"3448","343000010149",69,10,1,100
"3449","343000010150",63,21,1,0
"3450","343000010151",30,13,1,0
"3451","343000010152",67,1,1,0
"3452","343000010166",55,4,1,0
"3453","343000010171",34,29,1,100
"3454","343000010204",43,53,1,0
"3455","343000010212",49,14,1,0
"3456","343000010222",17,24,1,0
"3457","343000010228",21,10,1,0
"3458","343000010230",86,27,1,0
"3459","343000010234",32,13,1,0
"3460","343000010235",9,11,1,0
"3461","343000010280",40,33,1,0
"3462","343000010291",42,21,1,0
"3463","343000010300",31,61,1,100
"3464","343000010329",32,47,1,0
"3465","343000010361",21,48,1,0
"3466","343000010384",5,0,1,100
"3467","343000011227",92,9,1,0
"3468","343000011258",38,39,1,0
"3469","343000011286",42,31,1,0
"3470","343000011301",40,25,1,0
"3471","343000011445",164,41,1,100
"3472","343000011450",176,31,1,0
"3473","343000011501",57,12,1,100
"3474","343000011502",64,9,2,50
"3475","343000011555",72,22,2,50
"3476","343000011575",53,25,1,0
"3477","343000011580",37,16,1,0
"3478","343000860822",0,0,1,0
"3479","343000860836",57,40,2,100
"3480","343000860932",0,0,1,0
"3481","343000860952",0,0,0,0
"3482","343000860998",0,0,1,0
"3483","353100010000",4177,16,71,15
"3484","353100010001",34,12,1,0
"3485","353100010002",75,25,1,0
"3486","353100010003",47,4,1,0
"3487","353100010004",76,7,1,0
"3488","353100010005",24,17,1,0
"3489","353100010006",47,11,1,0
"3490","353100010007",75,4,1,0
"3491","353100010008",34,18,1,0
"3492","353100010009",32,25,1,0
"3493","353100010010",22,45,1,0
"3494","353100010011",24,13,1,0
"3495","353100010013",61,11,1,0
"3496","353100010016",39,10,1,0
"3497","353100010018",44,7,1,0
"3498","353100010019",41,17,1,100
"3499","353100010020",40,10,1,0
"3500","353100010021",34,15,1,0
"3501","353100010022",67,10,1,0
"3502","353100010023",41,15,1,0
"3503","353100010024",103,11,1,0
"3504","353100010026",23,35,1,0
"3505","353100010027",67,6,1,0
"3506","353100010028",29,28,1,0
"3507","353100010029",38,18,0,0
"3508","353100010030",58,9,1,0
"3509","353100010031",35,11,1,100
"3510","353100010032",39,10,1,0
"3511","353100010034",83,20,1,0
"3512","353100010035",25,4,1,0
"3513","353100010036",56,14,1,0
"3514","353100010038",30,33,1,0
"3515","353100010039",41,15,1,0
"3516","353100010041",46,13,1,0
"3517","353100010042",62,26,1,0
"3518","353100010044",56,13,1,100
"3519","353100010045",55,5,1,0
"3520","353100010046",23,17,1,0
"3521","353100010048",63,10,1,100
"3522","353100010049",51,22,1,0
"3523","353100010050",43,2,1,0
"3524","353100010051",97,14,1,0
"3525","353100010052",38,29,1,0
"3526","353100010053",48,4,1,0
"3527","353100010054",52,12,1,0
"3528","353100010055",42,14,1,0
"3529","353100010056",40,8,1,100
"3530","353100010057",42,19,1,0
"3531","353100010058",48,6,1,0
"3532","353100010059",22,23,1,0
"3533","353100010060",59,14,1,0
"3534","353100010061",82,17,1,0
"3535","353100010062",19,16,1,0
"3536","353100010063",36,14,1,0
"3537","353100010065",29,17,1,0
"3538","353100010068",16,38,1,100
"3539","353100010069",97,16,1,0
"3540","353100010072",113,20,1,100
"3541","353100010074",27,30,2,50
"3542","353100010075",111,19,1,0
"3543","353100010078",63,21,1,100
"3544","353100010861",65,6,1,0
"3545","353100011047",32,16,0,0
"3546","353100011064",38,24,1,0
"3547","353100011080",83,16,1,0
"3548","353100011440",208,24,1,0
"3549","353100011445",112,29,1,100
"3550","353100011450",158,19,1,0
"3551","353100011455",221,15,1,0
"3552","353100011460",183,19,1,100
"3553","353100011470",15,7,1,0
"3554","353100011600",62,31,1,0
"3555","353100011605",67,19,1,0
"3556","353100860959",75,37,2,0
"3557","353100860984",30,27,1,0
"3558","353100861083",15,53,1,100
"3559","353100861136",8,25,1,0
"3560","400301060000",162,4,4,25
"3561","400301060002",34,9,1,0
"3562","400301060003",37,5,1,100
"3563","400301060005",45,4,1,0
"3564","400301060006",56,2,1,0
"3565","400400010000",335,6,8,50
"3566","400400010001",25,12,1,0
"3567","400400010002",34,6,1,0
"3568","400400010005",34,6,1,0
"3569","400400010007",31,13,1,100
"3570","400400010009",53,9,1,100
"3571","400400010010",69,6,1,100
"3572","400400010011",110,3,1,100
"3573","400601060000",113,7,5,20
"3574","400601060001",0,0,0,0
"3575","400601060002",31,0,3,33
"3576","400601060006",44,9,1,0
"3577","400601060008",41,12,1,0
"3578","400701060000",249,10,6,50
"3579","400701060002",31,13,1,0
"3580","400701060003",16,6,1,0
"3581","400701060004",29,21,1,100
"3582","400701060005",32,0,1,0
"3583","400701060009",65,9,1,100
"3584","400701060010",89,11,1,100
"3585","400701860890",17,12,1,0
"3586","400800010000",388,3,11,18
"3587","400800010010",26,4,1,0
"3588","400800010012",26,0,1,0
"3589","400800010015",23,9,1,0
"3590","400800010020",27,4,1,100
"3591","400800010021",19,0,1,0
"3592","400800010022",30,7,1,0
"3593","400800010031",36,3,1,100
"3594","400800010034",116,0,1,0
"3595","400800010040",36,8,1,0
"3596","400800010041",37,3,1,0
"3597","400800010042",27,4,1,0
"3598","400900010000",258,14,6,33
"3599","400900010003",20,15,1,0
"3600","400900010007",51,18,1,100
"3601","400900010008",29,10,1,100
"3602","400900010009",28,4,1,0
"3603","400900010011",89,13,1,0
"3604","400900010012",50,24,1,0
"3605","401001060000",217,8,5,40
"3606","401001060001",61,0,1,0
"3607","401001060002",51,12,1,100
"3608","401001060003",50,14,1,100
"3609","401001060004",57,7,2,0
"3610","401201060000",91,3,4,25
"3611","401201060001",28,0,1,0
"3612","401201060003",32,9,1,0
"3613","401201060004",36,0,2,50
"3614","401301040000",64,8,2,50
"3615","401301040002",35,11,1,0
"3616","401301040003",35,6,1,100
"3617","401501060000",90,9,3,0
"3618","401501060002",33,15,1,0
"3619","401501060003",57,5,2,0
"3620","410401060000",102,11,5,40
"3621","410401060001",37,11,1,100
"3622","410401060002",14,21,1,100
"3623","410401060003",12,33,1,0
"3624","410401060004",23,13,1,0
"3625","410401060005",39,5,1,0
"3626","410601040000",166,9,4,50
"3627","410601040002",17,18,1,100
"3628","410601040006",56,5,1,100
"3629","410601040007",34,6,1,0
"3630","410601040010",66,12,1,0
"3631","411101060000",98,9,3,0
"3632","411101060001",41,12,1,0
"3633","411101060004",31,6,1,0
"3634","411101060005",37,5,1,0
"3635","411501060000",211,3,6,17
"3636","411501060001",52,0,1,0
"3637","411501060003",41,5,2,50
"3638","411501060004",43,5,1,0
"3639","411501060005",38,3,1,0
"3640","411501060006",56,5,1,0
"3641","411504020000",49,16,2,100
"3642","411504020001",27,22,1,100
"3643","411504020003",23,9,1,100
"3644","411603040000",74,9,3,0
"3645","411603040001",27,19,1,0
"3646","411603040003",25,8,1,0
"3647","411603040004",27,0,1,0
"3648","411701040000",46,7,2,50
"3649","411701040001",21,5,1,100
"3650","411701040002",26,8,1,0
"3651","411800010000",451,11,9,22
"3652","411800010001",33,9,1,0
"3653","411800010008",51,16,1,100
"3654","411800010010",81,10,1,0
"3655","411800010011",0,0,0,0
"3656","411800010013",29,10,1,100
"3657","411800010014",22,14,1,0
"3658","411800010015",34,18,1,0
"3659","411800010020",114,11,1,0
"3660","411800010023",46,13,1,0
"3661","411800010025",66,20,1,0
"3662","411902040000",69,13,2,0
"3663","411902040001",34,9,1,0
"3664","411902040003",35,17,1,0
"3665","412000050000",148,9,6,17
"3666","412000050001",36,6,1,0
"3667","412000050004",56,11,2,50
"3668","412000050005",24,4,1,0
"3669","412000050006",25,12,1,0
"3670","412000050007",29,17,1,0
"3671","412201060000",114,14,4,50
"3672","412201060001",31,19,1,100
"3673","412201060003",31,16,1,100
"3674","412201060005",29,17,1,0
"3675","412201060006",38,13,1,0
"3676","412300010000",698,17,13,15
"3677","412300010003",43,19,1,0
"3678","412300010005",45,13,1,0
"3679","412300010006",49,6,1,0
"3680","412300010009",35,9,1,0
"3681","412300010011",32,16,1,0
"3682","412300010012",45,40,1,0
"3683","412300010014",45,18,1,0
"3684","412300010016",39,15,1,0
"3685","412300010018",51,59,1,100
"3686","412300010022",63,19,1,0
"3687","412300010023",69,14,1,0
"3688","412300010024",176,8,1,0
"3689","412300010026",42,17,1,100
"3690","412300861058",38,26,1,0
"3691","412801040000",71,8,3,33
"3692","412801040002",13,0,1,0
"3693","412801040003",39,8,1,0
"3694","412801040004",22,14,1,100
"3695","412901040000",55,25,2,50
"3696","412901040002",27,26,1,100
"3697","412901040003",28,25,1,0
"3698","412902060000",246,5,6,0
"3699","412902060002",27,0,1,0
"3700","412902060003",31,0,1,0
"3701","412902060005",31,13,1,0
"3702","412902060006",49,10,1,0
"3703","412902060007",23,0,1,0
"3704","412902060008",74,3,1,0
"3705","412902060009",29,7,1,0
"3706","420101060000",342,6,9,22
"3707","420101060001",26,8,1,0
"3708","420101060003",57,9,2,0
"3709","420101060005",30,7,1,0
"3710","420101060006",32,13,2,50
"3711","420101060008",57,2,1,0
"3712","420101060009",115,5,1,100
"3713","420101060011",40,5,1,0
"3714","420303060000",618,10,11,9
"3715","420303060001",30,10,1,0
"3716","420303060002",43,19,1,0
"3717","420303060003",37,0,1,0
"3718","420303060004",34,12,1,100
"3719","420303060007",43,40,1,0
"3720","420303060008",38,11,1,0
"3721","420303060009",83,8,1,0
"3722","420303060010",116,4,1,0
"3723","420303060011",72,17,1,0
"3724","420303060014",149,7,1,0
"3725","420303060015",0,0,1,0
"3726","420401060000",266,7,7,29
"3727","420401060001",7,0,1,100
"3728","420401060002",26,4,1,100
"3729","420401060003",23,0,1,0
"3730","420401060004",23,0,1,0
"3731","420401060005",100,12,1,0
"3732","420401060009",24,0,1,0
"3733","420401060010",71,8,1,0
"3734","420411060000",213,4,6,17
"3735","420411060002",28,4,2,50
"3736","420411060003",24,4,1,0
"3737","420411060004",25,0,1,0
"3738","420411060005",79,6,1,0
"3739","420411060006",72,6,1,0
"3740","420501060000",93,4,3,33
"3741","420501060001",28,4,1,0
"3742","420501060003",32,3,1,100
"3743","420501060004",34,6,1,0
"3744","420601040000",66,8,2,50
"3745","420601040001",22,14,1,100
"3746","420601040003",45,4,1,0
"3747","420701060000",121,6,4,0
"3748","420701060001",45,4,1,0
"3749","420701060002",20,0,1,0
"3750","420701060003",18,0,1,0
"3751","420701060004",45,11,1,0
"3752","420702030000",133,14,4,50
"3753","420702030001",42,14,2,50
"3754","420702030004",52,12,1,0
"3755","420702030007",40,15,1,100
"3756","420807040000",85,9,4,25
"3757","420807040002",25,20,1,0
"3758","420807040003",38,13,2,50
"3759","420807040004",26,0,1,0
"3760","420901060000",358,5,8,25
"3761","420901060002",34,9,1,0
"3762","420901060003",32,6,1,0
"3763","420901060004",32,3,1,0
"3764","420901060005",32,9,1,100
"3765","420901060006",72,7,1,0
"3766","420901060007",84,1,1,0
"3767","420901060008",31,3,1,0
"3768","420901060009",62,3,1,100
"3769","421001060000",321,4,6,0
"3770","421001060001",37,11,1,0
"3771","421001060002",108,2,1,0
"3772","421001060005",63,0,1,0
"3773","421001060006",61,7,1,0
"3774","421001060007",28,11,1,0
"3775","421001060008",39,0,1,0
"3776","421101060000",131,10,3,0
"3777","421101060001",35,9,1,0
"3778","421101060003",52,12,1,0
"3779","421101060004",62,10,1,0
"3780","421201040000",76,20,3,33
"3781","421201040001",19,26,1,0
"3782","421201040002",23,17,1,100
"3783","421201040003",38,16,1,0
"3784","421501060000",516,9,16,13
"3785","421501060001",31,26,1,0
"3786","421501060002",34,9,2,50
"3787","421501060004",29,7,1,0
"3788","421501060005",33,6,1,0
"3789","421501060009",28,14,1,0
"3790","421501060010",24,25,2,50
"3791","421501060011",170,7,1,0
"3792","421501060012",32,0,1,0
"3793","421501060013",30,20,2,0
"3794","421501060014",41,5,1,0
"3795","421501060015",26,0,1,0
"3796","421501060016",31,6,1,0
"3797","421501060019",34,12,1,0
"3798","421504020000",37,8,1,0
"3799","421504020001",37,8,1,0
"3800","421601060000",107,11,4,25
"3801","421601060002",52,12,1,0
"3802","421601060003",18,11,1,100
"3803","421601060004",18,11,1,0
"3804","421601060005",36,11,1,0
"3805","421800010000",1412,26,31,32
"3806","421800010003",35,14,1,100
"3807","421800010004",32,34,1,0
"3808","421800010006",30,10,1,0
"3809","421800010008",60,20,1,0
"3810","421800010010",54,24,1,0
"3811","421800010011",23,9,1,0
"3812","421800010012",36,25,1,0
"3813","421800010013",37,16,1,0
"3814","421800010015",60,13,1,0
"3815","421800010018",42,40,0,0
"3816","421800010020",44,64,1,100
"3817","421800010021",50,32,1,100
"3818","421800010022",71,27,2,0
"3819","421800010027",30,27,1,0
"3820","421800010028",30,37,1,100
"3821","421800010031",62,26,1,0
"3822","421800010033",92,20,1,100
"3823","421800010035",55,25,1,100
"3824","421800010039",85,13,1,0
"3825","421800010040",110,14,1,0
"3826","421800010041",9,22,0,0
"3827","421800010042",35,26,1,100
"3828","421800010043",40,8,1,0
"3829","421800010047",45,20,1,0
"3830","421800010048",45,49,1,0
"3831","421800010052",41,51,1,100
"3832","421800010058",23,26,1,0
"3833","421800010060",39,54,1,100
"3834","421800010070",28,18,1,0
"3835","421800010071",83,23,1,100
"3836","421800010072",38,39,1,0
"3837","421800860845",0,0,1,100
"3838","421800860854",72,38,1,100
"3839","421800861124",15,53,1,100
"3840","421800861125",9,11,0,0
"3841","421902040000",71,14,2,50
"3842","421902040001",39,15,1,0
"3843","421902040002",32,13,1,100
"3844","430300050000",299,7,3,33
"3845","430300050001",121,12,1,100
"3846","430300050002",107,5,1,0
"3847","430300050004",84,4,1,0
"3848","430501040000",81,10,2,100
"3849","430501040001",38,11,1,100
"3850","430501040002",26,8,1,100
"3851","430501040004",38,11,1,100
"3852","430700010000",214,23,4,25
"3853","430700010001",30,27,1,0
"3854","430700010002",64,27,1,100
"3855","430700010005",61,21,1,0
"3856","430700010006",62,19,1,0
"3857","430901060000",121,12,4,0
"3858","430901060001",40,13,1,0
"3859","430901060002",29,10,1,0
"3860","430901060003",34,3,1,0
"3861","430901060007",26,23,1,0
"3862","431101040000",77,22,3,33
"3863","431101040001",33,27,1,0
"3864","431101040002",31,23,1,100
"3865","431101040003",28,18,1,0
"3866","431201040000",74,16,2,50
"3867","431201040002",39,10,1,100
"3868","431201040003",38,24,1,0
"3869","431301060000",149,13,3,0
"3870","431301060001",39,15,1,0
"3871","431301060002",34,12,1,0
"3872","431301060003",46,15,1,0
"3873","431301060004",55,16,1,0
"3874","431401040000",74,5,2,0
"3875","431401040001",29,3,1,0
"3876","431401040002",46,7,1,0
"3877","431701060000",363,7,5,40
"3878","431701060001",91,13,1,0
"3879","431701060002",63,5,1,0
"3880","431701060003",61,10,1,100
"3881","431701060004",107,5,1,100
"3882","431701060005",55,9,1,0
"3883","440102060000",313,9,5,20
"3884","440102060001",39,8,1,0
"3885","440102060002",56,13,1,100
"3886","440102060003",117,13,1,0
"3887","440102060004",79,5,1,0
"3888","440102060005",40,5,1,0
"3889","440201020000",81,10,2,0
"3890","440201020001",51,10,1,0
"3891","440201020002",32,9,1,0
"3892","440301060000",229,12,4,0
"3893","440301060001",17,6,1,0
"3894","440301060002",23,9,1,0
"3895","440301060003",77,16,1,0
"3896","440301060004",44,7,0,0
"3897","440301060005",78,14,1,0
"3898","440401060000",340,13,7,14
"3899","440401060001",38,13,1,100
"3900","440401060004",57,16,1,0
"3901","440401060005",114,12,1,0
"3902","440401060006",30,10,1,0
"3903","440401060007",43,19,1,0
"3904","440401060008",29,10,1,0
"3905","440401060009",35,11,1,0
"3906","440601040000",224,8,5,60
"3907","440601040001",79,11,2,50
"3908","440601040003",40,8,1,100
"3909","440601040004",63,14,1,0
"3910","440601040005",48,0,1,100
"3911","440901040000",93,15,5,60
"3912","440901040001",16,13,2,50
"3913","440901040003",45,13,1,100
"3914","440901040004",39,15,2,50
"3915","441000010000",597,23,6,33
"3916","441000010006",72,25,1,100
"3917","441000010009",175,25,1,0
"3918","441000010010",73,27,1,0
"3919","441000010014",67,25,1,0
"3920","441000010015",105,31,1,100
"3921","441000010018",112,12,1,0
"3922","441101040000",292,2,5,20
"3923","441101040001",104,1,1,0
"3924","441101040002",34,3,1,0
"3925","441101040003",83,2,1,100
"3926","441101040004",46,9,1,0
"3927","441101040005",33,3,1,0
"3928","441201060000",504,10,8,25
"3929","441201060001",64,11,1,0
"3930","441201060002",44,11,2,50
"3931","441201060003",41,5,1,0
"3932","441201060005",43,9,1,0
"3933","441201060006",168,12,1,0
"3934","441201060009",138,11,1,100
"3935","441201060011",26,15,1,0
"3936","441202020000",24,29,1,0
"3937","441202020001",24,29,1,0
"3938","441301060000",384,11,6,50
"3939","441301060001",38,24,1,100
"3940","441301060002",56,9,1,100
"3941","441301060003",40,10,1,0
"3942","441301060004",130,15,1,0
"3943","441301060006",104,10,1,100
"3944","441301060007",46,9,1,0
"3945","441600010000",930,15,14,36
"3946","441600010001",38,16,1,100
"3947","441600010003",81,16,1,0
"3948","441600010004",53,15,1,0
"3949","441600010005",47,13,1,0
"3950","441600010006",52,17,2,0
"3951","441600010009",41,32,1,100
"3952","441600010010",40,8,1,100
"3953","441600010012",51,20,1,100
"3954","441600010016",88,26,1,0
"3955","441600010017",268,11,2,0
"3956","441600010020",89,18,1,0
"3957","441600010021",94,13,1,100
"3958","441800050000",229,8,4,25
"3959","441800050001",81,10,1,0
"3960","441800050002",43,5,1,100
"3961","441800050005",41,10,1,0
"3962","441800050006",70,10,1,0
"3963","441903020000",32,25,1,0
"3964","441903020001",20,25,1,0
"3965","441903020002",20,35,1,0
"3966","442101060000",259,13,5,20
"3967","442101060002",99,8,1,0
"3968","442101060003",85,12,1,0
"3969","442101060004",31,3,1,0
"3970","442101060007",50,28,2,50
"3971","442111020000",58,10,2,100
"3972","442111020001",34,6,1,100
"3973","442111020002",26,15,1,100
"3974","442115020000",73,10,2,0
"3975","442115020001",44,11,1,0
"3976","442115020002",29,7,1,0
"3977","450101060000",137,7,3,0
"3978","450101060002",60,7,1,0
"3979","450101060003",42,7,1,0
"3980","450101060005",41,10,1,0
"3981","450607040000",69,13,3,33
"3982","450607040002",36,6,2,50
"3983","450607040003",39,21,2,50
"3984","450704040000",91,13,2,0
"3985","450704040001",49,8,1,0
"3986","450704040005",46,22,1,0
"3987","450801060000",126,5,3,67
"3988","450801060002",37,8,1,100
"3989","450801060003",42,2,1,100
"3990","450801060004",50,6,1,0
"3991","451001040000",54,15,2,50
"3992","451001040001",27,19,1,100
"3993","451001040002",31,10,1,0
"3994","460102040000",93,17,2,50
"3995","460102040006",42,14,1,100
"3996","460102040007",52,19,1,0
"3997","460500010000",249,11,6,33
"3998","460500010001",33,15,1,0
"3999","460500010005",84,10,1,0
"4000","460500010006",49,4,1,100
"4001","460500010007",36,17,1,100
"4002","460500010008",30,13,1,0
"4003","460500010011",26,12,1,0
"4004","460701040000",111,23,3,33
"4005","460701040001",38,18,1,100
"4006","460701040002",39,26,1,0
"4007","460701040003",36,25,1,0
"4008","460801060000",261,8,7,14
"4009","460801060001",27,15,1,0
"4010","460801060002",27,7,1,0
"4011","460801060005",81,4,1,100
"4012","460801060006",30,7,1,0
"4013","460801060007",34,15,1,0
"4014","460801060008",75,11,1,0
"4015","460901060000",179,9,5,20
"4016","460901060001",31,13,1,0
"4017","460901060002",18,17,1,0
"4018","460901060003",59,7,1,0
"4019","460901060004",22,5,1,100
"4020","460901060005",54,9,1,0
"4021","461300010000",275,17,7,29
"4022","461300010002",30,30,1,0
"4023","461300010003",21,33,1,0
"4024","461300010004",30,23,1,0
"4025","461300010005",27,22,1,0
"4026","461300010006",35,20,1,100
"4027","461300010007",52,12,1,0
"4028","461300010008",87,9,1,100
"4029","461801040000",77,10,3,67
"4030","461801040001",36,8,1,0
"4031","461801040003",33,9,1,100
"4032","461801040004",28,11,1,100
"4033","461901040000",74,14,4,75
"4034","461901040001",31,0,1,100
"4035","461901040002",29,28,1,100
"4036","461901040003",30,10,2,50
"4037","462001060000",153,9,3,33
"4038","462001060001",49,14,1,0
"4039","462001060004",52,4,1,0
"4040","462001060006",53,9,1,100
"4041","470202040000",36,11,1,100
"4042","470202040002",19,16,1,100
"4043","470202040003",21,10,1,100
"4044","470501040000",46,24,1,0
"4045","470501040001",46,24,1,0
"4046","470801040000",34,12,1,0
"4047","470801040001",34,12,1,0
"4048","470901040000",31,6,1,100
"4049","470901040001",31,6,1,100
"4050","471101040000",38,13,1,0
"4051","471101040001",38,13,1,0
"4052","471201040000",34,18,1,0
"4053","471201040001",34,18,1,0
"4054","471400010000",152,3,5,20
"4055","471400010002",58,3,1,100
"4056","471400010003",21,0,1,0
"4057","471400010004",21,0,1,0
"4058","471400010007",38,5,1,0
"4059","471400010008",22,0,1,0
"4060","471601040000",65,2,3,0
"4061","471601040004",26,0,1,0
"4062","471601040005",27,0,1,0
"4063","471601040006",25,4,1,0
"4064","471701040000",71,13,2,50
"4065","471701040001",33,15,1,0
"4066","471701040003",38,11,1,100
"4067","472001040000",51,22,2,0
"4068","472001040001",28,14,1,0
"4069","472001040002",30,27,1,0
"4070","472202040000",48,27,2,0
"4071","472202040001",48,27,2,0
"4072","472506040000",33,9,2,50
"4073","472506040001",33,9,2,50
"4074","480101060000",333,8,6,17
"4075","480101060001",123,11,1,0
"4076","480101060002",42,7,1,0
"4077","480101060004",91,4,1,0
"4078","480101060005",44,5,1,0
"4079","480101060006",36,11,1,0
"4080","480101060008",1,100,1,100
"4081","480102060000",307,6,5,20
"4082","480102060001",28,11,1,100
"4083","480102060002",33,6,1,0
"4084","480102060003",32,6,1,0
"4085","480102060005",111,3,1,0
"4086","480102060007",107,7,1,0
"4087","480401040000",69,4,3,33
"4088","480401040001",49,6,2,50
"4089","480401040002",29,7,1,0
"4090","480401040003",0,0,0,0
"4091","480404020000",30,23,1,100
"4092","480404020001",30,23,1,100
"4093","480503040000",136,10,3,33
"4094","480503040001",51,12,1,0
"4095","480503040002",49,10,1,100
"4096","480503040003",41,7,1,0
"4097","480601060000",253,7,5,20
"4098","480601060002",60,10,1,0
"4099","480601060003",83,6,2,0
"4100","480601060004",50,4,1,0
"4101","480601060005",68,7,1,100
"4102","490101040000",79,5,2,0
"4103","490101040001",34,3,1,0
"4104","490101040006",45,7,1,0
"4105","490202040000",107,4,2,50
"4106","490202040002",68,1,1,0
"4107","490202040003",42,7,1,100
"4108","490301060000",351,9,7,14
"4109","490301060001",33,12,1,0
"4110","490301060002",31,10,1,100
"4111","490301060003",40,5,1,0
"4112","490301060005",42,5,1,0
"4113","490301060006",39,13,1,0
"4114","490301060007",109,11,1,0
"4115","490301060008",85,9,1,0
"4116","490501060000",92,5,2,0
"4117","490501060002",40,3,1,0
"4118","490501060003",54,7,1,0
"4119","490601060000",210,17,4,75
"4120","490601060002",54,13,1,100
"4121","490601060003",71,18,1,100
"4122","490601060008",45,22,1,100
"4123","490601060009",49,14,1,0
"4124","490801080000",2,0,1,0
"4125","490801080001",2,0,1,0
"4126","490804020000",25,4,1,0
"4127","490804020002",25,4,1,0
"4128","491200010000",91,2,3,33
"4129","491200010006",50,0,1,0
"4130","491200010007",44,5,2,50
"4131","491302060000",201,7,5,20
"4132","491302060001",26,8,1,0
"4133","491302060002",75,3,1,0
"4134","491302060004",23,13,1,100
"4135","491302060005",27,15,1,0
"4136","491302060006",53,6,1,0
"4137","491401040000",87,14,3,33
"4138","491401040001",43,9,1,0
