"ENTITY_CD","PUPIL_COUNT_TOT","PER_FEDERAL_EXP","PER_STATE_LOCAL_EXP"
"081501040002",220,0,18975
"081501040003",329,437,12388
"082001040000",1364,869,19731
"082001040002",700,1259,11733
"082001040003",277,227,16759
"082001040004",387,622,19835
"090201040000",1163,958,18272
"090201040001",399,1400,13753
"090201040002",332,406,16328
"090201040004",240,1463,15694
"090201040005",176,395,19434
"090301060000",1993,2310,10861
"090301060001",485,2030,6145
"090301060003",523,1781,6517
"090301060005",400,1083,8921
"090301060006",585,1046,8323
"090501040000",1354,745,18340
"090501040002",422,270,14067
"090501040003",295,798,11805
"090501040006",362,879,11152
"090501040007",275,264,14872
"132101060004",902,221,12109
"331900010214",875,1158,15148
"331900010218",427,2639,17311
"331900010224",388,2028,18779
"331900010273",343,1466,15221
"331900010290",470,2067,16482
"331900010292",556,2103,16310
"331900010306",296,2268,23647
"331900010325",198,2036,17300
"331900010328",280,2314,26018
"331900010345",539,1744,15505
"331900010346",565,1658,18100
"331900010364",331,1769,15220
"331900010452",336,890,16133
"331900010557",290,1910,17408
"331900010654",313,1353,16328
"331900010661",473,935,13874
"331900010662",486,1013,14930
"331900010663",190,1573,20453
"331900010677",506,1734,16467
"331900010678",266,2210,17572
"331900010760",347,918,13805
"331900010907",40,1268,22944
"331900011404",553,1068,16262
"331900011409",499,996,15618
"331900011422",524,1417,15694
"331900011502",278,1668,16878
"331900011504",219,1713,17614
"660203060005",809,175,22116
"660203060006",239,126,21615
"660203060007",513,325,23019
"660203060008",349,161,19202
"660301030000",3228,282,23115
"660301030001",442,0,17216
"660301030003",552,241,12834
"660301030004",468,366,14775
"660301030005",785,0,16764
"660301030006",981,145,17972
"660302030000",1156,338,24780
"660302030001",598,110,16603
"660302030002",281,548,19898
"660302030003",277,373,19184
"660303030000",1630,688,13234
"660303030002",528,650,19112
"660303030003",692,737,14142
"660303030004",410,655,4131
"660401030000",2796,509,22929
"660401030001",203,630,19807
"660401030002",402,761,16722
"660401030003",849,1,20121
"660401030006",613,134,17967
"660401030007",621,15,19181
"660402020000",1763,223,28485
"660402020001",547,37,22797
"660402020002",276,0,19285
"660809030003",581,7,22827
"660809030004",548,459,16748
"660900010000",8101,2143,23482
"660900010001",525,1851,16340
"660900010002",434,3332,17810
"660900010004",420,2042,17079
"660900010005",375,1870,20722
"660900010006",673,1843,15321
"660900010007",300,4244,22417
"660900010008",338,2131,18865
"660900010009",383,2421,20528
"660900010010",443,1945,17946
"660900010011",429,1463,16490
"660900010013",1439,2070,19233
"660900010014",439,3259,16975
"660900010023",353,2057,26802
"660900010025",77,0,0
"660900010026",685,1635,16440
"660900010027",489,3023,27518
"660900861000",355,0,21302
"661004060000",3709,435,28431
"661004060001",443,59,17799
"661004060002",394,53,19957
"661004060003",625,435,20277
"661004060004",1247,226,22017
"661004060005",413,51,17685
"661004060006",587,254,21643
"661100010000",10851,1043,20977
"661100010001",496,1964,15059
"661100010002",827,1360,14324
"661100010003",704,397,17424
"661100010004",555,1102,18071
"661100010008",817,780,17939
"661100010009",1034,553,16528
"661100010011",492,559,17121
"661100010013",1262,91,18681
"661100010014",1128,302,18888
"661100010016",3297,221,15757
"661201060000",2299,279,33344
"661201060002",435,279,23869
"661201060005",542,278,21846
"661201060006",790,279,24602
"661201060007",532,279,26089
"661301040000",1060,470,34222
"661301040002",433,677,24773
"661301040003",627,166,26299
"661401030000",5081,459,21160
"661401030001",745,310,16255
"661401030002",704,423,16262
"661401030003",577,1757,17379
"661401030005",355,396,18966
"661401030006",1085,180,16231
"661401030007",1563,240,18006
"342900011492",383,741,14764
"342900011498",438,782,12810
"342900860821",523,499,20552
"342900860974",963,555,17837
"342900861077",437,465,13533
"342900861078",643,730,12720
"343000010002",566,941,14932
"343000010010",798,649,13578
"343000010011",966,1031,15422
"343000010017",584,778,14949
"343000010069",1015,632,12509
"343000010070",853,867,13937
"591401060006",708,487,15479
"591502040000",1101,681,24840
"591502040003",595,1103,14630
"591502040004",506,184,19644
"600101060000",1485,1042,16314
"600101060002",305,1015,10318
"600101060004",275,1882,8096
"600101060005",453,314,9647
"600101060006",447,786,12312
"600301040000",727,579,18965
"431701060004",1397,172,9706
"431701060005",664,326,9511
"440102060000",4040,325,20238
"440102060001",431,261,14958
"440102060002",716,227,14166
"440102060003",1446,352,15342
"661402020001",508,324,19650
"661402020002",567,176,23091
"661402020004",355,125,20638
"661500010000",3481,1151,21557
"661500010001",501,1116,12400
"661500010002",494,554,14436
"661500010003",152,851,9783
"661500010004",555,384,14752
"661500010009",1048,285,14843
"661500010010",715,552,15504
"661601030000",2891,267,22594
"661601030001",331,0,15113
"661601030002",354,58,18199
"661601030003",318,0,15643
"661601030004",284,0,14033
"661601030005",909,0,16590
"661601030006",695,58,17182
"661800010000",3263,351,24932
"661800010001",539,374,21447
"661800010002",389,454,20952
"661800010003",533,316,19286
"661800010004",1000,276,18040
"661800010005",802,403,19438
"661901030000",1585,213,22088
"661901030001",348,58,16581
"661901030002",461,93,17698
"661901030004",433,146,14497
"661901030005",343,165,14748
"661904030000",4849,615,18479
"661904030003",669,373,12693
"661904030004",459,472,14826
"661904030005",435,431,13163
"661904030006",457,805,15247
"661904030008",1539,302,12391
"661904030010",1064,737,13927
"661905020000",1420,462,26513
"661905020001",612,525,22003
"661905020002",468,308,14975
"661905020003",340,560,28775
"662001030000",4722,200,28637
"662001030001",395,185,20256
"662001030002",456,185,19131
"662001030003",350,185,20417
"662001030004",381,185,18948
"662001030005",485,185,18479
"662001030010",1530,185,20121
"662001030011",1125,185,18277
"662101060000",2948,320,26382
"662101060001",1089,321,19935
"662101060002",515,455,21382
"662101060003",588,272,20501
"662101060004",756,265,19507
"662200010000",7333,644,26206
"662200010001",648,1166,17715
"662200010002",630,824,18356
"662200010003",653,1229,18809
"662200010005",645,879,16729
"662200010006",642,1250,18925
"662200010011",2238,190,17435
"662200010012",1594,533,23623
"662300010000",26581,1137,17090
"662300010001",865,679,12928
"662300010002",586,1089,13405
"662300010004",374,1472,14122
"662300010005",617,431,12231
"662300010007",499,1195,17658
"662300010008",548,874,13255
"662300010009",354,1514,14398
"662300010013",624,858,11265
"662300010014",548,847,11603
"662300010015",569,89,14956
"662300010016",687,1011,11771
"662300010017",458,1193,13905
"261701060015",591,37,13800
"261701060016",643,0,9984
"261801060000",3362,824,18133
"261801060002",601,541,8346
"261801060003",1050,715,13823
"261801060004",461,714,10840
"261801060005",773,708,13125
"261801060006",467,693,11855
"261901060000",8343,344,16919
"261901060002",527,0,8567
"261901060003",555,0,9152
"261901060004",559,0,9316
"261901060006",521,0,9110
"261901060007",945,0,12236
"261901060009",1350,0,12155
"261901060010",977,0,12383
"261901060011",604,0,8664
"261901060013",521,0,9308
"261901060014",449,0,12097
"261901060015",1321,0,10314
"262001040000",641,684,23834
"262001040003",343,716,16097
"262001040004",298,483,13436
"270100010000",3957,1559,14180
"270100010003",321,1038,8875
"270100010006",502,658,8730
"270100010009",838,760,9991
"270100010010",1162,562,11701
"270100010018",495,1385,9107
"270100010019",459,1263,8314
"270301040000",906,807,19988
"270301040002",283,556,16832
"270301040003",201,226,14206
"270301040004",417,1132,11689
"270601040000",1279,1258,17242
"270601040001",475,1215,9639
"270601040002",373,500,12877
"270601040003",431,736,9559
"270701040000",804,1198,18828
"270701040001",446,1102,12208
"270701040003",358,1318,15671
"271201040000",709,934,22873
"271201040001",424,1192,14845
"271201040004",285,550,16852
"280100010000",3198,656,21427
"280100010001",377,928,13615
"280100010003",383,812,16840
"280100010004",320,929,15883
"280100010005",361,1006,15826
"280100010007",1033,492,14631
"280100010008",724,326,16513
"280201030000",7273,1044,20320
"280201030001",623,371,14791
"280201030002",550,397,15173
"280201030003",429,396,17194
"321100860917",322,716,15483
"321100860948",317,636,17130
"321100860956",621,541,20923
"321100860982",319,608,15659
"321100861076",296,681,14908
"321100861103",234,1223,12859
"321100861115",234,625,15469
"321100861120",105,539,15702
"321100861126",90,8787,22430
"321200010006",533,2516,17085
"321200010044",291,2979,16703
"321200010047",1062,1842,13300
"321200010057",562,1520,15785
"321200010061",291,1703,15553
"331700011751",301,1085,17728
"331700860841",509,599,18348
"331700860879",1287,328,17399
"331700860882",870,712,18566
"331700860950",509,628,18798
"331700861027",499,652,20530
"331700861040",629,1084,18609
"331700861041",630,900,16143
"331700861086",242,1459,22373
"331700861094",337,513,15979
"331800010066",799,773,12643
"331800010068",289,2174,22716
"331800010114",535,1213,16492
"331800010115",900,1354,14374
"142601030003",654,329,15844
"142601030006",503,541,15823
"142601030011",841,177,15099
"142601030013",314,2040,17094
"142601030020",577,216,15839
"142601030023",496,2236,15168
"142601030024",613,201,16952
"142601030025",1210,154,15241
"142601030026",1397,171,14821
"142601860031",2264,1201,13056
"142801060000",6550,395,14989
"142801060003",587,655,9603
"142801060005",817,823,12309
"142801060008",353,633,10804
"161501060014",684,533,15755
"161501060015",519,980,12730
"161501060016",244,478,11469
"161601040000",804,955,17484
"161601040002",341,1574,17176
"161601040003",463,499,10505
"161801040000",266,1019,24312
"161801040001",266,1019,16575
"170301020000",125,1411,24959
"170301020001",125,1411,16993
"170500010000",2732,6341,10984
"170500010004",585,1627,10499
"170500010007",346,1680,10522
"170500010008",615,1294,11902
"170500010009",798,749,11632
"170500010011",325,1841,10603
"170600010000",1646,660,17558
"170600010001",223,295,9964
"170600010004",294,1026,9030
"170600010005",346,462,8559
"170600010006",527,591,12012
"170600010007",250,267,11997
"170801040000",911,698,17010
"170801040001",476,1230,8745
"170801040002",435,51,10134
"170901040000",445,786,20295
"170901040001",249,440,12693
"170901040002",196,742,12917
"171102040000",1753,458,14993
"171102040001",373,598,10341
"171102040002",433,411,11707
"171102040003",404,893,10786
"171102040004",543,76,11119
"180202040000",856,893,16878
"180202040002",372,1814,12098
"180202040003",456,196,13737
"180300010000",2278,2388,16740
"180300010001",511,987,13152
"180300010003",433,1421,9165
"180300010005",668,1101,13139
"180300010006",630,1373,15460
"180701040000",885,1277,19243
"180701040001",379,1207,16308
"180701040004",506,1329,9209
"180901040000",391,744,20891
"180901040001",209,753,14103
"180901040002",182,735,14596
"181001060000",1203,569,15579
"181001060001",648,917,9781
"181001060002",555,162,11678
"181101040000",816,606,18985
"280518030002",314,399,17463
"280518030003",436,446,19943
"280518030006",508,169,17238
"280518030009",939,286,19217
"280521030000",2956,571,25634
"280521030002",519,163,20378
"280521030003",437,123,15426
"280521030004",358,76,15535
"280521030006",961,563,20152
"280521030008",681,139,20718
"280522030000",5703,423,24918
"280522030001",539,342,20431
"280522030002",602,776,18002
"280522030004",458,561,21105
"280522030006",778,427,19056
"280522030008",1284,488,19948
"307500012723",480,295,66224
"307500012754",479,246,43631
"331600010005",213,1760,23534
"331600010021",566,1554,15600
"331600010025",87,3308,34331
"331600010026",257,1819,23843
"331600010028",117,2011,30410
"331600010035",220,1830,18575
"331600010040",343,2057,18447
"331600010057",161,2064,22818
"331600010081",291,2580,21979
"331600010243",246,2041,22464
"331600010262",175,2254,19366
"331600010267",236,1544,20758
"331600010308",251,2201,27230
"331600010309",226,1735,23215
"331600010335",218,1982,25425
"331600010627",313,1356,14790
"331600010628",288,604,14544
"331600010681",175,2066,20677
"331600010898",44,1575,28810
"331600011455",430,2215,21373
"331600011498",602,736,12250
"331600011669",248,1430,18349
"331600011688",107,1291,26457
"331600011765",253,729,14966
"331600860847",631,574,16759
"331600860860",767,540,15664
"331600860918",355,531,16354
"342900010132",368,549,16112
"331800010135",516,1848,15365
"331800010208",359,2616,19367
"331800010211",431,1502,19402
"331800010219",433,2279,19179
"331800010233",440,1422,16252
"331800010235",1222,1013,11787
"331800010244",488,1754,23053
"331800010268",340,1696,16862
"331800010272",448,2574,22998
"331800010276",608,1618,17186
"331800010279",400,1489,15463
"331800010285",748,1155,14349
"331800010366",396,1103,16442
"331800010581",268,1179,18229
"331800010588",174,2554,21411
"331800010763",318,1076,16250
"331800011563",646,1757,14523
"331800011566",189,1982,25224
"331800011567",344,959,13202
"331800011569",297,980,17721
"331800011576",349,885,15996
"331800011578",186,638,18716
"331800011617",237,916,17587
"331800011629",283,2581,16727
"331800011633",465,1504,11652
"331800011635",189,1101,19717
"331800011637",300,1048,14347
"331800011642",264,1169,14988
"331800011673",178,691,24995
"261600010019",377,3572,13608
"261600010020",361,813,10536
"261600010022",626,1300,10418
"261600010023",347,670,11418
"261600010025",349,754,13354
"261600010028",657,889,14135
"261600010029",339,905,21936
"261600010033",1205,785,10757
"261600010034",463,1712,10452
"261600010035",470,1082,9954
"261600010039",553,752,10199
"261600010042",476,865,11202
"261600010043",486,674,11738
"261600010044",263,1556,15235
"261600010045",561,1044,13477
"261600010046",326,965,13425
"261600010050",676,600,10547
"261600010052",334,807,11251
"261600010053",283,839,12177
"261600010054",398,1523,10106
"261600010057",199,721,13871
"261600010058",910,1042,11034
"261600010061",669,174,25436
"261600010066",825,1771,15515
"261600010067",774,429,12815
"261600010068",586,671,12473
"261600010069",268,7,14722
"332300010522",173,985,18214
"332300010599",380,729,14103
"332300010664",99,6829,27840
"332300010668",132,2428,18282
"332300010671",200,1190,18201
"332300011493",240,1761,22474
"332300011643",196,837,16666
"332300011644",652,936,12920
"332300011647",183,1239,23601
"332300011697",199,1870,22330
"332300860912",1097,443,17374
"332300860936",387,478,18325
"332300860939",353,317,13951
"332300860941",1201,678,13699
"332300860942",788,560,13276
"332300860954",1051,539,19702
"332300861007",188,1078,23161
"332300861127",113,5897,19514
"333200010045",630,1442,15357
"333200010075",310,1255,21139
"333200010086",354,1518,18712
"333200010106",398,1795,20585
"333200010116",356,1977,17729
"333200010123",579,2686,16624
"333200010145",515,1806,17686
"333200010151",292,2880,19249
"333200010162",319,1420,16280
"333200010274",366,1373,17516
"333200010291",291,1885,21916
"333200010299",234,2184,20508
"333200010347",316,1539,19916
"333200010349",326,1016,20207
"333200010376",522,1276,13604
"333200010377",155,3942,29103
"333200010383",912,846,12906
"333200010384",504,1183,18208
"333200010562",362,873,18226
"333200010564",155,1801,27309
"333200011168",277,970,14431
"333200011403",232,1464,24195
"333200011545",479,1135,15614
"333200011549",324,1760,18869
"333200011552",232,1635,20585
"333200011554",432,867,10460
"333200011556",310,1611,17761
"333200860906",913,598,18792
"333200860987",887,561,19448
"333200861045",533,805,15886
"333200861059",476,674,17177
"333200861096",345,613,14438
"342400010005",1791,589,12648
"342400010007",1382,764,13699
"342400010012",1161,838,13250
"342400010013",1519,707,12853
"342400010014",1575,744,14302
"342400010016",1511,793,13994
"342400010019",1893,752,14819
"342400010028",473,883,18008
"342400010049",1198,167,11518
"342400010058",1021,712,12957
"342400010061",2235,745,14065
"342400010068",596,833,16098
"342400010071",710,849,17511
"342400010073",1978,621,12432
"342400010077",934,882,16979
"342400010081",645,1036,18969
"342400010087",616,364,17633
"342400010088",866,925,16960
"342400010089",1816,861,13028
"342400010091",729,506,16824
"342400010093",1126,779,13801
"342400010102",1290,573,12762
"342400010110",894,756,13605
"342400010113",887,363,12862
"342400010119",1269,538,10176
"342400010125",1506,570,12289
"342400010128",953,213,11549
"342400010143",1364,1092,16521
"342400010153",1137,619,13389
"342400010199",802,836,15053
"342400010211",517,446,13693
"342400010229",1408,753,13592
"342400010239",540,826,16060
"342400010290",589,173,12363
"342400010305",596,938,16604
"401201060004",383,751,12605
"401301040000",761,472,19035
"401301040002",418,563,9804
"401301040003",343,362,14876
"401501060000",1109,820,18969
"401501060002",462,702,13176
"401501060003",630,164,15318
"410401060000",1219,690,18185
"410401060001",285,408,13190
"410401060002",139,841,11309
"410401060003",79,200,16151
"410401060004",357,1135,10601
"410401060005",359,522,12640
"410601040000",2079,880,18716
"410601040002",279,1512,11486
"410601040006",624,314,15088
"410601040007",532,1553,11115
"410601040010",644,597,13669
"411101060000",1302,457,16429
"411101060001",588,156,9394
"411101060004",293,354,10832
"411101060005",421,563,11254
"411501060000",2503,453,17914
"411501060001",560,236,15552
"411501060003",488,114,9276
"411501060004",464,899,11869
"411501060005",386,799,13874
"411501060006",605,366,14058
"411504020000",542,2299,28735
"411504020001",252,0,16932
"411504020003",290,2148,12140
"411603040000",1002,523,17781
"411603040001",402,1305,7453
"411603040003",282,0,18776
"411603040004",282,0,17372
"411701040000",415,841,25299
"411701040001",237,874,14015
"411701040002",178,797,22966
"411800010000",5808,745,16627
"411800010001",324,1538,11247
"411800010008",489,835,13160
"411800010010",799,485,13814
"411800010011",312,0,7967
"411800010013",364,2944,9530
"411800010014",336,273,12808
"411800010015",355,882,13249
"411800010020",1482,513,12760
"411800010023",522,422,11706
"411800010025",639,904,11504
"411902040000",780,590,19600
"411902040001",401,828,13246
"411902040003",343,374,14218
"412000050000",1913,461,15815
"412000050001",457,760,10465
"280206030005",542,49,17630
"280206030006",697,336,18958
"280207020000",1049,298,28670
"280207020002",284,344,20287
"280207020003",273,183,19157
"280207020004",491,336,19496
"280208030000",3362,1093,22252
"280208030002",618,1046,17014
"280208030003",493,1046,16794
"280208030004",791,1046,12869
"280208030005",990,1046,19605
"280208030009",446,1046,18695
"280208860024",662,697,20270
"280209030000",7049,882,21510
"280209030001",581,434,15400
"280209030002",570,435,14375
"280209030003",1081,435,12695
"280209030004",203,1088,23839
"280209030005",590,435,14404
"280209030006",1033,434,16906
"280209030007",2181,455,15498
"280209030009",505,434,13211
"280210030000",4509,371,23959
"280210030001",254,794,16352
"280210030004",297,648,15715
"280210030005",597,656,20314
"280210030007",431,468,18241
"331300011412",425,902,15652
"331300011419",573,1572,12536
"140600010097",724,443,12179
"140600010098",1036,891,9971
"140600010101",493,629,13747
"140600010102",1083,163,9702
"140600010104",479,386,13244
"140600010105",1153,747,10536
"140600010108",105,3056,18603
"140600010110",859,881,12000
"140600010118",773,942,10958
"140600010119",832,990,9742
"140600010122",730,4638,7710
"140600010126",730,1432,10935
"140600010128",379,264,12048
"140600010129",629,965,9520
"140600010130",830,1090,10105
"140600010132",730,680,14411
"140600010133",141,3306,38958
"140600010135",324,351,16779
"140600010140",246,1014,14327
"140600010141",287,982,15722
"140600010197",570,1738,12695
"140600010308",798,744,12012
"140600010309",260,188,17073
"140600010310",176,1841,14786
"140600010311",251,231,13532
"140702030003",611,1652,8951
"140702030004",462,1328,11373
"280215030000",2578,886,26788
"280215030002",501,903,13863
"280215030005",559,898,18326
"280215030007",873,863,23722
"280215030008",560,893,24011
"280216020000",3657,530,19953
"280216020001",404,1189,17288
"280216020002",843,218,13906
"280216020003",729,312,13911
"280216020004",743,689,14621
"280216020006",566,597,15185
"280216020007",359,159,16252
"280217020000",2058,278,15449
"280217020001",505,312,11889
"280217020003",712,311,12181
"280217020004",841,228,12694
"280218030000",3875,253,23823
"280218030001",220,233,14844
"280218030002",249,195,13902
"280218030003",166,303,17401
"280218030004",570,216,14690
"280218030005",577,272,16516
"280218030006",904,235,21216
"280218030007",1189,263,19329
"280219030000",1156,421,28046
"280219030001",287,182,20614
"310300011299",336,964,14901
"310300011307",413,939,14580
"440102060004",947,203,16671
"440102060005",430,780,15806
"440201020000",992,1207,20264
"440201020001",604,225,13324
"440201020002",388,492,14320
"440301060000",3122,285,18685
"440301060001",268,658,13731
"440301060002",242,520,14850
"440301060003",1118,285,13730
"440301060004",521,57,13803
"440301060005",973,246,13583
"440401060000",5170,483,19258
"440401060001",567,533,15512
"440401060004",687,377,15654
"440401060005",1719,377,16011
"440401060006",501,533,15518
"440401060007",544,377,15677
"440401060008",491,533,15498
"440401060009",661,533,15513
"310200011519",521,283,12863
"310200011520",186,1607,24240
"310200011529",467,1130,13774
"310200011531",236,465,14185
"310200011533",424,862,13745
"310200011534",458,87,15495
"310200011542",532,821,12226
"310200011543",425,536,15601
"310600010005",556,1483,19047
"310600010008",495,1410,16595
"310600010018",350,1195,16440
"310600010028",593,1622,19972
"310600010048",477,1834,18293
"310600010052",255,781,23186
"310600010098",413,4179,19943
"310600010103",412,690,15124
"310600010115",445,3390,17361
"310600010128",591,1247,16791
"310600010132",241,2046,31411
"310600010143",247,1621,24636
"310600010152",559,2292,17437
"310600010153",534,942,14697
"310600010173",479,1589,16493
"310600010178",285,1578,23473
"310600010187",774,426,12596
"310600010189",736,2034,17048
"310600010192",392,1918,19825
"310600010209",294,688,15457
"310600010210",414,813,17545
"310600010223",301,630,14589
"310600010278",554,221,12776
"310600010311",406,881,13936
"310600010314",293,445,16550
"310600010319",387,1625,19413
"310600010322",388,1713,20127
"310600010324",339,1511,20730
"310600010328",207,1169,25114
"310600010349",120,1110,20574
"310600010366",592,694,13840
"310600010368",148,761,20090
"310600010513",214,921,22752
"310600010528",230,1085,19769
"310600011211",404,985,16327
"310600011293",611,733,12108
"310600011346",699,609,13132
"310600011348",869,878,13770
"310600011423",174,1130,24918
"310600011462",424,1088,17584
"310600011463",387,1422,17377
"310600011467",482,1348,17512
"310600011468",405,1684,21589
"310600011540",1519,887,11889
"310600011552",508,888,13449
"310600860887",784,1165,16950
"310600860929",844,897,19478
"310600860966",916,1079,17560
"310600861013",1050,863,19216
"310600861073",503,717,14705
"310600861101",301,808,20740
"310600861111",139,2953,17880
"310600861140",167,4477,26463
"320700010001",645,1837,17483
"320700010005",729,1332,16780
"320700010018",564,1816,16965
"320700010025",546,1486,20486
"320700010029",793,1815,15307
"320700010030",544,1950,16636
"320700010031",712,2053,15266
"320700010043",447,1794,18544
"320700010049",643,1476,16983
"320700010065",360,1639,19207
"320700010151",234,1842,18548
"320700010154",333,2254,21167
"320700010157",632,1526,15471
"320700010161",483,2025,20618
"320700010179",312,1777,19057
"320700010223",664,1695,14545
"320700010224",328,3108,18077
"320700010277",476,1502,16600
"320700010296",226,2796,23001
"320700010298",262,2892,20148
"320700010343",310,2231,15487
"320700010359",344,1082,16077
"320700010369",248,2724,22218
"320700010584",250,2992,25863
"320700011221",655,1319,14361
"320700011259",531,824,14440
"320700011334",400,1420,16247
"320700011379",205,945,18783
"320700011381",151,1046,19657
"320700011427",313,1537,16001
"570201040002",437,1047,15530
"570302060000",1499,1548,10727
"342600010266",657,296,15497
"342600010376",170,12,15790
"342600011315",525,335,12375
"342600011415",3622,74,10131
"342600011430",4473,668,10698
"342600011435",1169,744,16014
"342600011495",2870,627,12281
"342600011566",1076,86,12179
"342700010042",644,1208,20493
"342700010043",894,1215,15663
"342700010045",320,1114,20212
"342700010047",242,1040,23007
"342700010051",246,1106,14764
"342700010053",227,1231,27047
"342700010056",362,789,15323
"342700010060",1185,692,12780
"342700010062",903,1560,12710
"342700010063",1214,741,14046
"342700010064",553,939,14015
"342700010065",457,1067,15660
"342700010066",491,910,16417
"342700010090",807,909,14716
"342700010096",313,737,13246
"342700010097",706,902,14433
"342700010100",961,812,13949
"342700010104",628,971,17972
"342700010105",833,1026,16764
"342700010106",208,1313,19954
"342700010108",1410,697,12050
"342700010114",679,317,14627
"342700010123",669,1022,15187
"342700010124",1133,688,11796
"342700010137",1916,641,12204
"342700010146",623,209,16460
"342700010155",550,734,12920
"342700010183",484,2020,20599
"342700010197",525,834,19836
"342700010202",1100,587,12370
"342700010207",682,233,18975
"342700010210",1873,574,12342
"342700010223",569,895,17435
"342700010226",942,836,13046
"342700010232",954,175,13295
"342700010253",568,877,16011
"342700010254",601,1332,14184
"342700010273",313,738,17151
"342700010282",265,656,12682
"342700010297",377,517,13858
"342700010306",393,667,14887
"342700010314",389,429,13155
"342700010316",399,1718,14680
"342700010317",517,599,15596
"342700010318",245,716,15495
"591201040002",528,1303,13726
"591201040003",472,150,17407
"591301040000",241,690,29996
"332200011611",408,1116,16552
"332200011630",210,712,17069
"332200860955",720,585,18779
"332200860978",621,627,17311
"332200861050",553,424,22519
"332200861051",239,897,19486
"332200861053",397,646,16539
"332200861076",553,1209,15154
"332300010041",400,1434,18988
"332300010137",286,1126,20814
"332300010150",191,2217,22434
"332300010155",443,1907,15581
"332300010156",644,1193,16373
"332300010165",279,1661,27522
"332300010178",342,1078,18238
"332300010184",517,1370,19484
"332300010284",275,1851,25985
"332300010298",278,1302,22702
"332300010323",611,900,13879
"332300010327",284,3201,23332
"332300010363",279,1130,16133
"332300010392",311,1333,13759
"332300010401",314,1509,19905
"332300010446",379,1084,18217
"332300010514",159,2080,19905
"332300010518",195,1803,21523
"342500010032",996,707,12321
"342500010079",1085,225,11256
"342500010107",929,1010,16665
"660402020003",423,118,22154
"660402020004",517,125,18342
"660403030000",1492,424,27755
"660403030001",672,0,20355
"660403030002",468,0,20807
"660403030003",352,0,23376
"660404030000",1655,330,27339
"660404030001",629,442,18331
"660404030002",524,0,19039
"660404030003",502,0,22617
"660405030000",2276,220,25587
"660405030001",693,224,22247
"660405030002",722,176,19866
"660405030003",861,255,17435
"660406030000",2034,240,25929
"660406030001",555,290,17603
"660406030002",513,178,17841
"660406030003",966,243,21528
"660407060000",1779,1750,31343
"660407060001",265,665,23735
"660407060003",402,652,22514
"660407060004",733,647,24666
"660407060006",128,3623,9336
"660407060009",251,589,24950
"660409020000",1030,551,26770
"660409020001",215,222,11929
"660409020002",357,977,21905
"510501040001",357,582,22917
"140702030005",490,613,12672
"140702030006",677,547,11849
"140703020000",1289,1237,17487
"140703020002",614,912,10808
"140703020003",395,453,14892
"140703020004",276,861,15384
"140707030000",1852,511,15947
"140707030003",556,386,14151
"140707030004",392,51,13736
"140707030005",851,836,10430
"140709030000",1330,750,18675
"140709030001",342,444,12143
"140709030002",281,631,13085
"140709030003",296,533,17899
"140709030004",411,685,14061
"140801060000",4399,351,14350
"140801060002",479,485,10868
"140801060003",471,255,10041
"140801060005",475,252,12715
"140801060006",1467,258,12314
"140801060007",376,495,11593
"140801060008",1042,489,11851
"141101060000",1738,425,17985
"141101060001",558,90,15151
"141101060002",166,41,14736
"141101060003",555,442,12550
"141101060004",399,675,13569
"141201060000",1368,461,4473
"141201060001",749,278,0
"141201060002",330,150,9310
"141201060005",289,469,10540
"141301060000",2198,339,19172
"141301060002",177,194,11099
"141301060003",228,300,13467
"141301060004",237,575,15583
"141301060005",516,194,16081
"141301060006",751,202,14848
"141301060007",289,505,14590
"141401060000",2268,719,19906
"141401060001",339,230,12541
"141401060003",726,371,17922
"141401060004",346,959,13828
"141401060008",288,637,13703
"141401060009",517,795,16053
"141501060000",2869,447,17201
"141501060001",424,257,12703
"141501060003",394,1355,12251
"141501060004",974,272,14232
"141501060005",657,324,14188
"141501060006",413,390,11109
"141601060000",3490,346,16431
"141601060001",322,604,14839
"141601060002",229,226,16149
"141601060003",395,275,11443
"141601060004",613,271,14160
"141601060006",772,775,14270
"141601060007",1159,0,12734
"141604060000",4802,397,13881
"141604060003",527,750,10196
"141604060004",465,1278,11225
"141604060005",595,230,10695
"141604060006",638,295,8722
"141604060007",1126,385,10534
"141604060008",1387,114,12409
"141701040000",900,523,17096
"141701040001",268,442,14421
"141701040002",343,665,11178
"141701040004",289,429,10497
"141800010000",1996,2356,17414
"141800010005",401,2214,14584
"141800010008",572,2061,14144
"141800010010",402,3384,16237
"141800010011",568,2246,14612
"141800860044",952,1354,13100
"141901060000",5773,366,14490
"141901060001",431,397,10173
"141901060004",389,336,10443
"141901060005",355,190,12966
"141901060006",535,120,9226
"141901060007",832,624,12325
"141901060008",1838,377,12522
"141901060010",1249,376,10703
"142101040000",1388,539,17445
"142101040001",571,753,12474
"142101040002",442,145,15073
"142101040003",342,741,12818
"142201040000",597,586,20005
"142201040001",274,205,18513
"142201040002",323,816,11361
"142301060000",4759,378,17959
"142301060001",582,761,10909
"142301060002",1142,285,12447
"142301060003",501,417,10842
"142301060005",342,416,10846
"142301060006",1490,286,12828
"142301060007",602,418,10848
"142500010000",1791,840,14874
"142500010003",270,1010,9870
"142500010005",250,877,12126
"142500010007",321,1213,11135
"142500010009",910,666,11739
"142601030000",6852,446,19041
"280522030009",1879,289,18250
"280523030000",6764,217,13300
