"ENTITY_CD","PUPIL_COUNT_TOT","PER_FEDERAL_EXP","PER_STATE_LOCAL_EXP"
"321100010483",165,1087,13799
"321100010498",652,997,14341
"321100010529",341,919,20967
"321100010532",279,1247,15767
"321100010556",409,1223,15916
"321100010566",474,862,14775
"321100010567",387,2768,15314
"321100011249",297,790,12974
"321100011253",317,2172,14900
"321100011265",361,1020,17077
"321100011270",367,1299,16486
"321100011275",538,1104,15858
"321100011288",609,707,11612
"321100011290",361,1036,14947
"321100011299",502,942,12545
"321100011418",472,1256,15866
"321100011455",2078,1182,12397
"321100011508",459,1702,17156
"321100011509",369,1847,16461
"321100011513",385,1312,13369
"321100011514",362,1123,14636
"321100011542",514,726,12097
"321100011544",388,1481,16898
"321100011545",308,2648,19676
"321100860855",545,742,17928
"321100860859",805,796,15495
"321100860909",325,568,17939
"321200010211",573,1525,16627
"321200010212",185,5391,22347
"321200010214",1107,1239,12954
"321200010217",348,1704,18488
"321200010242",665,920,14626
"321200010273",214,1194,15483
"321200010286",281,1510,19208
"321200010300",602,1928,18333
"321200010314",305,1973,19704
"321200010316",388,1218,13909
"321200010318",255,1525,18252
"321200010341",396,1461,17490
"321200010383",327,1003,14340
"321200010458",252,1176,15466
"321200010463",299,1797,23582
"321200010531",485,1757,17388
"321200010536",420,992,13332
"321200010595",153,467,26503
"321200011248",350,1319,21649
"321200011251",332,1147,15860
"321200011267",588,1336,14614
"321200011271",671,1279,17710
"321200011388",436,1311,15214
"321200011446",177,1142,17125
"321200011478",318,816,12605
"321200011479",270,1232,18149
"321200011480",157,4842,20814
"321200011511",419,1100,15952
"321200011521",426,1078,15702
"321200011550",456,2074,13769
"321200011682",473,1230,16880
"321200011684",458,1489,14492
"321200011691",309,1191,17489
"321200860870",675,845,17960
"321200860898",503,703,16231
"321200860965",797,1028,19834
"321200861010",203,1375,20525
"321200861026",586,749,20867
"321200861107",112,8328,25161
"321200861108",20,0,113164
"331300010003",349,1312,17123
"331300010008",901,350,11832
"331300010009",942,498,12957
"331300010011",900,215,10529
"331300010020",482,1123,13748
"331300010044",122,2556,27507
"331300010046",262,1809,20367
"331300010054",222,1966,20553
"331300010056",262,2324,20297
"331300010067",212,2205,21872
"331300010093",220,1766,19234
"331300010113",350,1668,17163
"331300010133",752,1046,13453
"331300010256",247,2341,16863
"571000010007",492,410,10159
"571000010008",221,337,11926
"571000010012",413,389,12886
"571000010013",231,963,11948
"571000010017",1502,107,13925
"571000010019",30,0,22448
"571000010020",995,291,12816
"571502060000",1022,794,16033
"571502060001",466,448,10930
"571502060002",538,1121,11444
"571800010000",1613,1560,17422
"571800010001",349,450,9733
"571800010002",243,1576,10974
"571800010006",734,448,11189
"571800010007",287,2288,9556
"571901040000",462,644,18468
"571901040004",443,672,12992
"572301040000",369,1148,18450
"572301040001",369,1148,11248
"572702040000",441,1529,21614
"572702040001",209,1477,17052
"572702040002",212,1284,15506
"572901040000",441,838,25322
"572901040002",244,1123,14294
"572901040004",197,485,20964
"573002040000",1317,659,18665
"573002040001",396,521,16063
"573002040002",271,1030,13645
"573002040003",389,642,11968
"573002040004",226,324,9699
"580101030000",1573,602,28233
"331300861039",291,710,17282
"331300861056",513,645,21874
"331300861063",687,755,24395
"331300861066",300,285,18293
"331500010039",414,537,11410
"331500010051",1134,259,11799
"331500010058",1008,438,11489
"331500010088",1454,997,13746
"331500010094",1289,1538,11676
"331500010107",553,222,12057
"331500010118",346,94,11628
"331500010124",312,1790,16366
"331500010130",841,1438,14016
"331500010131",946,1358,14047
"331500010136",513,1182,17173
"331500010146",696,1030,17121
"331500010154",552,324,13691
"331500010169",1412,1707,14739
"331500010172",583,1229,16585
"331500010230",1107,1251,14598
"331500010261",789,455,12944
"331500010295",429,1498,20280
"331500010321",1384,371,11765
"331500010442",301,327,21726
"331500010443",579,104,13013
"331500010447",545,73,18261
"331500010448",687,1294,15972
"331500010516",497,916,13913
"331500010676",124,2539,31120
"332200010152",654,1882,17083
"332200010193",699,1432,16352
"332200010194",557,1483,18227
"342500010120",993,758,12932
"342500010129",1079,801,13720
"342500010130",403,542,17117
"342500010154",661,1010,15425
"342500010163",815,544,12592
"342500010164",680,673,14828
"342500010165",731,697,22953
"342500010169",428,421,16607
"342500010184",521,337,14283
"342500010185",1513,619,11783
"342500010189",774,1017,13241
"342500010193",560,142,14358
"342500010194",1273,126,11597
"342500010200",541,1746,15849
"342500010201",481,1394,16613
"342500010209",560,287,14494
"342500010214",447,989,15408
"342500010219",622,515,25439
"342500010237",1382,792,12231
"342500010242",400,277,16716
"342500010244",454,600,13261
"342500010250",363,819,15332
"342500010294",364,433,14964
"342500010379",154,404,14889
"342500011240",569,557,13989
"342500011241",426,579,12456
"342500011252",589,18,16620
"342500011263",402,1372,14831
"342700010319",376,547,15758
"342700010323",1349,46,10211
"342700010333",398,579,12843
"342700010362",546,642,13356
"342700010377",290,2,16409
"342700011260",333,1968,15886
"342700011261",257,477,16993
"342700011262",961,646,15201
"342700011302",470,556,14639
"342700011308",631,547,11558
"342700011309",621,739,13475
"342700011324",311,894,18094
"342700011334",402,447,12885
"342700011351",302,773,18421
"342700011400",310,1014,23498
"342700011475",1572,1147,17127
"342700011480",2352,824,14485
"342700011650",1068,301,12023
"342700860869",315,545,19394
"342700860990",791,494,18792
"342700861052",190,546,17819
"342700861054",471,584,14337
"342700861090",407,593,12915
"342700861099",309,562,14347
"342700861118",95,2583,40771
"342800010008",386,1068,18937
"342800010040",389,1029,17726
"342800010048",563,831,14848
"342800010050",844,764,12942
"412901040000",620,616,17811
"412901040002",327,890,9608
"412901040003",293,310,13756
"412902060000",3167,423,16121
"412902060002",301,906,14153
"412902060003",351,395,11825
"412902060005",337,843,11765
"412902060006",503,383,14057
"412902060007",255,20,11769
"412902060008",1012,153,11690
"412902060009",408,574,11621
"420101060000",4499,664,15051
"420101060001",378,7,14090
"420101060003",857,175,13542
"420101060005",381,193,13804
"420101060006",337,590,12899
"420101060008",594,648,11087
"420101060009",1546,325,10708
"420101060011",406,449,11653
"420303060000",8826,435,15033
"420303060001",403,778,11843
"420303060002",580,274,10842
"420303060003",586,2,11304
"420303060004",524,324,11110
"420303060007",502,915,11003
"420303060008",532,579,12249
"420303060009",1163,318,10457
"580602040008",1915,1313,14485
"580602040009",841,1231,12716
"580602860032",547,705,15575
"580701020000",213,380,45705
"580701020001",213,380,30851
"580801060000",8635,320,23368
"580801060001",387,129,17268
"580801060004",394,106,18267
"580801060005",533,96,15943
"580801060007",519,97,16584
"580801060008",439,385,18788
"580801060013",538,104,16309
"580801060014",1575,220,17456
"580801060016",552,304,21707
"580801060018",608,363,14419
"580801060019",578,1150,20291
"580801060022",1573,194,18341
"580801060024",939,488,17875
"580805060000",3021,631,24952
"580805060001",428,430,17878
"580805060004",1121,160,18249
"580805060005",359,339,19274
"580805060006",408,777,19305
"580805060007",705,207,19827
"580901020000",142,852,47088
"580901020001",131,924,32974
"580902020000",1828,419,25564
"580902020001",1006,338,16009
"580902020002",378,574,24761
"580902020004",420,339,22858
"580903020000",101,158,60960
"580903020001",101,158,39576
"580905020000",2068,454,15364
"580905020001",694,241,16299
"580905020002",672,848,16838
"580905020004",666,304,13733
"580906030000",1591,481,36902
"580906030001",515,1159,21761
"591401060004",445,865,16603
"591401060005",867,627,18927
"640601020001",475,1130,10644
"640701040000",1114,862,16845
"640701040002",339,777,8645
"640701040003",561,210,13296
"640701040004",214,1376,11173
"342800010054",524,910,15939
"342800010055",510,2366,15894
"342800010072",342,1076,20663
"342800010080",472,657,17897
"342800010082",650,876,14292
"342800010086",861,814,14334
"342800010099",784,962,15618
"342800010101",669,119,12705
"342800010117",973,736,13756
"342800010121",884,765,12145
"343000010076",442,1276,25941
"343000010078",739,212,10797
"343000010084",289,728,16226
"343000010085",637,786,13562
"343000010092",900,1810,15215
"343000010111",334,1856,25183
"343000010112",455,812,16053
"343000010122",1362,142,10620
"343000010126",688,749,13462
"343000010127",1264,746,13477
"343000010141",1182,476,11057
"343000010145",1713,1153,12797
"343000010148",803,1373,16838
"343000010149",971,831,14210
"343000010150",1033,475,12653
"343000010151",362,1520,22455
"343000010152",1017,825,14024
"343000010166",998,580,12507
"343000010171",466,1042,16162
"343000010204",460,867,15492
"343000010212",796,744,13701
"343000010222",281,778,14992
"343000010228",306,899,18919
"343000010230",1258,904,12417
"343000010234",485,966,17006
"343000010235",109,772,20532
"343000010280",624,757,13250
"343000010291",428,269,15062
"343000010300",512,107,10137
"343000010329",457,654,14137
"343000010361",345,434,14049
"343000010384",35,875,32659
"343000011227",1588,734,11961
"343000011258",534,510,13315
"343000011286",580,525,11460
"343000011301",563,302,12514
"343000011445",2343,956,12504
"343000011450",2268,829,15990
"343000011501",858,170,13194
"343000011502",1004,689,13804
"343000011555",823,768,14290
"343000011575",1004,115,9869
"343000011580",536,28,11540
"343000860822",558,828,20395
"343000860836",734,365,16750
"343000860932",684,608,17438
"343000860952",827,472,18293
"343000860998",411,328,19022
"353100010001",445,443,19015
"353100010002",1059,833,13523
"353100010003",742,667,17670
"353100010004",676,361,28287
"353100010005",313,736,18389
"353100010006",532,798,25540
"353100010007",1165,344,13963
"353100010008",594,501,15040
"353100010009",327,233,21665
"353100010010",183,1763,21852
"353100010011",306,1448,17568
"353100010013",864,1248,15652
"353100010016",484,1704,20954
"353100010018",487,1506,20066
"353100010019",542,1068,18051
"353100010020",448,1476,20026
"353100010021",346,1651,21876
"353100010022",930,1454,17193
"353100010023",544,505,18744
"353100010024",1314,693,17910
"353100010026",295,188,16222
"353100010027",1043,1140,14117
"353100010028",274,996,17710
"353100010029",603,605,15317
"353100010030",824,552,16586
"353100010031",378,1855,23153
"353100010032",677,402,15645
"353100010034",1063,393,15874
"353100010035",410,522,14364
"353100010036",870,520,17214
"353100010038",362,1021,18236
"353100010039",513,936,16167
"353100010041",697,966,14689
"353100010042",1055,468,15879
"353100010044",773,2134,19070
"353100010045",862,1036,14251
"353100010046",247,2729,21985
"353100010048",1001,525,13861
"353100010049",540,2231,19559
"353100010050",725,375,15829
"353100010051",1335,1022,16288
"353100010052",583,979,17249
"353100010053",841,413,16430
"353100010054",787,456,16495
"441000010018",1426,582,11622
"441101040000",3666,383,18667
"441101040001",1229,102,15617
"441101040002",440,339,14547
"441101040003",872,144,15375
"441101040004",558,803,13420
"441101040005",463,417,14589
"441201060000",6725,684,21215
"441201060001",884,623,15967
"441201060002",554,598,15600
"441201060003",498,828,15427
"441201060005",514,957,16185
"441201060006",2328,498,15524
"441201060009",1660,647,15489
"441201060011",287,739,15677
"441202020000",618,4325,23399
"441202020001",161,16601,65702
"441301060000",4283,379,20356
"441301060001",307,1088,14099
"441301060002",530,148,14853
"441301060003",445,1320,12957
"441301060004",1371,208,17471
"441301060006",992,213,17529
"441301060007",491,262,16125
"441600010000",11382,757,20255
"441600010001",464,975,14584
"441600010003",913,346,16097
"441600010004",661,768,13918
"441600010005",671,879,14281
"441600010006",793,812,14778
"450607040002",318,641,13332
"450607040003",392,756,9676
"450704040000",977,473,19613
"450704040001",432,792,16110
"450704040005",540,223,11453
"450801060000",1485,1586,25340
"450801060002",452,1149,13443
"450801060003",445,1171,11833
"450801060004",588,233,12710
"451001040000",629,905,18294
"451001040001",327,1345,10523
"451001040002",302,429,15876
"460102040000",1173,608,20902
"460102040006",564,325,15443
"460102040007",609,871,15311
"460500010000",3460,831,17162
"460500010001",487,933,12498
"460500010005",1002,981,15119
"460500010006",522,901,15169
"460500010007",492,872,12826
"460500010008",456,662,11256
"460500010011",358,658,10851
"460701040000",1324,673,18255
"460701040001",390,595,13706
"460701040002",425,238,13070
"460701040003",509,1096,10884
"460801060000",3781,838,15919
"460801060001",414,1047,8438
"460801060002",442,438,9948
"460801060005",1161,476,11802
"460801060006",501,799,8584
"460801060007",404,729,10578
"460801060008",859,556,11253
"460901060000",2008,1663,20538
"460901060001",365,1135,14703
"460901060002",211,2053,14137
"460901060003",574,182,18277
"460901060004",271,1422,13532
"460901060005",587,567,14850
"461300010000",3857,1340,17868
"461300010002",407,1056,12147
"461300010003",295,1595,13203
"461300010004",423,1259,12401
"461300010005",457,188,12203
"461300010006",430,271,14330
"461300010007",557,513,15444
"461300010008",1142,581,13895
"461801040000",1015,549,18123
"461801040001",319,805,13500
"461801040003",463,537,10924
"461801040004",233,0,11308
"461901040000",818,684,23131
"461901040001",220,26,18879
"461901040002",435,765,12128
"461901040003",163,29,18045
"462001060000",1771,738,19925
"462001060001",715,769,10081
"462001060004",506,699,15947
"462001060006",533,663,16504
"470202040000",351,823,21286
"353100010055",582,625,17421
"353100010056",574,700,19494
"353100010057",635,2011,18967
"353100010058",688,722,20432
"353100010059",299,967,16678
"353100010060",865,348,16401
"353100010061",959,1143,16599
"353100010062",281,187,16375
"353100010063",445,110,14154
"353100010065",437,1041,16962
"353100010068",236,686,17111
"353100010069",923,571,22731
"353100010072",1444,1042,15442
"353100010074",295,1447,20133
"353100010075",1455,538,17296
"353100010078",789,1729,19894
"353100010861",906,1181,15693
"353100011047",492,139,12670
"353100011064",435,377,16349
"353100011080",1324,610,14395
"353100011440",3021,859,13003
"353100011445",1531,1129,15096
"353100011450",2573,888,11879
"353100011455",3637,360,12614
"353100011460",3371,573,12803
"353100011470",157,827,21298
"353100011600",798,1223,16035
"353100011605",1332,192,10535
"353100860959",755,441,22809
"353100860984",412,1152,20363
"580913080001",265,1105,35966
"580917020000",384,447,29946
"580917020001",384,447,21524
"581002020000",97,745,33528
"581002020001",97,745,23277
"581004020000",59,1530,0
"581004020001",59,1530,0
"581005020000",796,536,31828
"581005020002",347,951,22300
"581005020003",432,223,23832
"581010020000",665,484,22599
"581010020001",332,317,19411
"581010020002",333,624,15922
"581012020000",1155,610,29789
"581012020001",621,466,21562
"581012020002",507,818,23008
"581015080000",15,0,68091
"581015080001",15,0,27417
"590501060000",1407,2360,21924
"590501060002",628,1142,17686
"590501060003",776,1306,13658
"590801040000",515,760,24718
"590801040001",242,694,19610
"590801040002",273,622,15350
"590901060000",1745,1315,22453
"590901060005",692,1642,12579
"590901060006",484,1043,16966
"590901060008",561,857,13682
"591201040000",1002,1515,31623
"670201060002",417,778,11411
"670201060004",368,691,16031
"670401040000",926,517,16361
"670401040001",270,263,13417
"670401040002",388,327,10270
"670401040003",268,803,10753
"671002040000",120,1083,25897
"671002040001",120,1083,14044
"671201060000",840,722,16843
"671201060001",461,990,12614
"671201060002",379,0,11638
"671501040000",875,649,17171
"671501040001",368,1108,11179
"671501040002",476,114,13105
"680601060000",1449,3928,20104
"680601060001",426,892,13974
"680601060002",295,1700,12594
"680601060005",645,3046,10180
"680801040000",672,1605,19090
"680801040001",280,415,17799
"680801040002",375,2422,12819
"651201060003",451,855,18057
"651201060004",221,855,14266
"651402040000",1088,1069,15249
"651402040001",311,608,12299
"651402040002",357,351,13184
"651402040003",420,611,12134
"651501060000",1245,2587,18981
"651501060002",473,3983,10667
"651501060004",392,929,9596
"651501060005",348,613,15618
"651503040000",897,0,18835
"651503040002",440,0,14259
"651503040003",266,0,14235
"651503040004",191,0,11327
"660101030000",2955,396,32041
"660101030001",474,17,18788
"660101030002",406,367,21692
"660101030004",1050,0,24376
"660101030005",694,72,25647
"660101030006",331,0,25128
"660102060000",3903,443,29540
"660102060001",248,386,23052
"660102060002",284,355,23146
"660102060003",513,1314,22181
"660102060004",282,409,23095
"660102060005",889,316,20892
"660102060006",1384,262,22475
"660102060007",303,330,23153
"660202030000",1573,304,23685
"660202030001",565,304,15597
"660202030002",502,304,16993
"660202030003",506,304,18728
"660203060000",2320,616,27676
"660203060002",410,693,20404
"353100861083",117,209,27923
"353100861136",78,7966,26907
"400301060000",1980,505,17873
"400301060002",386,761,14039
"400301060003",422,272,13134
"400301060005",428,379,15525
"400301060006",680,426,14543
"400400010000",4570,1209,15507
"400400010001",333,927,11888
"400400010002",461,1155,12315
"400400010005",434,374,12534
"400400010007",436,1007,10942
"400400010009",704,709,11274
"400400010010",664,500,14953
"400400010011",1385,513,14005
"400601060000",1469,633,19120
"400601060001",54,0,10309
"400601060002",431,836,12429
"400601060006",550,201,13394
"400601060008",417,200,13340
"400701060000",3518,441,17042
"400701060002",391,552,12450
"400701060003",103,0,29593
"400701060004",399,893,12004
"400701060005",487,272,11277
"400701060009",874,22,10423
"400701060010",1264,67,10419
"400701860890",350,841,12881
"412000050004",577,126,12986
"412000050005",300,468,10074
"412000050006",321,0,9198
"412000050007",258,614,14278
"412201060000",1336,1284,17137
"412201060001",317,470,12478
"412201060003",276,1097,10458
"412201060005",288,848,10581
"412201060006",455,118,14407
"412300010000",10510,2737,11420
"412300010003",622,1050,9957
"412300010005",679,1087,9751
"412300010006",761,905,8485
"412300010009",470,956,12385
"412300010011",365,2027,9430
"412300010012",694,1747,7712
"412300010014",580,1083,10492
"412300010016",443,2251,9524
"412300010018",602,2416,9344
"412300010022",722,1191,13191
"412300010023",739,1267,13149
"412300010024",2720,968,10508
"412300010026",592,1876,8242
"412300861058",532,806,11057
"412801040000",899,0,20170
"412801040002",180,0,16902
"412801040003",427,0,11104
"412801040004",260,0,12337
"420303060010",1308,802,11450
"421601060005",327,353,13112
"421800010000",21273,1601,16912
"421800010003",370,1855,16198
"421800010004",428,1826,13514
"421800010006",450,1510,11292
"421800010008",728,1339,13617
"421800010010",688,1773,10643
"421800010011",370,2399,14455
"421800010012",466,1474,13476
"421800010013",565,1242,11035
"421800010015",973,1524,9578
"421800010018",549,2411,13907
"421800010020",382,1904,16242
"421800010021",731,1650,9715
"421800010022",895,1500,12288
"421800010027",438,1464,11650
"421800010028",600,1620,11393
"421800010031",843,1690,11454
"421800010033",1311,1043,10239
"421800010035",708,1502,12083
"421800010039",1363,1083,9630
"421800010040",1784,1041,8522
"421800010041",60,3706,41610
"421800010042",576,2297,11968
"421800010043",631,1634,12104
"421800010047",540,1978,11625
"421800010048",539,1898,12940
"421800010052",766,1776,9972
"421800010058",185,1677,14381
"421800010060",454,1625,13701
"421800010070",476,1510,12538
"421800010071",991,1045,10957
"421800010072",536,1258,9070
"421800860845",675,849,14609
"421800860854",968,932,12305
"421800861124",250,1250,11217
"421800861125",81,10490,8568
"421902040000",800,566,20059
"421902040001",383,591,12708
"421902040002",417,543,11425
"430300050000",3470,519,16090
"430300050001",1511,761,11387
"430300050002",1120,292,14030
"430300050004",799,194,13268
"430501040000",872,246,16361
"430501040001",275,128,13382
"430501040002",210,119,10597
"430501040004",387,362,9729
"430700010000",2248,877,17388
"430700010001",430,767,11930
"430700010002",620,953,11326
"430700010005",466,1073,13916
"430700010006",653,844,12864
"430901060000",1185,679,19028
"640801040003",478,676,11223
"641001040000",422,702,22173
"641001040001",233,494,16083
"641001040002",189,960,16229
"641301060000",2375,501,14091
"641301060001",694,93,11750
"641301060002",551,196,10879
"641301060003",264,473,6757
"641301060004",343,994,10340
"641301060005",523,676,10319
"641401040000",33,1546,43365
"641501040000",549,886,17881
"641501040001",250,886,14352
"641501040002",299,886,11501
"641610040000",868,508,19426
"641610040002",435,987,13310
"641610040003",415,29,14446
"641701060000",718,970,18423
"641701060001",351,1053,12155
"641701060002",367,370,15696
"650101060000",2165,833,18085
"650101060001",319,904,14316
"650101060002",500,829,13130
"650101060003",223,808,12799
"650101060005",457,828,13116
"650101060006",651,831,13153
"650301040000",790,1568,21859
"650301040002",382,1310,13430
"650301040003",220,1471,16811
"650301040004",174,1890,15022
"650501040000",945,2205,21407
"650501040001",515,2023,13630
"650501040002",258,2706,16794
"650501040003",122,2819,15060
"650701040000",708,1393,19835
"650701040001",366,1551,12630
"650701040002",342,1224,16414
"650801060000",2257,573,17854
"650801060001",330,0,9075
"650801060003",719,0,12619
"650801060004",443,0,11472
"650801060005",689,0,11622
"650901060000",1900,472,16430
"650901060001",550,70,12375
"650901060002",388,744,9945
"650901060003",493,479,9569
"650901060004",462,191,10256
"650902040000",941,410,17735
"650902040001",305,710,14118
"650902040002",422,308,10656
"650902040003",214,0,13743
"651201060000",1060,1692,20577
"651201060001",377,855,13044
"611001040001",318,151,10472
"611001040002",303,433,14838
"611001040003",434,856,14558
"620600010000",6468,631,22034
"620600010011",358,1101,14573
"620600010012",415,1835,15507
"620600010013",212,921,20142
"620600010014",340,2929,16498
"620600010015",313,546,18722
"620600010017",391,182,16554
"620600010020",1064,396,15752
"620600010022",1903,210,16150
"620600010024",427,499,14433
"620600010025",872,411,16275
"620803040000",1698,693,21195
"620803040001",760,852,13656
"620803040002",545,224,17046
"620803040003",393,408,15784
"620901060000",1989,590,26365
"620901060001",660,327,21139
"620901060002",327,620,16873
"620901060003",232,1724,17490
"620901060008",286,492,22488
"620901060009",427,503,16947
"621001060000",1895,684,20552
"621001060004",488,248,15853
"621001060005",572,242,15958
"430901060001",325,118,17320
"430901060002",275,632,11934
"430901060003",280,357,12132
"430901060007",305,916,11403
"431101040000",819,875,15420
"431101040001",382,967,8789
"431101040002",280,809,12593
"431101040003",157,771,13914
"431201040000",669,789,21702
"431201040002",301,56,19442
"431201040003",368,1388,11035
"431301060000",1586,605,15474
"431301060001",328,676,12598
"431301060002",235,0,14637
"431301060003",460,286,11090
"431301060004",516,667,10131
"431401040000",568,523,24239
"431401040001",242,615,13777
"431401040002",326,392,17563
"431701060000",4429,298,13052
"431701060001",975,369,10371
"431701060002",695,248,10477
"431701060003",676,488,11098
"440601040000",2908,565,22813
"440601040001",961,414,17627
"440601040003",585,826,14466
"440601040004",702,532,15986
"440601040005",660,589,13417
"440901040000",1023,461,21679
"440901040001",210,1148,11647
"440901040003",506,47,15588
"440901040004",307,657,16122
"441000010000",7575,1113,16784
"441000010006",826,398,13760
"441000010009",2246,518,14273
"441000010010",969,289,11679
"441000010014",814,275,12920
"441000010015",1037,401,13587
"472506040001",348,1707,1536
"480101060000",4036,322,25424
"480101060001",1435,162,19846
"480101060002",610,386,18182
"480101060004",899,169,18677
"480101060005",585,613,20218
"480101060006",499,507,19022
"480101060008",8,8556,15449
"480102060000",4040,597,26422
"480102060001",394,138,19506
"480102060002",453,149,19226
"480102060003",459,234,17616
"480102060005",1460,222,20406
"480102060007",1274,45,19748
"480401040000",814,448,24805
"480401040001",525,305,9940
"480401040002",289,213,19186
"480404020000",219,690,32680
"480404020001",219,690,22030
"480503040000",1634,341,26357
"480503040001",592,341,21368
"480503040002",511,342,18989
"480503040003",531,340,16893
"480601060000",3001,522,26023
"480601060002",663,0,17672
"480601060003",1036,0,18326
"480601060004",587,0,19015
"480601060005",715,0,21152
"490101040000",731,0,22391
"490101040001",305,0,15238
"490101040006",391,0,17901
"490202040000",1167,611,17784
"490202040002",680,123,12317
"490202040003",487,458,10317
"490301060000",4079,355,17116
"490301060001",298,798,12427
"490301060002",330,537,11188
"490301060003",377,336,13042
"490301060005",435,388,11999
"490301060006",402,526,11379
"490301060007",1316,262,12964
"490301060008",921,178,12726
"490501060000",1134,766,16848
"490501060002",602,575,10376
"490501060003",514,203,13999
"490601060000",2379,1239,15814
"490601060002",492,941,12455
"490601060003",679,965,13698
"490601060008",618,2140,10651
"490601060009",542,934,14295
"490804020000",410,619,15668
"490804020002",410,619,11358
"491200010000",1107,1252,15297
"491200010006",668,99,8353
"491200010007",439,0,12234
"491302060000",2648,386,18014
"491302060001",379,491,13342
"491302060002",880,226,15996
"491302060004",335,484,12659
"491302060005",384,496,13156
"491302060006",670,424,14075
"491401040000",934,556,15936
"491401040001",473,203,10704
"491401040002",429,919,12155
"491501040000",891,354,20685
"491501040002",407,294,13456
"491501040003",484,405,11044
"491700010000",4276,1255,17154
"491700010002",285,2154,15983
"491700010014",574,1216,12360
"491700010016",315,258,13779
"491700010018",333,267,14264
"491700010019",1254,265,12337
"491700010020",376,1405,12868
"491700010021",899,2228,10860
"491700860931",634,844,16791
"500101060000",8086,358,22452
"500101060001",286,185,15838
"500101060002",408,271,15526
"500101060006",346,327,18281
"500101060007",367,230,16498
"500101060008",394,316,15889
"500101060010",332,411,14868
"500101060011",1285,382,17866
"500101060014",433,283,15265
"500101060015",435,404,17225
"500101060016",312,298,18111
"500101060019",1376,328,17403
"500101060020",83,1287,42380
"500101060022",647,347,16415
"500101060023",602,395,18166
"500101060024",592,307,17403
"500108030000",2255,311,24942
"500108030001",315,387,17641
"500108030002",427,405,15915
"500108030003",358,342,18836
"500108030004",742,152,19376
"500108030005",371,460,17648
"500201060000",8203,692,20232
"500201060001",638,39,15106
"500201060004",628,881,15514
"500201060008",590,447,15894
"500201060009",2584,121,14409
"500201060010",627,176,14291
"500201060011",778,438,15113
"500201060012",772,672,15529
"500201060013",1278,27,16134
"500301060000",3069,633,24543
"500301060006",582,264,15891
"500301060007",1055,272,19769
"500301060008",699,319,21115
"500301060009",633,309,16217
"580906030002",431,0,22944
"580906030003",645,0,20176
"580909020000",217,267,60954
"580909020001",217,267,44081
"580910080000",15,0,56799
"580910080001",15,0,32122
"580912060000",3345,581,20378
"580912060001",1776,0,11212
"580912060002",454,0,10566
"580912060003",320,0,11617
"580912060004",478,0,10606
"580912060005",264,0,12417
"580913080000",265,1431,49258
"500304030000",3029,513,22045
"500304030002",460,638,16495
"500304030004",441,304,15870
"500304030005",445,667,16350
"500304030006",983,284,18073
"500304030007",634,630,18048
"500308030000",2416,606,22826
"500308030003",317,138,17480
"500308030008",1002,327,17723
"500308030009",573,377,18847
"500308030010",284,455,15349
"500308030011",211,348,16293
"500401060000",4176,338,26253
"500401060001",255,54,29232
"500401060002",442,722,20030
"500401060004",192,888,23049
"500401060009",1456,49,18438
"500401060010",388,132,21112
"500401060011",1012,51,20368
"500401060012",331,47,20316
"500402060000",10625,1778,17229
"500402060001",551,1954,11775
"500402060002",507,1997,12031
"500402060003",480,2566,13016
"500402060004",693,2294,14490
"500402060005",541,1841,13421
"500402060006",373,1554,11784
"500402060010",560,2060,12823
"500402060013",556,1895,17678
"500402060014",1229,993,18446
"500402060015",485,1349,22929
"500402060016",527,1978,13614
"500402060018",1399,919,17173
"500402060019",451,2259,14519
"500402060023",482,1831,14161
"510101040000",1026,963,16360
"510101040001",323,514,9117
"510101040002",399,890,8390
"510101040003",304,524,13570
"510201060000",1314,556,19384
"510201060001",528,944,12107
"510201060003",408,311,25946
"510201060004",378,278,11945
"510401040000",297,744,26265
"510401040001",131,1146,18348
"510401040002",166,426,12667
"510501040000",357,582,22917
"512300010004",294,1062,14646
"512300010009",708,592,15959
"512404040000",560,1051,19258
"512404040001",560,903,11922
"512501040000",404,904,22593
"512501040002",195,348,9547
"512501040004",209,786,18246
"512902060000",1347,478,17164
"512902060002",557,590,8758
"512902060003",399,195,14009
"512902060004",391,346,11389
"513102040000",526,1499,18887
"513102040001",287,1344,10572
"513102040002",239,845,13639
"520101060000",3059,504,17246
"520101060001",442,100,13834
"520101060002",447,222,12626
"520101060004",444,251,13776
"520101060005",679,307,14746
"520101060006",1047,317,14076
"520302060000",9718,282,14826
"520302060001",3219,141,10464
"520302060002",558,134,9781
"520302060003",658,239,10744
"520302060004",514,405,11310
"520302060005",388,243,13579
"520302060006",577,168,8937
"520302060007",461,97,10387
"520302060008",770,214,10677
"520302060009",707,133,11603
"520302060010",572,19,9299
"520302060011",776,164,11000
"520302060013",518,471,10364
"520401040000",1165,821,14475
"520401040007",354,131,14460
"520401040008",266,484,10521
"520401040009",541,285,8917
"520601080000",68,974,31296
"520601080001",68,974,16077
"520701040000",788,448,19827
"520701040001",425,720,11263
"520701040002",363,6,15620
"521200050000",1334,505,16045
"521200050001",625,308,10187
"521200050003",709,253,11935
"521301060000",4196,381,16926
"521301060001",1281,133,14402
"521301060002",335,3,12483
"521301060003",495,485,10931
"521301060005",987,230,13460
"521301060006",550,1318,12779
"521301060008",436,538,14689
"521401040000",3127,425,14447
"521401040002",680,146,12254
"521401040003",297,1031,12006
"521401040007",942,425,11276
