"","ENTITY_CD","ENTITY_NAME","YEAR","ATTENDANCE_RATE"
"1494","280221030000","ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT",2019,95
"1495","280221030001","SOUTH SIDE HIGH SCHOOL",2019,95
"1496","280221030002","SOUTH SIDE MIDDLE SCHOOL",2019,95
"1497","280221030003","WATSON SCHOOL",2019,96
"1498","280221030004","RIVERSIDE SCHOOL",2019,96
"1499","280221030005","HEWITT SCHOOL",2019,96
"1500","280221030006","WILLIAM S COVERT SCHOOL",2019,95
"1501","280221030008","WILSON SCHOOL",2019,96
"1502","280222020000","FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT",2019,96
"1503","280222020001","FLORAL PARK-BELLEROSE SCHOOL",2019,96
"1504","280222020002","JOHN LEWIS CHILDS SCHOOL",2019,96
"1505","280223030000","WANTAGH UNION FREE SCHOOL DISTRICT",2019,96
"1506","280223030001","FOREST LAKE SCHOOL",2019,96
"1507","280223030002","MANDALAY SCHOOL",2019,96
"1508","280223030004","WANTAGH SCHOOL",2019,96
"1509","280223030005","WANTAGH SENIOR HIGH SCHOOL",2019,96
"1510","280223030006","WANTAGH MIDDLE SCHOOL",2019,96
"1511","280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT",2019,96
"1512","280224020001","BROOKLYN AVENUE SCHOOL",2019,96
"1513","280224020003","ROBERT W CARBONARO SCHOOL",2019,96
"1514","280224020004","WILLIAM L BUCK SCHOOL",2019,96
"1515","280225020000","MERRICK UNION FREE SCHOOL DISTRICT",2019,96
"1516","280225020001","BIRCH SCHOOL",2019,96
"1517","280225020002","NORMAN J LEVY LAKESIDE SCHOOL",2019,96
"1518","280225020003","CHATTERTON SCHOOL",2019,96
"1519","280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT",2019,96
"1520","280226030002","ISLAND TREES MIDDLE SCHOOL",2019,96
"1521","280226030003","MICHAEL F STOKES SCHOOL",2019,99
"1522","280226030004","J FRED SPARKE SCHOOL",2019,99
"1523","280226030006","ISLAND TREES HIGH SCHOOL",2019,94
"1524","280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT",2019,95
"1525","280227030002","CORNWELL AVENUE SCHOOL",2019,94
"1526","280227030003","CHESTNUT STREET SCHOOL",2019,93
"1527","280227030004","WEST HEMPSTEAD MIDDLE SCHOOL",2019,95
"1528","280227030005","WEST HEMPSTEAD HIGH SCHOOL",2019,94
"1529","280227030006","GEORGE WASHINGTON SCHOOL",2019,95
"1530","280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT",2019,96
"1531","280229020001","CAMP AVENUE SCHOOL",2019,96
"1532","280229020002","HAROLD D FAYETTE SCHOOL",2019,96
"1533","280229020003","OLD MILL ROAD SCHOOL",2019,96
"1534","280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT",2019,95
"1535","280230020001","CLEARSTREAM AVENUE SCHOOL",2019,96
"1536","280230020002","FOREST ROAD SCHOOL",2019,95
"1537","280230020003","SHAW AVENUE SCHOOL",2019,95
"1538","280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT",2019,96
"1539","280231020001","ISLAND PARK LINCOLN ORENS MIDDLE SCHOOL",2019,96
"1540","280231020003","FRANCIS X HEGARTY ELEMENTARY SCHOOL",2019,96
"1541","280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT",2019,96
"1542","280251070001","VALLEY STREAM MEMORIAL JUNIOR HIGH SCHOOL",2019,96
"1543","280251070002","VALLEY STREAM NORTH HIGH SCHOOL",2019,96
"1544","280251070003","VALLEY STREAM SOUTH HIGH SCHOOL",2019,96
"1545","280251070004","VALLEY STREAM CENTRAL HIGH SCHOOL",2019,96
"1546","280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT",2019,97
"1547","280252070002","ELMONT MEMORIAL HIGH SCHOOL",2019,97
"1548","280252070003","FLORAL PARK MEMORIAL HIGH SCHOOL",2019,96
"1549","280252070004","H FRANK CAREY HIGH SCHOOL",2019,96
"1550","280252070005","NEW HYDE PARK MEMORIAL HIGH SCHOOL",2019,97
"1551","280252070006","SEWANHAKA HIGH SCHOOL",2019,97
"1552","280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT",2019,95
"1553","280253070002","GRAND AVENUE MIDDLE SCHOOL",2019,96
"1554","280253070004","MERRICK AVENUE MIDDLE SCHOOL",2019,96
"1555","280253070005","SANFORD H CALHOUN HIGH SCHOOL",2019,95
"1556","280253070006","WELLINGTON C MEPHAM HIGH SCHOOL",2019,95
"1557","280253070007","JOHN F KENNEDY HIGH SCHOOL",2019,95
"1558","280300010000","LONG BEACH CITY SCHOOL DISTRICT",2019,94
"1559","280300010002","EAST ELEMENTARY SCHOOL",2019,94
"1560","280300010003","LIDO ELEMENTARY SCHOOL",2019,95
"1561","280300010004","WEST ELEMENTARY SCHOOL",2019,94
"1562","280300010005","LINDELL BOULEVARD SCHOOL",2019,94
"1563","280300010006","LONG BEACH MIDDLE SCHOOL",2019,95
"1564","280300010008","LONG BEACH SENIOR HIGH SCHOOL",2019,93
"1565","280401030000","WESTBURY UNION FREE SCHOOL DISTRICT",2019,95
"1566","280401030001","PARK AVENUE SCHOOL",2019,94
"1567","280401030002","DREXEL AVENUE SCHOOL",2019,94
"1568","280401030003","DRYDEN STREET SCHOOL",2019,91
"1569","280401030005","POWELLS LANE SCHOOL",2019,93
"1570","280401030006","WESTBURY MIDDLE SCHOOL",2019,95
"1571","280401030007","WESTBURY HIGH SCHOOL",2019,96
"1572","280402030000","EAST WILLISTON UNION FREE SCHOOL DISTRICT",2019,96
"1573","280402030001","NORTH SIDE SCHOOL",2019,96
"1574","280402030002","WILLETS ROAD SCHOOL",2019,96
"1575","280402030003","WHEATLEY SCHOOL",2019,95
"1576","280403030000","ROSLYN UNION FREE SCHOOL DISTRICT",2019,96
"1577","280403030004","EAST HILLS ELEMENTARY SCHOOL",2019,95
"1578","280403030006","ROSLYN HEIGHTS ELEMENTARY SCHOOL",2019,94
"1579","280403030007","HARBOR HILL SCHOOL",2019,95
"1580","280403030008","ROSLYN HIGH SCHOOL",2019,96
"1581","280403030009","ROSLYN MIDDLE SCHOOL",2019,100
"1582","280404030000","PORT WASHINGTON UNION FREE SCHOOL DISTRICT",2019,95
"1583","280404030002","GUGGENHEIM ELEMENTARY SCHOOL",2019,96
"1584","280404030004","MANORHAVEN ELEMENTARY SCHOOL",2019,95
"1585","280404030005","JOHN J DALY ELEMENTARY SCHOOL",2019,95
"1586","280404030006","SOUTH SALEM ELEMENTARY SCHOOL",2019,96
"1587","280404030007","JOHN PHILIP SOUSA ELEMENTARY SCHOOL",2019,96
"1588","280404030008","CARRIE PALMER WEBER MIDDLE SCHOOL",2019,96
"1589","280404030009","PAUL D SCHREIBER SENIOR HIGH SCHOOL",2019,94
"1590","280405020000","NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT",2019,96
"1591","280405020001","GARDEN CITY PARK SCHOOL",2019,95
"1592","280405020002","NEW HYDE PARK ROAD SCHOOL",2019,96
"1593","280405020003","HILLSIDE GRADE SCHOOL",2019,96
"1594","280405020004","MANOR OAKS WILLIAM BOWIE SCHOOL",2019,97
"1595","280406030000","MANHASSET UNION FREE SCHOOL DISTRICT",2019,96
"1596","280406030002","MANHASSET SECONDARY SCHOOL",2019,96
"1597","280406030003","MUNSEY PARK ELEMENTARY SCHOOL",2019,96
"1598","280406030004","SHELTER ROCK ELEMENTARY SCHOOL",2019,96
"1599","280406030005","MANHASSET MIDDLE SCHOOL",2019,97
"1600","280407030000","GREAT NECK UNION FREE SCHOOL DISTRICT",2019,97
"1601","280407030006","E M BAKER SCHOOL",2019,96
"1602","280407030007","JOHN F KENNEDY SCHOOL",2019,96
"1603","280407030008","LAKEVILLE ELEMENTARY SCHOOL",2019,97
"1604","280407030009","EARLY CHILDHOOD CENTER",2019,100
"1605","280407030010","SADDLE ROCK SCHOOL",2019,96
"1606","280407030012","GREAT NECK NORTH MIDDLE SCHOOL",2019,97
"1607","280407030013","GREAT NECK SOUTH MIDDLE SCHOOL",2019,97
"1608","280407030014","GREAT NECK SOUTH HIGH SCHOOL",2019,96
"1609","280407030015","GREAT NECK NORTH HIGH SCHOOL",2019,97
"1610","280407030016","VILLAGE SCHOOL",2019,89
"1611","280409030000","HERRICKS UNION FREE SCHOOL DISTRICT",2019,97
"1612","280409030001","CENTER STREET SCHOOL",2019,97
"1613","280409030002","DENTON AVENUE SCHOOL",2019,97
"1614","280409030004","SEARINGTOWN SCHOOL",2019,97
"1615","280409030007","HERRICKS MIDDLE SCHOOL",2019,97
"1616","280409030008","HERRICKS HIGH SCHOOL",2019,98
"1617","280410030000","MINEOLA UNION FREE SCHOOL DISTRICT",2019,96
"1618","280410030002","HAMPTON STREET SCHOOL",2019,94
"1619","280410030003","JACKSON AVENUE SCHOOL",2019,96
"1620","280410030004","MEADOW DRIVE SCHOOL",2019,95
"1621","280410030006","MINEOLA HIGH SCHOOL",2019,96
"1622","280410030007","MINEOLA MIDDLE SCHOOL",2019,96
"1623","280411030000","CARLE PLACE UNION FREE SCHOOL DISTRICT",2019,96
"1624","280411030001","CHERRY LANE SCHOOL",2019,96
"1625","280411030002","RUSHMORE AVENUE SCHOOL",2019,96
"1626","280411030003","CARLE PLACE MIDDLE SENIOR HIGH SCHOOL",2019,96
"1627","280501060000","NORTH SHORE CENTRAL SCHOOL DISTRICT",2019,95
"1628","280501060001","GLEN HEAD ELEMENTARY SCHOOL",2019,96
"1629","280501060002","GLENWOOD LANDING ELEMENTARY SCHOOL",2019,96
"1630","280501060003","SEA CLIFF ELEMENTARY SCHOOL",2019,95
"1631","280501060004","NORTH SHORE SENIOR HIGH SCHOOL",2019,94
"1632","280501060005","NORTH SHORE MIDDLE SCHOOL",2019,96
"1633","280502060000","SYOSSET CENTRAL SCHOOL DISTRICT",2019,97
"1634","280502060001","WALT WHITMAN ELEMENTARY SCHOOL",2019,96
"1635","280502060002","WILLITS ELEMENTARY SCHOOL",2019,96
"1636","280502060003","BERRY HILL ELEMENTARY SCHOOL",2019,96
"1637","280502060004","BAYLIS ELEMENTARY SCHOOL",2019,96
"1638","280502060006","ROBBINS LANE ELEMENTARY SCHOOL",2019,97
"1639","280502060007","SOUTH GROVE ELEMENTARY SCHOOL",2019,96
"1640","280502060010","VILLAGE ELEMENTARY SCHOOL",2019,97
"1641","280502060011","H B THOMPSON MIDDLE SCHOOL",2019,97
"1642","280502060012","SOUTH WOODS MIDDLE SCHOOL",2019,97
"1643","280502060014","SYOSSET SENIOR HIGH SCHOOL",2019,97
"1644","280503060000","LOCUST VALLEY CENTRAL SCHOOL DISTRICT",2019,95
"1645","280503060001","BAYVILLE ELEMENTARY SCHOOL",2019,96
"1646","280503060002","LOCUST VALLEY MIDDLE SCHOOL",2019,95
"1647","280503060003","LOCUST VALLEY HIGH SCHOOL",2019,94
"1648","280503060004","LOCUST VALLEY ELEMENTARY SCHOOL",2019,96
"1649","280503060005","BAYVILLE INTERMEDIATE SCHOOL",2019,95
"1650","280503060006","LOCUST VALLEY INTERMEDIATE SCHOOL",2019,95
"1651","280504060000","PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT",2019,97
"1652","280504060001","PASADENA ELEMENTARY SCHOOL",2019,96
"1653","280504060004","PARKWAY SCHOOL",2019,97
"1654","280504060006","H B MATTLIN MIDDLE SCHOOL",2019,97
"1655","280504060010","PLAINVIEW-OLD BETHPAGE/JFK HIGH SCHOOL",2019,97
"1656","280504060012","OLD BETHPAGE SCHOOL",2019,97
"1657","280504060014","PLAINVIEW-OLD BETHPAGE MIDDLE SCHOOL",2019,97
"1658","280504060015","STRATFORD ROAD SCHOOL",2019,96
"1659","280506060000","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT",2019,95
"1660","280506060002","OYSTER BAY HIGH SCHOOL",2019,95
"1661","280506060003","THEODORE ROOSEVELT SCHOOL",2019,95
"1662","280506060005","VERNON SCHOOL",2019,95
"1663","280515030000","JERICHO UNION FREE SCHOOL DISTRICT",2019,96
"1664","280515030001","CANTIAGUE ELEMENTARY SCHOOL",2019,96
"1665","280515030002","GEORGE A JACKSON SCHOOL",2019,96
"1666","280515030003","ROBERT SEAMAN ELEMENTARY SCHOOL",2019,95
"1667","280515030005","JERICHO SENIOR HIGH SCHOOL",2019,96
"1668","280515030006","JERICHO MIDDLE SCHOOL",2019,97
"1669","280517030000","HICKSVILLE UNION FREE SCHOOL DISTRICT",2019,95
"1670","280517030001","BURNS AVENUE SCHOOL",2019,95
"1671","280517030002","DUTCH LANE SCHOOL",2019,95
"1672","280517030004","FORK LANE SCHOOL",2019,95
"1673","280517030005","LEE AVENUE SCHOOL",2019,95
"1674","280517030006","OLD COUNTRY ROAD SCHOOL",2019,95
"1675","280517030008","WOODLAND AVENUE SCHOOL",2019,95
"1676","280517030010","HICKSVILLE HIGH SCHOOL",2019,93
"1677","280517030011","HICKSVILLE MIDDLE SCHOOL",2019,96
"1678","280517030013","EAST STREET SCHOOL",2019,95
"1679","280518030000","PLAINEDGE UNION FREE SCHOOL DISTRICT",2019,95
"1680","280518030001","PLAINEDGE MIDDLE SCHOOL",2019,96
"1681","280518030002","EASTPLAIN SCHOOL",2019,96
"1682","280518030003","JOHN H WEST SCHOOL",2019,96
"1683","280518030006","CHARLES E SCHWARTING SCHOOL",2019,96
"1684","280518030009","PLAINEDGE SENIOR HIGH SCHOOL",2019,94
"1685","280521030000","BETHPAGE UNION FREE SCHOOL DISTRICT",2019,96
"1686","280521030002","CENTRAL BOULEVARD ELEMENTARY SCHOOL",2019,96
"1687","280521030003","CHARLES CAMPAGNE SCHOOL",2019,95
"1688","280521030004","KRAMER LANE ELEMENTARY SCHOOL",2019,96
"1689","280521030006","BETHPAGE SENIOR HIGH SCHOOL",2019,96
"1690","280521030008","JOHN F KENNEDY MIDDLE SCHOOL",2019,97
"1691","280522030000","FARMINGDALE UNION FREE SCHOOL DISTRICT",2019,95
"1692","280522030001","ALBANY AVENUE ELEMENTARY SCHOOL",2019,96
"1693","280522030002","SALTZMAN EAST MEMORIAL ELEMENTARY SCHOOL",2019,94
"1694","280522030004","NORTHSIDE ELEMENTARY SCHOOL",2019,95
"1695","280522030006","WOODWARD PARKWAY ELEMENTARY SCHOOL",2019,95
"1696","280522030008","HOWITT SCHOOL",2019,95
"1697","280522030009","FARMINGDALE SENIOR HIGH SCHOOL",2019,94
"1698","280523030000","MASSAPEQUA UNION FREE SCHOOL DISTRICT",2019,95
"1699","280523030001","BIRCH LANE ELEMENTARY SCHOOL",2019,96
"1700","280523030003","EAST LAKE ELEMENTARY SCHOOL",2019,96
"1701","280523030004","FAIRFIELD ELEMENTARY SCHOOL",2019,96
"1702","280523030006","LOCKHART ELEMENTARY SCHOOL",2019,96
"1703","280523030007","UNQUA ELEMENTARY SCHOOL",2019,95
"1704","280523030010","BERNER MIDDLE SCHOOL",2019,96
"1705","280523030011","MASSAPEQUA HIGH SCHOOL",2019,94
"1706","280523030012","MCKENNA ELEMENTARY SCHOOL",2019,96
"1707","280523030014","MHS AMES CAMPUS",2019,95
"1708","300000010000","NYC CHANCELLOR'S OFFICE",2019,92
"1709","300000010777","BUREAU FOR HUNTER COLL CAMPUS SCHOOL",2019,NA
"1710","307500010000","NYC SPECIAL SCHOOLS - DISTRICT 75",2019,NA
"1711","307500011035","P.S.  35",2019,NA
"1712","307500011079","P.S.  79 HORAN SCHOOL",2019,NA
"1713","307500011094","P.S.  94",2019,NA
"1714","307500011138","P.S. 138",2019,NA
"1715","307500011169","P.S. 169 ROBERT F. KENNEDY SCHOOL",2019,NA
"1716","307500011226","P.S. 226",2019,NA
"1717","307500011401","HOSPITAL SCHOOLS",2019,NA
"1718","307500011721","PS 721M - MANHATTAN  OCCUPATIONAL TRAINING CENTER",2019,NA
"1719","307500011751","MANHATTAN SCHOOL FOR CAREER DEVELOPMENT",2019,NA
"1720","307500011811","PS 811M - MICKEY MANTLE SCHOOL",2019,NA
"1721","307500012010","P.S.  10",2019,NA
"1722","307500012012","P.S.  12 LEWIS AND CLARK SCHOOL",2019,NA
"1723","307500012017","P.S.  17",2019,NA
"1724","307500012168","P.S. 168",2019,NA
"1725","307500012176","P.S. 176",2019,NA
"1726","307500012186","P.S. 186 WALTER J. DAMROSCH SCHOOL",2019,NA
"1727","307500012188","P.S. 188",2019,NA
"1728","307500012352","VIDA BOGART SCHOOL FOR ALL CHILDREN",2019,NA
"1729","307500012469","BRONX SCHOOL FOR CONTINUOUS LEARNING",2019,NA
"1730","307500012596","MS 596",2019,NA
"1731","307500012721","PS 721X - STEVEN MCSWEENEY SCHOOL",2019,NA
"1732","307500012723","SCHOOL 723",2019,NA
"1733","307500012754","JM RAPPORT SCHOOL FOR CAREER DEVELOPMENT",2019,NA
"1734","307500012811","P.S. 811X",2019,NA
"1735","307500013004","PS 4K",2019,NA
"1736","307500013036","P.S.  36",2019,NA
"1737","307500013053","P.S.  53",2019,NA
"1738","307500013077","P.S.  77",2019,NA
"1739","307500013140","P.S. 140",2019,NA
"1740","307500013141","P.S. 141",2019,NA
"1741","307500013231","P.S. 231",2019,NA
"1742","307500013368","P.S. 368",2019,NA
"1743","307500013369","P.S. 369 COY L. COX SCHOOL",2019,NA
"1744","307500013370","P.S. 370",2019,NA
"1745","307500013371","P.S. 371 LILLIAN L. RASHKIS SCHOOL",2019,NA
"1746","307500013372","P.S. 372 CHILDREN'S SCHOOL (THE)",2019,NA
"1747","307500013373","P.S. 373K - BROOKLYN TRANSITION CENTER",2019,NA
"1748","307500013396","P.S. 396",2019,NA
"1749","307500013721","PS 721K - BROOKLYN",2019,NA
"1750","307500013753","P.S. 753 SCHOOL FOR CAREER DEVELOPMENT",2019,NA
"1751","307500013771","P.S. 771",2019,NA
"1752","307500013811","PS 811K - CONNIE LEKAS SCHOOL",2019,NA
"1753","307500014004","PS 4Q",2019,NA
"1754","307500014009","WALTER REED SCHOOL",2019,NA
"1755","307500014023","P.S.  23 AT HILLSIDE PSYCH HOSPITAL",2019,NA
"1756","307500014075","ROBERT E. PEARY SCHOOL",2019,NA
"1757","307500014177","P.S. 177",2019,NA
"1758","307500014224","P.S. 224",2019,NA
"1759","307500014233","P.S. 233",2019,NA
"1760","307500014255","P.S. 255",2019,NA
"1761","307500014256","P.S. 256",2019,NA
"1762","307500014277","RIVERVIEW SCHOOL (THE)",2019,NA
"1763","307500014721","PS 721Q - QUEENS OCCUPATIONAL TRAINING CENTER",2019,NA
"1764","307500014752","QUEENS SCHOOL FOR CAREER DEVELOPMENT",2019,NA
"1765","307500014811","PS 811Q",2019,NA
"1766","307500014993","P.S. 993",2019,NA
"1767","307500015025","PS/IS 25 SOUTH RICHMOND HS",2019,NA
"1768","307500015037","P.S.  37",2019,NA
"1769","307500015373","PS 373R",2019,NA
"1770","307500015721","PS 721R - STATEN ISLAND OCCUPATIONAL TRAINING CENTER",2019,NA
"1771","310100010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 1",2019,91
"1772","310100010015","PS 15 ROBERTO CLEMENTE",2019,93
"1773","310100010019","PS 19 ASHER LEVY",2019,91
"1774","310100010020","PS 20 ANNA SILVER",2019,93
"1775","310100010034","PS 34 FRANKLIN D ROOSEVELT",2019,89
"1776","310100010063","STAR ACADEMY PS 63 (THE)",2019,91
"1777","310100010064","PS 64 ROBERT SIMON",2019,90
"1778","310100010110","PS 110 FLORENCE NIGHTINGALE",2019,94
"1779","310100010134","PS 134 HENRIETTA SZOLD",2019,90
"1780","310100010140","PS 140 NATHAN STRAUS",2019,89
"1781","310100010142","PS 142 AMALIA CASTRO",2019,91
"1782","310100010184","PS 184 SHUANG WEN",2019,98
"1783","310100010188","PS 188 ISLAND SCHOOL (THE)",2019,89
"1784","310100010315","EAST VILLAGE COMMUNITY SCHOOL (THE)",2019,95
"1785","310100010332","UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL",2019,92
"1786","310100010361","CHILDREN'S WORKSHOP SCHOOL (THE)",2019,93
"1787","310100010363","NEIGHBORHOOD SCHOOL",2019,94
"1788","310100010364","EARTH SCHOOL",2019,94
"1789","310100010378","SCHOOL FOR GLOBAL LEADERS",2019,90
"1790","310100010839","TOMPKINS SQUARE MIDDLE SCHOOL",2019,95
"1791","310100011292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2019,92
"1792","310100011448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2019,91
"1793","310100011450","EAST SIDE COMMUNITY SCHOOL",2019,95
"1794","310100011458","FORSYTHE SATELLITE ACADEMY",2019,58
"1795","310100011509","MARTA VALLE HIGH SCHOOL",2019,80
"1796","310100011515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2019,75
"1797","310100011539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL",2019,96
"1798","310100011650","CASCADES HIGH SCHOOL",2019,58
"1799","310100011696","BARD HIGH SCHOOL EARLY COLLEGE",2019,95
"1800","310100860866","GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK",2019,97
"1801","310100860873","MANHATTAN CHARTER SCHOOL",2019,94
"1802","310100861031","MANHATTAN CHARTER SCHOOL II",2019,91
"1803","310100861055","GREAT OAKS CHARTER SCHOOL",2019,100
"1804","310200010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 2",2019,91
"1805","310200010001","PS 1 ALFRED E SMITH",2019,95
"1806","310200010002","PS 2 MEYER LONDON",2019,97
"1807","310200010003","PS 3 CHARRETTE SCHOOL",2019,94
"1808","310200010006","PS 6 LILLIE D BLAKE",2019,96
"1809","310200010011","PS 11 WILLIAM T HARRIS",2019,95
"1810","310200010033","PS 33 CHELSEA PREP",2019,93
"1811","310200010040","PS 40 AUGUSTUS SAINT-GAUDENS",2019,96
"1812","310200010041","PS 41 GREENWICH VILLAGE",2019,96
"1813","310200010042","PS 42 BENJAMIN ALTMAN",2019,97
"1814","310200010047","AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL",2019,90
"1815","310200010051","PS 51 ELIAS HOWE",2019,92
"1816","310200010059","PS 59 BEEKMAN HILL INTERNATIONAL",2019,96
"1817","310200010077","PS 77 LOWER LAB SCHOOL",2019,97
"1818","310200010089","PS 89",2019,96
"1819","310200010104","JHS 104 SIMON BARUCH",2019,97
"1820","310200010111","PS 111 ADOLPH S OCHS",2019,92
"1821","310200010114","EAST SIDE MIDDLE SCHOOL",2019,97
"1822","310200010116","PS 116 MARY LINDLEY MURRAY",2019,95
"1823","310200010124","PS 124 YUNG WING",2019,98
"1824","310200010126","PS 126 JACOB AUGUST RIIS",2019,97
"1825","310200010130","PS 130 HERNANDO DE SOTO",2019,98
"1826","310200010131","MS 131",2019,97
"1827","310200010150","PS 150",2019,96
"1828","310200010151","YORKVILLE COMMUNITY SCHOOL",2019,94
"1829","310200010158","PS 158 BAYLARD TAYLOR",2019,95
"1830","310200010167","JHS 167 ROBERT F WAGNER",2019,96
"1831","310200010177","YORKVILLE EAST MIDDLE SCHOOL",2019,95
"1832","310200010183","PS 183 ROBERT L STEVENSON",2019,96
"1833","310200010198","PS 198 ISADOR E IDA STRAUS",2019,95
"1834","310200010212","PS 212 MIDTOWN WEST",2019,95
"1835","310200010217","PS/IS 217 ROOSEVELT ISLAND",2019,95
"1836","310200010234","PS 234 INDEPENDENCE SCHOOL",2019,96
"1837","310200010255","MS 255 SALK SCHOOL OF SCIENCE",2019,97
"1838","310200010260","MS 260 CLINTON SCHOOL WRITERS & ARTISTS",2019,96
"1839","310200010267","EAST SIDE ELEMENTRAY SCHOOL-PS 267",2019,95
"1840","310200010276","BATTERY PARK CITY SCHOOL",2019,96
"1841","310200010281","RIVER SCHOOL (THE)",2019,95
"1842","310200010289","IS 289",2019,97
"1843","310200010290","PS 290 MANHATTAN NEW SCHOOL",2019,96
"1844","310200010297","MS 297",2019,94
"1845","310200010310","JUDITH S KAYE HIGH SCHOOL",2019,NA
"1846","310200010312","NYC LAB MS FOR COLLABORATIVE STUDIES",2019,98
"1847","310200010340","SIXTH AVENUE ELEMENTARY SCHOOL",2019,95
"1848","310200010343","PECK SLIP SCHOOL (THE)",2019,96
"1849","310200010347","47 AMERICAN SIGN LANGUAGE AND ENGLISH LOWER SCHOOL (THE)",2019,91
"1850","310200010397","SPRUCE STREET SCHOOL",2019,95
"1851","310200010412","NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES",2019,94
"1852","310200010413","SCHOOL OF THE FUTURE HIGH SCHOOL",2019,96
"1853","310200010414","NYC MUSEUM SCHOOL",2019,93
"1854","310200010416","ELEANOR ROOSEVELT HIGH SCHOOL",2019,97
"1855","310200010418","MILLENNIUM HIGH SCHOOL",2019,97
"1856","310200010527","PS 527 EAST SIDE SCHOOL FOR SOCIAL ACTION",2019,96
"1857","310200010896","LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL",2019,97
"1858","310200010933","CITY KNOLL MIDDLE SCHOOL",2019,92
"1859","310200011135","URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT",2019,86
"1860","310200011139","STEPHEN T MATHER BUILDING ARTS AND CRAFTMANSHIP HIGH SCHOOL",2019,85
"1861","310200011225","ELLA BAKER SCHOOL",2019,94
"1862","310200011280","MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING",2019,89
"1863","310200011282","URBAN ASSEMBLY MAKER ACADEMY",2019,89
"1864","310200011288","FOOD AND FINANCE HIGH SCHOOL",2019,88
"1865","310200011294","ESSEX STREET ACADEMY",2019,89
"1866","310200011296","HIGH SCHOOL OF HOSPITALITY MANAGEMENT",2019,84
"1867","310200011298","PACE HIGH SCHOOL",2019,87
"1868","310200011300","URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION",2019,82
