"","ENTITY_CD","ENTITY_NAME","YEAR","ATTENDANCE_RATE"
"2627","331400010297","PS 297 ABRAHAM STOCKTON",2019,90
"2628","331400010318","IS 318 EUGENO MARIA DE HOSTOS",2019,95
"2629","331400010319","PS 319",2019,93
"2630","331400010380","PS 380 JOHN WAYNE ELEMENTARY",2019,93
"2631","331400010414","BROOKLYN ARBOR ELEMENTARY SCHOOL",2019,95
"2632","331400010577","CONSELYEA PREPARATORY SCHOOL",2019,95
"2633","331400010582","MS 582",2019,91
"2634","331400011071","JUAN MOREL CAMPOS SECONDARY SCHOOL",2019,89
"2635","331400011449","BROOKLYN LATIN SCHOOL (THE)",2019,94
"2636","331400011454","GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS",2019,86
"2637","331400011474","PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS",2019,79
"2638","331400011477","SCHOOL FOR LEGAL STUDIES",2019,74
"2639","331400011478","HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2019,86
"2640","331400011488","BROOKLYN PREPARATORY HIGH SCHOOL",2019,85
"2641","331400011558","WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN",2019,93
"2642","331400011561","WILLIAMSBURG PREPARATORY SCHOOL",2019,91
"2643","331400011586","LYONS COMMUNITY SCHOOL",2019,83
"2644","331400011610","AUTOMOTIVE HIGH SCHOOL",2019,84
"2645","331400011614","YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN",2019,89
"2646","331400011685","EL PUENTE ACADEMY FOR PEACE AND JUSTICE",2019,82
"2647","331400860809","BROOKLYN CHARTER SCHOOL (THE)",2019,93
"2648","331400860865","WILLIAMSBURG CHARTER HIGH SCHOOL",2019,86
"2649","331400860885","WILLIAMSBURG COLLEGIATE CHARTER SCHOOL",2019,93
"2650","331400860945","NORTHSIDE CHARTER HIGH SCHOOL",2019,91
"2651","331400861007","SUCCESS ACADEMY CHARTER SCHOOL-BEDFORD STUYVESANT 1",2019,100
"2652","331400861021","BEGINNING WITH CHILDREN CHARTER SCHOOL II",2019,93
"2653","331400861022","SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2",2019,100
"2654","331400861024","SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG",2019,100
"2655","331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15",2019,93
"2656","331500010001","PS 1 BERGEN (THE)",2019,95
"2657","331500010010","MAGNET SCHOOL OF MATH, SCIENCE & DESIGN TECH",2019,95
"2658","331500010015","PS 15 PATRICK F DALY",2019,92
"2659","331500010024","PS 24",2019,94
"2660","331500010029","PS 29 JOHN M HARRIGAN",2019,96
"2661","331500010032","PS 32 SAMUELS MILLS SPROLE",2019,94
"2662","331500010038","PS 38 PACIFIC (THE)",2019,92
"2663","331500010039","PS 39 HENRY BRISTOW",2019,96
"2664","331500010051","MS 51 WILLIAM ALEXANDER",2019,97
"2665","331500010058","PS 58 CARROLL (THE)",2019,96
"2666","331500010088","JHS 88 PETER ROUGET",2019,94
"2667","331500010094","PS 94 HENRY LONGFELLOW (THE)",2019,97
"2668","331500010107","PS 107 JOHN W KIMBALL",2019,96
"2669","331500010118","MAURICE SENDAK COMMUNITY SCHOOL (THE)",2019,95
"2670","331500010124","PS 124 SILAS B DUTCHER",2019,94
"2671","331500010130","PS 130 THE PARKSIDE",2019,95
"2672","331500010131","PS 131",2019,95
"2673","331500010136","IS 136 CHARLES O DEWEY",2019,94
"2674","331500010146","PS 146",2019,95
"2675","331500010154","WINDSOR TERRACE SCHOOL (THE)",2019,96
"2676","331500010169","PS 169 SUNSET PARK",2019,96
"2677","331500010172","PS 172 BEACON SCHOOL OF EXCELLENCE",2019,95
"2678","331500010230","PS 230 DORIS L COHEN",2019,95
"2679","331500010261","PS 261 PHILIP LIVINGSTON",2019,94
"2680","331500010295","PS 295",2019,95
"2681","331500010321","PS 321 WILLIAM PENN",2019,96
"2682","331500010442","MS 442 CARROLL GARDENS SCHOOL FOR INNOVATION",2019,95
"2683","331500010443","NEW VOICES SCHOOL OF ACADEMIC AND CREATIVE ARTS",2019,96
"2684","331500010447","MATH AND SCIENCE EXPLORATORY SCHOOL (THE)",2019,97
"2685","331500010448","BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES",2019,89
"2686","331500010516","SUNSET PARK AVENUE ELEMENTARY SCHOOL",2019,95
"2687","331500010676","RED HOOK NEIGHBORHOOD SCHOOL",2019,87
"2688","331500010821","SUNSET PARK PREP",2019,96
"2689","331500010839","MS 839",2019,95
"2690","331500010896","SCHOOL OF CREATIVITY-INNOVATION",2019,93
"2691","331500011423","BROOKLYN FRONTIERS HIGH SCHOOL",2019,73
"2692","331500011429","BROOKLYN SCHOOL FOR GLOBAL STUDIES",2019,91
"2693","331500011462","SECONDARY SCHOOL FOR LAW",2019,85
"2694","331500011463","SECONDARY SCHOOL FOR JOURNALISM",2019,82
"2695","331500011464","PARK SLOPE COLLEGIATE",2019,89
"2696","331500011497","SCHOOL FOR INTERNATIONAL STUDIES",2019,90
"2697","331500011519","COBBLE HILL SCHOOL OF AMERICAN STUDIES",2019,81
"2698","331500011529","WEST BROOKLYN COMMUNITY HIGH SCHOOL",2019,58
"2699","331500011592","KHALIL GIBRAN INTERNATIONAL ACADEMY",2019,83
"2700","331500011656","BROOKLYN HIGH SCHOOL OF THE ARTS",2019,90
"2701","331500011667","SUNSET PARK HIGH SCHOOL",2019,86
"2702","331500011684","MILLENNIUM BROOKLYN HIGH SCHOOL",2019,96
"2703","331500011698","SOUTH BROOKLYN COMMUNITY HIGH SCHOOL",2019,56
"2704","331500860878","HELLENIC CLASSICAL CHARTER SCHOOL",2019,96
"2705","331500860927","PAVE ACADEMY CHARTER SCHOOL",2019,95
"2706","331500860935","BROOKLYN PROSPECT CHARTER SCHOOL",2019,95
"2707","331500860953","SUMMIT ACADEMY CHARTER SCHOOL",2019,85
"2708","331500861011","BROOKLYN URBAN GARDEN CHARTER SCHOOL",2019,94
"2709","331500861016","NEW DAWN CHARTER HIGH SCHOOL",2019,65
"2710","331500861023","SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL",2019,100
"2711","331600010000","NEW YORK CITY GEOGRAPHIC DISTRICT #16",2019,86
"2712","331600010005","PS 5 DR RONALD MCNAIR",2019,88
"2713","331600010021","PS 21 CRISPUS ATTUCKS",2019,92
"2714","331600010025","PS 25 EUBIE BLAKE SCHOOL",2019,87
"2715","331600010026","PS 26 JESSE OWENS",2019,90
"2716","331600010028","PS 28 WARREN PREP ACADEMY (THE)",2019,89
"2717","331600010035","MS 35 STEPHEN DECATUR",2019,91
"2718","331600010040","PS 40 GEORGE W CARVER",2019,91
"2719","331600010057","JHS 57 WHITELAW REID",2019,89
"2720","331600010081","PS 81 THADDEUS STEVENS",2019,89
"2721","331600010243","PS 243  WEEKSVILLE SCHOOL (THE)",2019,90
"2722","331600010262","PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL",2019,90
"2723","331600010267","MS 267 MATH, SCIENCE & TECHNOLOGY",2019,87
"2724","331600010308","PS 308 CLARA CARDWELL",2019,88
"2725","331600010309","PS 309 GEORGE E WIBECAN PREPARATORY ACADEMY",2019,91
"2726","331600010335","PS 335 GRANVILLE T WOODS",2019,90
"2727","331600010627","BRIGHTER CHOICE COMMUNITY SCHOOL",2019,90
"2728","331600010628","BROOKLYN BROWNSTONE SCHOOL",2019,94
"2729","331600010681","MADIBA PREP MIDDLE SCHOOL",2019,92
"2730","331600010898","PS 898",2019,95
"2731","331600011455","BOYS AND GIRLS HIGH SCHOOL",2019,82
"2732","331600011498","BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY",2019,81
"2733","331600011594","GOTHAM PROFESSIONAL ARTS ACADEMY",2019,100
"2734","331600011669","RESEARCH AND SERVICE HIGH SCHOOL",2019,53
"2735","331600011688","BROOKLYN ACADEMY OF GLOBAL FINANCE (THE)",2019,85
"2736","331600011765","NELSON MANDELA HIGH SCHOOL",2019,74
"2737","331600860847","BROOKLYN EXCELSIOR CHARTER SCHOOL",2019,93
"2738","331600860860","EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESANT",2019,93
"2739","331600860918","BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL",2019,95
"2740","331600860924","LA CIMA CHARTER SCHOOL",2019,90
"2741","331600860938","EXCELLENCE GIRLS CHARTER SCHOOL",2019,94
"2742","331600860971","BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL",2019,93
"2743","331600860975","TEACHING FIRMS OF AMERICA PROFESSIONAL PREP CHARTER",2019,100
"2744","331600861003","LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL",2019,93
"2745","331600861095","SUCCESS ACADEMY CHARTER SCHOOL-NYC 9",2019,100
"2746","331600861112","BROOKLYN EMERGING LEADERS ACADEMY CS",2019,93
"2747","331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2019,91
"2748","331700010002","PARKSIDE PREPARATORY ACADEMY",2019,94
"2749","331700010006","PS 6",2019,92
"2750","331700010012","DR JACQUELINE PEEK-DAVIS SCHOOL",2019,89
"2751","331700010061","MS 61 DR GLADSTONE H ATWELL",2019,91
"2752","331700010091","PS 91 ALBANY AVENUE SCHOOL (THE)",2019,92
"2753","331700010092","PS 92 ADRIAN HEGEMAN",2019,90
"2754","331700010138","PS 138",2019,91
"2755","331700010161","PS 161 CROWN (THE)",2019,91
"2756","331700010181","PS 181",2019,91
"2757","331700010189","PS 189 BILINGUAL CENTER (THE)",2019,93
"2758","331700010191","PS 191 PAUL ROBESON",2019,89
"2759","331700010221","PS 221 TOUSSAINT L'OUVERTURE",2019,91
"2760","331700010241","PS 241 EMMA L JOHNSTON",2019,93
"2761","331700010246","MS 246 WALT WHITMAN",2019,91
"2762","331700010249","PS 249 CATON (THE)",2019,95
"2763","331700010289","PS 289 GEORGE V BROWER",2019,88
"2764","331700010316","PS 316 ELIJAH STROUD",2019,94
"2765","331700010340","IS 340",2019,93
"2766","331700010352","EBBETS FIELD MIDDLE SCHOOL",2019,92
"2767","331700010353","ELIJAH STROUD MIDDLE SCHOOL",2019,91
"2768","331700010354","SCHOOL OF INTEGRATED LEARNING (THE)",2019,93
"2769","331700010375","PS 375 JACKIE ROBINSON SCHOOL",2019,91
"2770","331700010394","MS 394",2019,91
"2771","331700010397","PS 397 FOSTER-LAURIE",2019,93
"2772","331700010398","PS 398 WALTER WEAVER",2019,91
"2773","331700010399","PS 399 STANLEY EUGENE CLARKE",2019,90
"2774","331700010484","RONALD EDMONDS LEARNING CTR II",2019,92
"2775","331700010532","NEW BRIDGES ELEMENTARY SCHOOL",2019,94
"2776","331700010705","BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL",2019,94
"2777","331700010722","NEW HEIGHTS MIDDLE SCHOOL",2019,94
"2778","331700010770","PS 770 NEW AMERICAN ACADEMY",2019,93
"2779","331700011122","PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL",2019,93
"2780","331700011382","ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD SCH",2019,88
"2781","331700011408","ACADEMY OF HOSPITALITY AND TOURISM",2019,84
"2782","331700011524","INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS",2019,88
"2783","331700011528","HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE)",2019,88
"2784","331700011531","SCHOOL FOR HUMAN RIGHTS (THE)",2019,90
"2785","331700011537","HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT",2019,86
"2786","331700011539","HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS",2019,84
"2787","331700011543","SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",2019,97
"2788","331700011546","HS FOR PUBLIC SERVICE-HEROES OF TOMORROW",2019,93
"2789","331700011547","BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT",2019,90
"2790","331700011548","BROOKLYN SCHOOL FOR MUSIC & THEATER",2019,84
"2791","331700011568","BROWNSVILLE ACADEMY HIGH SCHOOL",2019,64
"2792","331700011590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL",2019,95
"2793","331700011600","CLARA BARTON HIGH SCHOOL",2019,87
"2794","331700011745","BROOKLYN INSTITUTE FOR LIBERAL ARTS",2019,91
"2795","331700011751","ACADEMY FOR HEALTH CAREERS",2019,87
"2796","331700860841","EXPLORE CHARTER SCHOOL",2019,95
"2797","331700860879","ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL",2019,97
"2798","331700860882","KIPP AMP CHARTER SCHOOL",2019,94
"2799","331700860950","EXPLORE EMPOWER CHARTER SCHOOL",2019,95
"2800","331700861027","EXPLORE EXCEED CHARTER SCHOOL",2019,93
"2801","331700861040","SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS",2019,100
"2802","331700861041","SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS",2019,100
"2803","331700861086","ACHIEVEMENT FIRST VOYAGER CHARTER",2019,98
"2804","331700861094","SUCCESS ACADEMY CHARTER SCHOOL-NYC 8",2019,100
"2805","331800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #18",2019,90
"2806","331800010066","PS 66",2019,94
"2807","331800010068","IS 68 ISAAC BILDERSEE",2019,92
"2808","331800010114","PS 114 RYDER ELEMENTARY",2019,91
"2809","331800010115","PS 115 DANIEL MUCATEL SCHOOL",2019,94
"2810","331800010135","PS 135 SHELDON A BROOKNER",2019,93
"2811","331800010208","PS 208 ELSA EBELING",2019,92
"2812","331800010211","IS 211 JOHN WILSON",2019,91
"2813","331800010219","PS 219 KENNEDY-KING",2019,92
"2814","331800010233","PS 233 LANGSTON HUGHES",2019,91
"2815","331800010235","PS 235 LENOX SCHOOL",2019,95
"2816","331800010244","PS 244 RICHARD R GREEN",2019,90
"2817","331800010268","PS 268 EMMA LAZARUS",2019,92
"2818","331800010272","PS 272 CURTIS ESTABROOK",2019,90
"2819","331800010276","PS 276 LOUIS MARSHALL",2019,93
"2820","331800010279","PS 279 HERMAN SCHREIBER",2019,93
"2821","331800010285","IS 285 MEYER LEVIN",2019,90
"2822","331800010366","SCIENCE AND MEDICINE MIDDLE SCHOOL (THE)",2019,93
"2823","331800010581","EAST FLATBUSH COMMUNITY RESEARCH SCHOOL",2019,92
"2824","331800010588","MIDDLE SCHOOL FOR ART AND PHILOSPHY",2019,93
"2825","331800010763","BROOKLYN SCIENCE AND ENGINEERING ACADEMY",2019,95
"2826","331800011563","IT TAKES A VILLAGE ACADEMY",2019,90
"2827","331800011566","BROOKLYN GENERATION SCHOOL",2019,90
"2828","331800011567","BROOKLYN THEATRE ARTS HIGH SCHOOL",2019,81
"2829","331800011569","KURT HAHN EXPEDITIONARY LEARNING SCHOOL",2019,87
"2830","331800011576","VICTORY COLLEGIATE HIGH SCHOOL",2019,86
"2831","331800011578","BROOKLYN BRIDGE ACADEMY",2019,64
"2832","331800011617","HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA",2019,84
"2833","331800011629","CULTURAL ACADEMY FOR THE ARTS AND SCIENCES",2019,86
"2834","331800011633","HIGH SCHOOL FOR MEDICAL PROFESSIONS",2019,90
"2835","331800011635","OLYMPUS ACADEMY",2019,63
"2836","331800011637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",2019,86
"2837","331800011642","URBAN ACTION ACADEMY",2019,80
"2838","331800011673","EAST BROOKLYN COMMUNITY HIGH SCHOOL",2019,72
"2839","331800860702","EXPLORE EXCEL CHARTER SCHOOL",2019,96
"2840","331800860908","KINGS COLLEGIATE CHARTER SCHOOL",2019,95
"2841","331800860916","BROOKLYN ASCEND CHARTER SCHOOL",2019,97
"2842","331800860943","LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL",2019,96
"2843","331800860988","CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK",2019,95
"2844","331800861033","CANARSIE ASCEND CHARTER SCHOOL",2019,98
"2845","331800861057","NEW AMERICAN ACADEMY CHARTER SCHOOL (THE)",2019,94
"2846","331900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #19",2019,89
"2847","331900010007","PS 7 ABRAHAM LINCOLN",2019,93
"2848","331900010013","PS 13 ROBERTO CLEMENTE",2019,89
"2849","331900010065","PS 65",2019,92
"2850","331900010089","PS 89 CYPRESS HILLS",2019,95
"2851","331900010108","PS 108 SAL ABBRACCIAMENTO",2019,93
"2852","331900010149","PS 149 DANNY KAYE",2019,90
"2853","331900010158","PS 158 WARWICK",2019,90
"2854","331900010159","PS 159 ISAAC PITKIN",2019,91
"2855","331900010171","IS 171 ABRAHAM LINCOLN",2019,93
"2856","331900010190","PS 190 SHEFFIELD",2019,87
"2857","331900010202","PS 202 ERNEST S JENKYNS",2019,88
"2858","331900010213","PS 213 NEW LOTS",2019,87
"2859","331900010214","PS 214 MICHAEL FRIEDSAM",2019,91
"2860","331900010218","JHS 218 JAMES P SINNOTT",2019,89
"2861","331900010224","PS 224 HALE A WOODRUFF",2019,87
"2862","331900010273","PS 273 WORTMAN",2019,89
"2863","331900010290","PS 290 JUAN MOREL CAMPOS",2019,92
"2864","331900010292","JHS 292 MARGARET S DOUGLAS",2019,89
"2865","331900010306","PS 306 ETHAN ALLEN",2019,89
"2866","331900010325","FRESH CREEK SCHOOL (THE)",2019,88
"2867","331900010328","PS 328 PHYLLIS WHEATLEY",2019,91
"2868","331900010345","PS 345 PATROLMAN ROBERT BOLDEN",2019,91
"2869","331900010346","PS 346 ABE STARK",2019,92
"2870","331900010364","IS 364 GATEWAY",2019,91
"2871","331900010452","FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL",2019,93
"2872","331900010557","BROOKLYN GARDENS ELEMENTARY SCHOOL",2019,91
"2873","331900010654","VAN SICLEN COMMUNITY MIDDLE SCHOOL",2019,89
"2874","331900010661","VISTA ACADEMY",2019,94
"2875","331900010662","LIBERTY AVENUE MIDDLE SCHOOL",2019,92
"2876","331900010663","SCHOOL OF THE FUTURE BROOKLYN",2019,89
"2877","331900010677","EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE",2019,89
"2878","331900010678","EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE",2019,92
"2879","331900010760","HIGHLAND PARK COMMUNITY SCHOOL",2019,92
"2880","331900010907","MS 907",2019,92
"2881","331900011404","ACADEMY FOR YOUNG WRITERS",2019,90
"2882","331900011409","EAST NEW YORK FAMILY ACADEMY",2019,90
"2883","331900011422","SPRING CREEK COMMUNITY SCHOOL",2019,90
"2884","331900011502","FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY",2019,75
"2885","331900011504","HIGH SCHOOL FOR CIVIL RIGHTS",2019,79
"2886","331900011507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",2019,88
"2887","331900011510","WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH",2019,77
"2888","331900011583","MULTICULTURAL HIGH SCHOOL",2019,89
"2889","331900011615","TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2019,81
"2890","331900011618","ACADEMY OF INNOVATIVE TECHNOLOGY",2019,89
"2891","331900011639","BROOKLYN LAB SCHOOL",2019,83
"2892","331900011659","CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL",2019,87
"2893","331900011660","W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2019,78
"2894","331900011683","SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS (THE)",2019,81
"2895","331900011764","URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE",2019,86
"2896","331900860880","ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL",2019,97
"2897","331900860891","UFT CHARTER SCHOOL",2019,85
"2898","331900860933","ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL",2019,97
"2899","331900860958","BROOKLYN SCHOLARS CHARTER SCHOOL",2019,94
"2900","331900860972","HYDE LEADERSHIP CHARTER SCHOOL OF BROOKLYN",2019,93
"2901","331900860973","IMAGINE ME LEADERSHIP CHARTER SCHOOL",2019,92
"2902","331900860993","ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL",2019,96
"2903","331900861065","COLLEGIATE ACADEMY-MATH-PERSONAL AWA",2019,91
"2904","331900861072","ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL",2019,96
"2905","331900861131","CYPRESS HILLS ASCEND CHARTER",2019,97
"2906","332000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #20",2019,94
"2907","332000010030","PS/IS 30 MARY WHITE OVINGTON",2019,96
"2908","332000010048","PS 48 MAPLETON",2019,95
"2909","332000010062","JHS 62 DITMAS",2019,95
"2910","332000010069","PS 69 VINCENT D GRIPPO SCHOOL",2019,98
"2911","332000010102","PS 102 BAYVIEW (THE)",2019,95
"2912","332000010104","PS/IS 104 FORT HAMILTON SCHOOL (THE)",2019,95
"2913","332000010105","PS 105 BLYTHEBOURNE (THE)",2019,98
"2914","332000010112","PS 112 LEFFERTS PARK",2019,95
"2915","332000010127","PS 127 MCKINLEY PARK",2019,96
"2916","332000010160","PS 160 WILLIAM T SAMPSON",2019,98
"2917","332000010163","PS 163 BATH BEACH",2019,94
"2918","332000010164","PS 164 CAESAR RODNEY",2019,96
"2919","332000010170","RALPH A FABRIZIO SCHOOL",2019,97
"2920","332000010176","PS 176 OVINGTON",2019,97
"2921","332000010179","PS 179 KENSINGTON",2019,94
"2922","332000010180","SEEALL ACADEMY (THE)",2019,97
"2923","332000010185","PS 185 WALTER KASSENBROCK",2019,95
"2924","332000010186","PS 186 DR IRVING A GLADSTONE",2019,96
"2925","332000010187","IS 187 CHRISTA MCAULIFFE SCHOOL (THE)",2019,98
"2926","332000010192","PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY",2019,94
"2927","332000010200","PS 200 BENSON SCHOOL",2019,94
"2928","332000010201","JHS 201 DYKER HEIGHTS (THE)",2019,97
"2929","332000010204","PS 204 VINCE LOMBARDI",2019,97
"2930","332000010205","PS 205 CLARION",2019,96
"2931","332000010220","JHS 220 JOHN J PERSHING",2019,97
"2932","332000010223","JHS 223 MONTAUK (THE)",2019,96
"2933","332000010227","JHS 227 EDWARD B SHALLOW",2019,96
"2934","332000010229","PS 229 DYKER",2019,96
"2935","332000010247","PS 247",2019,96
"2936","332000010259","JHS 259 WILLIAM MCKINLEY",2019,96
"2937","332000010264","PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS",2019,95
"2938","332000010310","SCHOOL FOR FUTURE LEADERS (THE)",2019,98
"2939","332000010503","PS 503 SCHOOL OF DISCOVERY (THE)",2019,95
"2940","332000010506","PS 506 SCHOOL OF JOURNALISM AND TECHNOLOGY (THE)",2019,94
"2941","332000010682","ACADEMY OF TALENTED SCHOLARS (THE)",2019,96
"2942","332000010686","BROOKLYN SCHOOL OF INQUIRY",2019,96
"2943","332000010748","PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS",2019,96
"2944","332000010971","SCHOOL OF MATH, SCIENCE AND HEALTHY LIVING (THE)",2019,96
"2945","332000011445","NEW UTRECHT HIGH SCHOOL",2019,88
"2946","332000011485","HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOLOGY",2019,94
"2947","332000011490","FORT HAMILTON HIGH SCHOOL",2019,91
"2948","332000011505","FRANKLIN DELANO ROOSEVELT HIGH SCHOOL",2019,86
"2949","332000011609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",2019,92
"2950","332100010000","NEW YORK CITY GEOGRAPHIC DISTRICT #21",2019,92
"2951","332100010090","PS 90 EDNA COHEN SCHOOL",2019,91
"2952","332100010095","PS 95 GRAVESEND (THE)",2019,95
"2953","332100010096","IS 96 SETH LOW",2019,94
"2954","332100010097","PS 97 HIGHLAWN (THE)",2019,96
"2955","332100010098","IS 98 BAY ACADEMY",2019,96
"2956","332100010099","PS 99 ISAAC ASIMOV",2019,91
"2957","332100010100","PS 100 CONEY ISLAND SCHOOL (THE)",2019,94
"2958","332100010101","PS 101 VERRAZANO (THE)",2019,96
"2959","332100010121","PS 121 NELSON A ROCKEFELLER",2019,94
"2960","332100010128","PS 128 BENSONHURST",2019,94
"2961","332100010153","PS 153 HOMECREST",2019,94
"2962","332100010177","PS 177 MARLBORO (THE)",2019,94
"2963","332100010188","PS 188 MICHAEL E BERDY",2019,86
"2964","332100010199","PS 199 FREDERICK WACHTEL",2019,93
"2965","332100010209","PS 209 MARGARET MEAD",2019,94
"2966","332100010212","PS 212 LADY DEBORAH MOODY",2019,92
"2967","332100010215","PS 215 MORRIS H WEISS",2019,94
"2968","332100010216","PS 216 ARTURO TOSCANINI",2019,94
"2969","332100010225","PS 225 EILEEN E ZAGLIN (THE)",2019,92
"2970","332100010226","PS 226 ALFRED DE B MASON",2019,95
"2971","332100010228","IS 228 DAVID A BOODY",2019,95
"2972","332100010238","PS 238 ANNE SULLIVAN",2019,93
"2973","332100010239","MARK TWAIN IS 239 FOR THE GIFTED AND TALENTED",2019,96
"2974","332100010253","PS 253",2019,94
"2975","332100010281","IS 281 JOSEPH B CAVALLARO",2019,94
"2976","332100010288","PS 288 SHIRLEY TANYHILL (THE)",2019,88
"2977","332100010303","IS 303 HERBERT S EISENBERG",2019,92
"2978","332100010329","PS 329 SURFSIDE",2019,90
"2979","332100011337","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE",2019,88
"2980","332100011344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",2019,86
"2981","332100011348","HIGH SCHOOL OF SPORTS MANAGEMENT",2019,75
"2982","332100011410","ABRAHAM LINCOLN HIGH SCHOOL",2019,87
"2983","332100011468","KINGSBOROUGH EARLY COLLEGE SCHOOL",2019,93
"2984","332100011525","EDWARD R MURROW HIGH SCHOOL",2019,92
"2985","332100011540","JOHN DEWEY HIGH SCHOOL",2019,92
"2986","332100011559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",2019,85
"2987","332100011572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",2019,82
"2988","332100011620","WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2019,84
"2989","332100011690","BROOKLYN STUDIO SECONDARY SCHOOL",2019,91
"2990","332100011728","LIBERATION DIPLOMA PLUS",2019,50
"2991","332100860949","CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL",2019,92
"2992","332100861075","SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST",2019,100
"2993","332100861123","HEBREW LANGUAGE ACADEMY CHARTER 2",2019,90
"2994","332200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #22",2019,93
"2995","332200010014","JHS 14 SHELL BANK",2019,92
"2996","332200010052","PS 52 SHEEPSHEAD BAY",2019,93
"2997","332200010078","JHS 78 ROY H MANN",2019,94
"2998","332200010109","PS 109",2019,93
"2999","332200010119","PS 119 AMERSFORT",2019,95
"3000","332200010134","PS 134",2019,95
"3001","332200010139","PS 139 ALEXINE A FENTY",2019,94
"3002","332200010152","SCHOOL OF SCIENCE AND TECHNOLOGY",2019,94
"3003","332200010193","PS 193 GIL HODGES",2019,94
"3004","332200010194","PS 194 RAOUL WALLENBERG",2019,92
"3005","332200010195","PS 195 MANHATTAN BEACH",2019,94
"3006","332200010197","PS 197 KINGS HIGHWAY ACADEMY (THE)",2019,93
"3007","332200010198","PS 198",2019,92
"3008","332200010203","PS 203 FLOYD BENNETT SCHOOL",2019,94
