"ENTITY_CD","PER_OUT_CERT"
"660701030005",4
"660701030006",3
"660801060000",3
"660801060003",7
"660801060005",3
"660801060006",0
"660801060007",0
"660802040000",8
"660802040001",8
"660803020000",15
"660803020001",17
"660803020002",9
"660803020003",27
"660803020004",0
"660804020000",29
"660804020002",23
"660804020003",14
"660805030000",0
"660805030001",0
"660805030003",0
"660805030004",0
"660805030005",0
"660806020000",0
"660806020001",0
"660809030000",0
"660809030002",0
"660809030003",0
"660809030004",0
"660900010000",1
"660900010001",5
"660900010002",0
"660900010004",0
"660900010005",0
"660900010006",0
"660900010007",0
"660900010008",4
"660900010009",0
"660900010010",3
"660900010011",0
"660900010013",1
"660900010014",0
"660900010023",3
"660900010025",0
"660900010026",0
"660900010027",0
"660900861000",55
"661004060000",3
"661004060001",0
"661004060002",0
"661004060003",7
"661004060004",3
"661004060005",0
"661004060006",4
"661100010000",6
"661100010001",0
"661100010002",0
"661100010003",2
"661100010004",2
"661100010008",0
"661100010009",1
"661100010011",3
"661100010013",15
"661100010014",9
"661100010016",8
"661201060000",0
"661201060002",0
"661201060005",0
"661201060006",0
"661201060007",0
"661301040000",3
"661301040002",0
"661301040003",6
"661401030000",1
"661401030001",0
"661401030002",0
"661401030003",0
"661401030005",4
"661401030006",3
"661401030007",0
"661402020000",1
"661402020001",0
"661402020002",2
"661402020004",4
"661500010000",2
"661500010001",0
"661500010002",0
"661500010003",0
"661500010004",0
"661500010009",3
"661500010010",4
"661601030000",0
"661601030001",0
"661601030002",0
"661601030003",0
"661601030004",0
"661601030005",0
"661601030006",0
"661800010000",1
"661800010001",0
"661800010002",3
"661800010003",0
"661800010004",0
"661800010005",2
"661901030000",4
"661901030001",4
"661901030002",0
"661901030004",5
"661901030005",5
"661904030000",0
"661904030003",0
"661904030004",0
"661904030005",0
"661904030006",0
"661904030008",0
"661904030010",0
"661905020000",4
"661905020001",2
"661905020002",6
"661905020003",7
"662001030000",2
"662001030001",0
"662001030002",0
"662001030003",0
"662001030004",0
"662001030005",0
"662001030010",0
"662001030011",10
"662101060000",4
"662101060001",3
"662101060002",2
"662101060003",0
"662101060004",11
"662200010000",1
"662200010001",0
"662200010002",3
"662200010003",0
"662200010005",0
"662200010006",0
"662200010011",2
"662200010012",1
"662300010000",4
"662300010001",5
"662300010002",0
"662300010004",0
"662300010005",0
"662300010007",6
"662300010008",0
"662300010009",0
"662300010013",0
"662300010014",0
"662300010015",7
"662300010016",3
"662300010017",4
"662300010018",0
"662300010019",0
"662300010021",0
"662300010022",0
"662300010023",0
"662300010024",5
"662300010025",0
"662300010026",0
"662300010027",0
"662300010028",0
"662300010029",0
"662300010030",0
"662300010033",0
"662300010036",3
"662300010037",3
"662300010038",18
"662300010040",9
"662300010043",5
"662300010044",8
"662300010045",3
"662300010046",0
"662300010047",2
"662300010048",6
"662300010050",7
"662300010055",7
"662300010056",17
"662300010057",6
"662300010058",0
"662300860862",26
"662401060000",0
"662401060001",0
"662401060003",0
"662401060004",0
"662401060005",0
"662401060007",0
"662401060008",0
"662401060009",0
"662401060010",0
"662402060000",2
"662402060001",3
"662402060002",4
"662402060003",0
"662402060004",0
"662402060005",0
"670201060000",2
"670201060001",3
"670201060002",0
"670201060004",3
"670401040000",5
"670401040001",5
"670401040002",0
"670401040003",0
"671002040000",12
"671002040001",14
"671201060000",3
"671201060001",0
"671201060002",7
"671501040000",5
"671501040001",7
"671501040002",4
"680601060000",3
"680601060001",0
"680601060002",11
"680601060005",0
"680801040000",26
"680801040001",42
"680801040002",11
