"ENTITY_CD","ENTITY_NAME","PER_SUSPENSIONS"
"310200010077","PS 77 LOWER LAB SCHOOL",0
"310200010089","PS 89",0
"310200010104","JHS 104 SIMON BARUCH",1
"310200010111","PS 111 ADOLPH S OCHS",0
"310200010114","EAST SIDE MIDDLE SCHOOL",0
"310200010116","PS 116 MARY LINDLEY MURRAY",0
"310200010124","PS 124 YUNG WING",0
"310200010126","PS 126 JACOB AUGUST RIIS",0
"310200010130","PS 130 HERNANDO DE SOTO",0
"310200010131","MS 131",1
"310200010150","PS 150",0
"310200010151","YORKVILLE COMMUNITY SCHOOL",0
"310200010158","PS 158 BAYLARD TAYLOR",0
"310200010167","JHS 167 ROBERT F WAGNER",1
"310200010177","YORKVILLE EAST MIDDLE SCHOOL",0
"310200010183","PS 183 ROBERT L STEVENSON",0
"310200010198","PS 198 ISADOR E IDA STRAUS",0
"310200010212","PS 212 MIDTOWN WEST",0
"310200010217","PS/IS 217 ROOSEVELT ISLAND",0
"310200010234","PS 234 INDEPENDENCE SCHOOL",0
"310200010255","MS 255 SALK SCHOOL OF SCIENCE",0
"310200010260","MS 260 CLINTON SCHOOL WRITERS & ARTISTS",0
"310200010267","EAST SIDE ELEMENTRAY SCHOOL-PS 267",0
"310200010276","BATTERY PARK CITY SCHOOL",0
"310200010281","RIVER SCHOOL (THE)",0
"310200010289","IS 289",0
"310200010290","PS 290 MANHATTAN NEW SCHOOL",0
"310200010297","MS 297",1
"310200010310","JUDITH S KAYE HIGH SCHOOL",NA
"310200010312","NYC LAB MS FOR COLLABORATIVE STUDIES",1
"310200010340","SIXTH AVENUE ELEMENTARY SCHOOL",0
"310200010343","PECK SLIP SCHOOL (THE)",0
"310200010347","47 AMERICAN SIGN LANGUAGE AND ENGLISH LOWER SCHOOL (THE)",0
"310200010397","SPRUCE STREET SCHOOL",0
"310200010412","NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES",0
"310200010413","SCHOOL OF THE FUTURE HIGH SCHOOL",1
"310200010414","NYC MUSEUM SCHOOL",0
"310200010416","ELEANOR ROOSEVELT HIGH SCHOOL",0
"310200010418","MILLENNIUM HIGH SCHOOL",0
"310200010527","PS 527 EAST SIDE SCHOOL FOR SOCIAL ACTION",0
"310200010896","LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL",0
"310200010933","CITY KNOLL MIDDLE SCHOOL",6
"310200011135","URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT",2
"310200011139","STEPHEN T MATHER BUILDING ARTS AND CRAFTMANSHIP HIGH SCHOOL",2
"310200011225","ELLA BAKER SCHOOL",0
"310200011280","MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING",2
"310200011282","URBAN ASSEMBLY MAKER ACADEMY",1
"310200011288","FOOD AND FINANCE HIGH SCHOOL",2
"310200011294","ESSEX STREET ACADEMY",0
"310200011296","HIGH SCHOOL OF HOSPITALITY MANAGEMENT",2
"310200011298","PACE HIGH SCHOOL",1
"310200011300","URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION",1
"310200011303","FACING HISTORY SCHOOL (THE)",3
"310200011305","URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW",2
"310200011308","LOWER MANHATTAN ARTS ACADEMY",3
"310200011313","JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LRNING",0
"310200011316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN",2
"310200011374","GRAMERCY ARTS HIGH SCHOOL",1
"310200011376","NYC ISCHOOL",0
"310200011392","MANHATTAN BUSINESS ACADEMY",3
"310200011393","BUSINESS OF SPORTS SCHOOL",1
"310200011394","EMMA LAZARUS HIGH SCHOOL",0
"310200011399","HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY (THE)",3
"310200011400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",1
"310200011407","INSTITUTE FOR COLLABORATIVE EDUCATION",1
"310200011408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",0
"310200011411","BARUCH COLLEGE CAMPUS HIGH SCHOOL",1
"310200011419","LANDMARK HIGH SCHOOL",2
"310200011420","HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES",1
"310200011422","QUEST TO LEARN",5
"310200011425","LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL",3
"310200011427","MANHATTAN ACADEMY FOR ARTS AND LANGUAGES",0
"310200011432","MURRAY HILL ACADEMY",1
"310200011437","HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES",3
"310200011438","INTERNATIONAL HIGH SCHOOL AT UNION SQUARE",0
"310200011439","MANHATTAN VILLAGE ACADEMY",1
"310200011442","BALLET TECH/NYC PUBLIC SCHOOL FOR DANCE",0
"310200011449","VANGUARD HIGH SCHOOL",0
"310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL",0
"310200011475","STUYVESANT HIGH SCHOOL",0
"310200011489","HIGH SCHOOL OF ECONOMICS & FINANCE",1
"310200011500","UNITY CENTER FOR URBAN TECHNOLOGIES",2
"310200011507","URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY",2
"310200011519","TALENT UNLIMITED HIGH SCHOOL",1
"310200011520","MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS",4
"310200011529","JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL",5
"310200011531","REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS",1
"310200011533","UNION SQUARE ACADEMY FOR HEALTH SCIENCES",0
"310200011534","HARVEST COLLEGIATE HIGH SCHOOL",0
"310200011542","MANHATTAN BRIDGES HIGH SCHOOL",1
"310200011543","NEW DESIGN HIGH SCHOOL",3
"310200011544","INDEPENDENCE HIGH SCHOOL",1
"310200011545","HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES",0
"310200011546","ACADEMY FOR SOFTWARE ENGINEERING",0
"310200011550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",0
"310200011551","URBAN ASSEMBLY NEW YORK HARBOR SCHOOL",2
"310200011560","HS 560 CITY-AS-SCHOOL",0
"310200011565","URBAN ACADEMY LABORATORY HIGH SCHOOL",0
"310200011570","SATELLITE ACADEMY HIGH SCHOOL",2
"310200011575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL",0
"310200011580","RICHARD R GREEN HIGH SCHOOL OF TEACHING",4
"310200011586","HARVEY MILK HIGH SCHOOL",1
"310200011600","HIGH SCHOOL OF FASHION INDUSTRIES (THE)",1
"310200011605","HUMANITIES PREPARATORY ACADEMY",0
"310200011615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",1
"310200011630","ART AND DESIGN HIGH SCHOOL",0
"310200011655","LIFE SCIENCES SECONDARY SCHOOL",3
"310200860819","JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL",1
"310200860992","BROOME STREET ACADEMY CHARTER HIGH SCHOOL",10
"310200861042","SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE",0
"310200861043","SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN",0
"310200861087","SUCCESS ACADEMY CHARTER-HUDSON YARDS",0
"310200861104","NYC CHARTER SCHOOL OF THE ARTS",0
"310300010009","PS 9 SARAH ANDERSON",0
"310300010054","JHS 54 BOOKER T WASHINGTON",0
"310300010075","PS 75 EMILY DICKINSON",0
"310300010076","PS 76 A PHILLIP RANDOLPH",5
"310300010084","PS 84 LILLIAN WEBER",0
"310300010087","PS 87 WILLIAM SHERMAN",0
"310300010145","PS 145 BLOOMINGDALE SCHOOL (THE)",1
"310300010149","PS 149 SOJOURNER TRUTH",1
"310300010163","PS 163 ALFRED E SMITH",0
"310300010165","PS 165 ROBERT E SIMON",0
"310300010166","PS 166 RICHARD ROGERS SCHOOL OF THE ARTS & SCIENCE (THE)",0
"310300010180","PS 180 HUGO NEWMAN",2
"310300010185","PS 185 EARLY CHILDHOOD DISCOVERY AND DESIGN MAGNET SCHOOL (THE)",1
"310300010191","PS 191 AMSTERDAM",3
"310300010199","PS 199 JESSIE ISADOR STRAUS",0
"310300010241","STEM INSTITUTE OF MANHATTAN",0
"310300010242","PS 242 YOUNG DIPLOMATS MAGNET ACADEMY (THE)",2
"310300010243","MS 243 CENTER SCHOOL",0
"310300010245","MS 245 COMPUTER SCHOOL (THE)",0
"310300010247","MS 247 DUAL LANGUAGE MIDDLE SCHOOL",1
"310300010250","MS 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL",6
"310300010256","MS 256 ACADEMIC AND ATHLETIC EXCELLENCE",8
"310300010258","COMMUNITY ACTION SCHOOL-MS 258",4
"310300010333","PS 333 MANHATTAN SCHOOL FOR CHILDREN",0
"310300010334","ANDERSON SCHOOL (THE)",0
"310300010421","WEST PREP ACADEMY",2
"310300010452","PS 452",0
"310300010862","MOTT HALL II",3
"310300011291","WEST END SECONDARY SCHOOL",0
"310300011299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",6
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2
"310300011402","URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS (THE)",4
"310300011403","GLOBAL LEARNING COLLABORATIVE (THE)",1
"310300011404","INNOVATION DIPLOMA PLUS",3
"310300011415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS",3
"310300011417","FRANK MCCOURT HIGH SCHOOL",2
"310300011479","BEACON HIGH SCHOOL",0
"310300011485","FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS",0
"310300011492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2
"310300011494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",2
"310300011505","EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL",1
"310300011541","MANHATTAN/HUNTER SCIENCE HIGH SCHOOL",0
"310300011859","SPECIAL MUSIC SCHOOL",1
"310300011860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",8
"310300860804","SISULU-WALKER CHARTER SCHOOL OF HARLEM",0
"310300860871","OPPORTUNITY CHARTER SCHOOL",15
"310300860875","HARLEM LINK CHARTER SCHOOL",0
"310300860881","FUTURE LEADERS INSTITUTE CHARTER SCHOOL",10
"310300860897","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1",0
"310300860923","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4",0
"310300860963","NEW YORK FRENCH-AMERICAN CHARTER SCHOOL",0
"310300861008","SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST",0
"310300861034","HARLEM HEBREW LANGUAGE ACADEMY CHARTER SCHOOL",0
"310400010007","PS 7 SAMUEL STERN",5
"310400010012","TAG YOUNG SCHOLARS",0
"310400010037","RIVER EAST ELEMENTARY",0
"310400010038","PS 38 ROBERTO CLEMENTE",3
"310400010057","JAMES WELDON JOHNSON SCHOOL",0
"310400010072","LEXINGTON ACADEMY (THE)",1
"310400010083","PS 83 LUIS MUNOZ RIVERA",0
"310400010096","PS 96 JOSEPH LANZETTA",2
"310400010102","PS 102 JACQUES CARTIER",0
"310400010108","PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX",2
"310400010112","PS 112 JOSE CELSO BARBOSA",0
"310400010146","PS 146 ANN M SHORT",0
"310400010155","PS 155 WILLIAM PACA",0
"310400010171","PS 171 PATRICK HENRY",1
"310400010182","BILINGUAL BICULTURAL SCHOOL (THE)",0
"310400010206","PS 206 JOSE CELSO BARBOSA",3
"310400010224","MS 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS",4
"310400010372","ESPERANZA PREPATORY ACADEMY",0
"310400010375","MOSAIC PREPARATORY ACADEMY",0
"310400010377","RENAISSANCE SCHOOL OF THE ARTS",2
"310400010497","CENTRAL PARK EAST I",0
"310400010825","ISAAC NEWTON MS FOR MATH AND SCIENCE",6
"310400010964","CENTRAL PARK EAST II",0
"310400011435","MANHATTAN CENTER FOR SCIENCE & MATHEMATICS",0
"310400011495","PARK EAST HIGH SCHOOL",0
"310400011555","CENTRAL PARK EAST HIGH SCHOOL",0
"310400011610","YOUNG WOMEN'S LEADERSHIP SCHOOL",0
"310400011680","HERITAGE SCHOOL (THE)",3
"310400860806","AMBER CHARTER SCHOOL",1
"310400860812","HARBOR SCIENCE AND ARTS CHARTER SCHOOL",0
"310400860840","HARLEM PREP CHARTER SCHOOL",19
"310400860849","HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL",12
"310400860919","DREAM CHARTER SCHOOL",4
"310400860922","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3",0
"310400860968","RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION",0
"310400860995","EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL",2
"310400861046","EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II",2
"310400861061","NEW YORK CENTER FOR AUTISM CHARTER SCHOOL",0
"310400861081","CAPITAL PREP (CP) HARLEM CHARTER",0
"310500010030","PS 30 HERNANDEZ/HUGHES",0
"310500010036","PS 36 MARGARET DOUGLAS",0
"310500010046","PS 46 ARTHUR TAPPAN",3
"310500010092","PS 92 MARY MCLEOD BETHUNE",0
"310500010123","PS 123 MAHALIA JACKSON",7
"310500010125","PS 125 RALPH BUNCHE",0
"310500010129","PS 129 JOHN H FINLEY",1
"310500010133","PS 133 FRED R MOORE",1
"310500010154","PS 154 HARRIET TUBMAN",0
"310500010161","PS 161 PEDRO ALBIZU CAMPOS",1
"310500010175","PS 175 HENRY H GARNET",0
"310500010194","PS 194 COUNTEE CULLEN",0
"310500010197","PS 197 JOHN B RUSSWURM",1
"310500010200","PS 200 JAMES MCCUNE SMITH SCHOOL (THE)",0
"310500010286","IS 286 RENAISSANCE LEADERSHIP ACADEMY",8
"310500010318","THURGOOD MARSHALL ACADEMY LOWER SCHOOL",0
"310500010514","NEW DESIGN MIDDLE SCHOOL",6
"310500010517","TEACHERS COLLEGE COMMUNITY SCHOOL",0
"310500011148","EAGLE ACADEMY FOR YOUNG MEN OF HARLEM",3
"310500011157","URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE (THE)",6
"310500011285","HARLEM RENAISSANCE HIGH SCHOOL",1
"310500011304","MOTT HALL HIGH SCHOOL",4
"310500011362","COLUMBIA SECONDARY SCHOOL",0
"310500011369","URBAN ASSEMBLY FOR THE PERFORMING ARTS",3
"310500011499","FREDERICK DOUGLASS ACADEMY",3
"310500011670","THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE",2
"310500011692","HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY",0
"310500860848","HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS",3
"310500860858","KIPP SUCCESS THROUGH TEAMWORK ACHIEVE & RESPON COL PREP CHARTER SCH",11
"310500860864","HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL",7
"320700861080","STOREFRONT ACADEMY CHARTER SCHOOL",0
"320700861100","SOUTH BRONX COMMUNITY CHARTER HIGH S",0
"320700861106","BRILLA COLLEGE PREP CS-VERITAS",2
"320700861114","LEGACY COLLEGE PREPARATORY CHARTER",29
"320700861139","URBAN DOVE TEAM CHARTER SCHOOL II",53
"320700861141","ZETA CHARTER SCHOOL - BRONX 1",0
"320800010014","PS 14 SENATOR JOHN CALANDRA",0
"320800010036","PS 36 UNIONPORT",0
"320800010048","PS 48 JOSEPH R DRAKE",0
"320800010062","PS 62 INOCENSIO CASANOVA",0
"320800010069","PS 69 JOURNEY PREP SCHOOL",0
"320800010071","PS 71 ROSE E SCALA",0
"320800010072","PS 72 DR WILLIAM DORNEY",0
"320800010075","PS 75 SCHOOL OF RESEARCH AND DISCOVERY",1
"320800010093","PS 93 ALBERT G OLIVER",0
"320800010100","PS 100 ISAAC CLASON",0
"320800010101","MS 101 EDWARD R BYRNE",0
"320800010107","PS 107",0
"320800010119","PS 119",0
"320800010123","JHS 123 JAMES M KIERNAN",2
"320800010130","PS 130 ABRAM STEVENS HEWITT",0
"320800010131","JHS 131 ALBERT EINSTEIN",2
"320800010138","PS 138 SAMUEL RANDALL",1
"320800010140","PS 140 THE EAGLE SCHOOL",0
"320800010146","PS 146 EDWARD COLLINS",0
"320800010152","PS 152 EVERGREEN",0
"320800010182","PS 182",0
"320800010301","MS 301 PAUL L DUNBAR",2
"320800010302","MS 302 LUISA DESSUS CRUZ",2
"320800010304","PS 304 EARLY CHILDHOOD SCHOOL",0
"320800010312","MILLENIUM ART ACADEMY",4
"320800010333","PS 333 THE MUSEUM SCHOOL",0
"320800010337","SCHOOL FOR INQUIRY AND SOCIAL JUSTICE (THE)",0
"320800010371","URBAN INSTITUTE OF MATHEMATICS",1
"320800010375","BRONX MATHEMATICS PREPARATORY SCHOOL (THE)",8
"320800010392","BRONX DELTA SCHOOL",0
"320800010424","HUNTS POINT SCHOOL (THE)",3
"320800010448","SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP",1
"320800010467","MOTT HALL COMMUNITY SCHOOL",2
"320800010562","BLUEPRINT MIDDLE SCHOOL",0
"320800010583","PS 583",0
"320800011269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",1
"320800011282","WOMEN'S ACADEMY OF EXCELLENCE",5
"320800011293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY",1
"320800011320","PELHAM LAB HIGH SCHOOL",3
"320800011348","SCHUYLERVILLE PREPARATORY HIGH SCHOOL",2
"320800011349","BRONX RIVER HIGH SCHOOL",3
"320800011367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",3
"320800011376","ANTONIA PANTOJA PREPARATORY ACADEMY",3
"320800011377","BRONX COMMUNITY HIGH SCHOOL",11
"320800011405","HERBERT H LEHMAN HIGH SCHOOL",1
"320800011432","BRONX BRIDGES HIGH SCHOOL",1
"320800011452","BRONX GUILD HIGH SCHOOL",4
"320800011530","BANANA KELLY HIGH SCHOOL",2
"320800011537","BRONX ARENA HIGH SCHOOL",1
"320800011558","WESTCHESTER SQUARE ACADEMY",2
"320800011559","SCHOOL FOR TOURISM AND HOSPITALITY",3
"320800011561","BRONX COMPASS HIGH SCHOOL",4
"320800860846","BRONX CHARTER SCHOOL FOR THE ARTS",0
"320800860872","GRAND CONCOURSE ACAD CHARTER SCH",0
"320800860903","HYDE LEADERSHIP CHARTER SCHOOL",0
"320800860940","GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX",0
"320800861017","NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE II",8
"320800861030","ICAHN CHARTER SCHOOL 7",0
"320800861044","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3",0
"320800861068","SOUTH BRONX EARLY COLLEGE ACADEMY CS",4
"320800861074","SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4",0
"320900010004","PS/MS 4 CROTONA PARK WEST",1
"320900010011","PS 11 HIGHBRIDGE",0
"320900010022","JHS 22 JORDAN L MOTT",1
"320900010028","PS 28 MOUNT HOPE",0
"320900010035","PS 35 FRANZ SIEGEL",0
"320900010042","PS 42 CLAREMONT",0
"320900010053","PS 53 BASHEER QUISIM",0
"320900010055","PS 55 BENJAMIN FRANKLIN",0
"320900010058","PS 58",0
"320900010063","PS 63 AUTHOR'S ACADEMY",0
"320900010070","PS 70 MAX SCHOENFELD",0
"320900010073","PS 73 BRONX",0
"320900010088","PS 88 S SILVERSTEIN LITTLE SPARROW SCHOOL",0
"320900010109","PS 109 SEDGWICK",0
"320900010110","PS 110 THEODORE SCHOENFELD",0
"320900010114","PS 114 LUIS LORENS TORRES SCHOOL",0
"320900010117","IS 117 JOSEPH H WADE",1
"320900010126","PS 126 DR MARJORIE H DUNBAR",0
"320900010128","MOTT HALL III",0
"320900010132","PS 132 GARRETT A MORGAN",0
"320900010163","PS 163 ARTHUR A SCHOMBERG",0
"320900010170","PS 170",0
"320900010199","PS 199 THE SHAKESPEARE SCHOOL",0
"320900010204","PS 204 MORRIS HEIGHTS",0
"320900010215","KAPPA",0
"320900010218","PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL",0
"320900010219","IS 219 NEW VENTURE SCHOOL",5
"320900010229","IS 229 ROLAND PATTERSON",5
"320900010232","IS 232",4
"320900010236","PS 236 LANGSTON HUGHES",0
"320900010274","NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK",0
"320900010294","WALTON AVENUE SCHOOL (THE)",0
"320900010303","IS 303 LEADERSHIP & COMM SERVICE",1
"320900010311","LUCERO ELEMENTARY SCHOOL",0
"320900010313","IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT",2
"320900010323","BRONX WRITING ACADEMY",3
"320900010327","COMPREHENSIVE MODEL SCHOOL PROJECT MS 327",1
"320900010328","NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL",1
"320900010339","IS 339",2
"320900010361","HIGHBRIDGE GREEN SCHOOL (THE)",0
"320900010443","FAMILY SCHOOL (THE)",0
"320900010449","GRANT AVENUE ELEMENTARY SCHOOL",0
"320900010454","SCIENCE AND TECHNOLOGY ACADEMY:  A MOTT HALL SCHOOL",0
"320900010457","SHERIDAN ACADEMY FOR YOUNG LEADERS",0
"320900010555","MOUNT EDEN CHILDREN'S ACADEMY",0
"320900010568","YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX",1
"320900010593","SOUTH BRONX INTERNATIONAL MS",0
"320900010594","MS 594",1
"320900011227","BRONX COLLELGIATE ACADEMY",0
"320900011231","EAGLE ACADEMY FOR YOUNG MEN",2
"320900011241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE",2
"320900011250","EXIMIUS COLLEGE PREPARATORY ACADEMY",0
"320900011252","MOTT HALL BRONX HIGH SCHOOL",4
"320900011260","BRONX CENTER FOR SCIENCE AND MATHEMATICS",1
"320900011263","VALIDUS PREPARATORY ACADEMY",2
"320900011297","MORRIS ACADEMY FOR COLLABORATIVE STUDIES",1
"320900011324","BRONX EARLY COLLEGE ACADEMY FOR TEACHING AND LEARNING",2
"320900011329","DREAMYARD PREPARATORY SCHOOL",1
"320900011350","NEW DIRECTIONS SECONDARY SCHOOL",0
"320900011365","ACADEMY FOR LANGUAGE AND TECHNOLOGY",0
"320900011403","BRONX INTERNATIONAL HIGH SCHOOL",0
"320900011404","SCHOOL FOR EXCELLENCE",2
"320900011412","BRONX HIGH SCHOOL OF BUSINESS",3
"320900011413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE",0
"320900011505","BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",0
"320900011517","FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL",4
"320900011525","BRONX LEADERSHIP ACADEMY HIGH SCHOOL",3
"320900011543","HIGH SCHOOL FOR VIOLIN AND DANCE",0
"320900011564","CLAREMONT INTERNATIONAL HIGH SCHOOL",0
"320900860807","BRONX PREPARATORY CHARTER SCHOOL",25
"320900860823","HARRIET TUBMAN CHARTER SCHOOL",0
"320900860835","ICAHN CHARTER SCHOOL 1",0
"320900860839","FAMILY LIFE ACADEMY CHARTER SCHOOL I",1
"320900860913","BRONX ACADEMY OF PROMISE CHARTER SCHOOL",0
"320900860962","METROPOLITAN LIGHTHOUSE CHARTER SCHOOL",0
"320900860980","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2",0
"320900861004","MOTT HALL CHARTER SCHOOL",4
"320900861029","ICAHN CHARTER SCHOOL 6",0
"320900861073","ROSALYN YALOW CHARTER SCHOOL",4
"320900861084","SOUTH BRONX CLASSICAL CHARTER III",3
"320900861122","SOUTH BRONX CLASSICAL CHARTER SCH IV",1
"321000010003","PS 3 RAUL JULIA MICRO SOCIETY",0
"321000010007","MILTON FEIN SCHOOL",0
"321000010008","PS 8 ISSAC VARIAN",0
"321000010009","PS 9 RYER AVENUE ELEMENTARY SCHOOL",0
"321000010015","PS 15 INSTITUTE FOR ENVIRONMENTAL LEARNING",0
"321000010020","PS 20 PO GEORGE J WERDAN III",0
"321000010023","PS 23 NEW CHILDREN'S SCHOOL (THE)",0
"321000010024","PS 24 SPUYTEN DUYVIL",0
"321000010032","PS 32 BELMONT",0
"321000010033","PS 33 TIMOTHY DWIGHT",0
"321000010037","PS 37 MULTIPLE INTELLIGENCE SCHOOL",0
"321000010045","THOMAS C GIORDANO MIDDLE SCHOOL 45",3
"321000010046","PS 46 EDGAR ALLEN POE",0
"321000010051","PS 51 BRONX NEW SCHOOL",0
"321000010054","PS/IS 54",0
"321000010056","PS 56 NORWOOD HEIGHTS",0
"321000010059","PS 59 THE COMMUNITY SCHOOL OF TECHNOLOGY",0
"321000010077","BEDFORD PARK ELEMENTARY SCHOOL",0
"321000010080","JHS 80 THE MOSHOLU PARKWAY",1
"321000010081","PS 81 ROBERT J CHRISTEN",0
"321000010085","PS 85 GREAT EXPECTATIONS",0
"321000010086","PS 86 KINGSBRIDGE HEIGHTS",0
"321000010091","PS 91 BRONX",0
"321000010094","PS 94 KINGS COLLEGE SCHOOL",0
"321000010095","PS 95 SHEILA MENCHER",0
"321000010118","JHS 118 WILLIAM W NILES",2
"321000010159","PS 159 LUIS MUMOZ MARIN BILING",0
"321000010205","PS 205 FIORELLO LAGUARDIA",0
"321000010206","IS 206 ANN MERSEREAU",3
"321000010207","PS 207",0
"321000010209","PS 209",0
"321000010225","THEATRE ARTS PRODUCTION COMPANY SCHOOL",1
"321000010226","PS 226",0
"321000010228","JONAS BRONCK ACADEMY",0
"321000010244","NEW SCHOOL FOR LEADERSHIP AND JOURNALISM (THE)",1
"321000010246","PS 246 POE CENTER",0
"321000010254","IS 254",1
"321000010279","PS 279 CAPT MANUEL RIVERA JR",0
"321000010280","PS/MS 280 MOSHOLU PARKWAY",1
"321000010291","PS 291",0
"321000010306","PS 306",0
"321000010307","LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY",0
"321000010308","BRONX DANCE ACADEMY SCHOOL",5
"321000010310","PS 310 MARBLE HILL",0
"321000010315","PS 315 LAB SCHOOL",0
"321000010331","THE BRONX SCHOOL OF YOUNG LEADERS",2
"321000010340","PS 340",0
"321000010344","AMPARK NEIGHBORHOOD",0
"321000010360","PS 360",0
"321000010363","ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE",3
"321000010368","IN-TECH ACADEMY (MS/HS 368)",0
"321000010382","ELEMENTARY SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",0
"321000010386","SCHOOL FOR ENVIRONMENTAL CITIZENSHIP",0
"321000010390","MS 390",2
"321000010391","ANGELO PATRI MIDDLE SCHOOL (THE)",3
"321000010396","PS 396",0
"321000010447","CRESTON ACADEMY",0
"321000011141","RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141)",1
"321000011213","BRONX ENGINEERING AND TECHNOLOGY ACADEMY",1
"321000011237","MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED HLTH PROF",3
"321000011243","WEST BRONX ACADEMY FOR THE FUTURE",0
"321000011264","BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE)",1
"321000011268","KINGSBRIDGE INTERNATIONAL HIGH SCHOOL",0
"321000011284","BRONX SCHOOL OF LAW AND FINANCE",1
"321000011319","PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL",0
"321000011342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS",1
"321000011351","BRONX COLLABORATIVE HIGH SCHOOL",2
