"ENTITY_CD","ENTITY_NAME","PER_SUSPENSIONS"
"331400010250","PS 250 GEORGE H LINDSEY",0
"331400010257","PS 257 JOHN F HYLAN",0
"331400010297","PS 297 ABRAHAM STOCKTON",0
"331400010318","IS 318 EUGENO MARIA DE HOSTOS",2
"331400010319","PS 319",0
"331400010380","PS 380 JOHN WAYNE ELEMENTARY",0
"331400010414","BROOKLYN ARBOR ELEMENTARY SCHOOL",0
"331400010577","CONSELYEA PREPARATORY SCHOOL",0
"331400010582","MS 582",2
"331400011071","JUAN MOREL CAMPOS SECONDARY SCHOOL",1
"331400011449","BROOKLYN LATIN SCHOOL (THE)",0
"331400011454","GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS",1
"331400011474","PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS",1
"331400011477","SCHOOL FOR LEGAL STUDIES",2
"331400011478","HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2
"331400011488","BROOKLYN PREPARATORY HIGH SCHOOL",3
"331400011558","WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN",2
"331400011561","WILLIAMSBURG PREPARATORY SCHOOL",0
"331400011586","LYONS COMMUNITY SCHOOL",3
"331400011610","AUTOMOTIVE HIGH SCHOOL",1
"331400011614","YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN",1
"331400011685","EL PUENTE ACADEMY FOR PEACE AND JUSTICE",2
"331400860809","BROOKLYN CHARTER SCHOOL (THE)",0
"331400860865","WILLIAMSBURG CHARTER HIGH SCHOOL",9
"331400860885","WILLIAMSBURG COLLEGIATE CHARTER SCHOOL",11
"331400860945","NORTHSIDE CHARTER HIGH SCHOOL",0
"331400861007","SUCCESS ACADEMY CHARTER SCHOOL-BEDFORD STUYVESANT 1",0
"331400861021","BEGINNING WITH CHILDREN CHARTER SCHOOL II",0
"331400861022","SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2",0
"331400861024","SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG",0
"331500010001","PS 1 BERGEN (THE)",0
"331500010010","MAGNET SCHOOL OF MATH, SCIENCE & DESIGN TECH",0
"331500010015","PS 15 PATRICK F DALY",0
"331500010024","PS 24",0
"331500010029","PS 29 JOHN M HARRIGAN",0
"331500010032","PS 32 SAMUELS MILLS SPROLE",0
"331500010038","PS 38 PACIFIC (THE)",0
"331500010039","PS 39 HENRY BRISTOW",0
"331500010051","MS 51 WILLIAM ALEXANDER",1
"331500010058","PS 58 CARROLL (THE)",0
"331500010088","JHS 88 PETER ROUGET",0
"331500010094","PS 94 HENRY LONGFELLOW (THE)",0
"331500010107","PS 107 JOHN W KIMBALL",0
"331500010118","MAURICE SENDAK COMMUNITY SCHOOL (THE)",0
"331500010124","PS 124 SILAS B DUTCHER",0
"331500010130","PS 130 THE PARKSIDE",0
"331500010131","PS 131",0
"331500010136","IS 136 CHARLES O DEWEY",3
"331500010146","PS 146",0
"331500010154","WINDSOR TERRACE SCHOOL (THE)",0
"331500010169","PS 169 SUNSET PARK",0
"331500010172","PS 172 BEACON SCHOOL OF EXCELLENCE",0
"331500010230","PS 230 DORIS L COHEN",0
"331500010261","PS 261 PHILIP LIVINGSTON",0
"331500010295","PS 295",0
"331500010321","PS 321 WILLIAM PENN",0
"331500010442","MS 442 CARROLL GARDENS SCHOOL FOR INNOVATION",1
"331500010443","NEW VOICES SCHOOL OF ACADEMIC AND CREATIVE ARTS",0
"331500010447","MATH AND SCIENCE EXPLORATORY SCHOOL (THE)",0
"331500010448","BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES",2
"331500010516","SUNSET PARK AVENUE ELEMENTARY SCHOOL",0
"331500010676","RED HOOK NEIGHBORHOOD SCHOOL",3
"331500010821","SUNSET PARK PREP",0
"331500010839","MS 839",0
"331500010896","SCHOOL OF CREATIVITY-INNOVATION",0
"331500011423","BROOKLYN FRONTIERS HIGH SCHOOL",7
"331500011429","BROOKLYN SCHOOL FOR GLOBAL STUDIES",2
"331500011462","SECONDARY SCHOOL FOR LAW",3
"331500011463","SECONDARY SCHOOL FOR JOURNALISM",6
"331500011464","PARK SLOPE COLLEGIATE",1
"331500011497","SCHOOL FOR INTERNATIONAL STUDIES",1
"331500011519","COBBLE HILL SCHOOL OF AMERICAN STUDIES",3
"331500011529","WEST BROOKLYN COMMUNITY HIGH SCHOOL",0
"331500011592","KHALIL GIBRAN INTERNATIONAL ACADEMY",3
"331500011656","BROOKLYN HIGH SCHOOL OF THE ARTS",1
"331500011667","SUNSET PARK HIGH SCHOOL",1
"331500011684","MILLENNIUM BROOKLYN HIGH SCHOOL",1
"331500011698","SOUTH BROOKLYN COMMUNITY HIGH SCHOOL",1
"331500860878","HELLENIC CLASSICAL CHARTER SCHOOL",0
"331500860927","PAVE ACADEMY CHARTER SCHOOL",11
"331500860935","BROOKLYN PROSPECT CHARTER SCHOOL",2
"331500860953","SUMMIT ACADEMY CHARTER SCHOOL",5
"331500861011","BROOKLYN URBAN GARDEN CHARTER SCHOOL",7
"331500861016","NEW DAWN CHARTER HIGH SCHOOL",8
"331500861023","SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL",0
"331600010005","PS 5 DR RONALD MCNAIR",1
"331600010021","PS 21 CRISPUS ATTUCKS",0
"331600010025","PS 25 EUBIE BLAKE SCHOOL",0
"331600010026","PS 26 JESSE OWENS",0
"331600010028","PS 28 WARREN PREP ACADEMY (THE)",0
"331600010035","MS 35 STEPHEN DECATUR",3
"331600010040","PS 40 GEORGE W CARVER",0
"331600010057","JHS 57 WHITELAW REID",2
"331600010081","PS 81 THADDEUS STEVENS",1
"331600010243","PS 243  WEEKSVILLE SCHOOL (THE)",0
"331600010262","PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL",0
"331600010267","MS 267 MATH, SCIENCE & TECHNOLOGY",6
"331600010308","PS 308 CLARA CARDWELL",2
"331600010309","PS 309 GEORGE E WIBECAN PREPARATORY ACADEMY",0
"331600010335","PS 335 GRANVILLE T WOODS",3
"331600010627","BRIGHTER CHOICE COMMUNITY SCHOOL",0
"331600010628","BROOKLYN BROWNSTONE SCHOOL",0
"331600010681","MADIBA PREP MIDDLE SCHOOL",0
"331600010898","PS 898",0
"331600011455","BOYS AND GIRLS HIGH SCHOOL",9
"331600011498","BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY",2
"331600011594","GOTHAM PROFESSIONAL ARTS ACADEMY",0
"331600011669","RESEARCH AND SERVICE HIGH SCHOOL",4
"331600011688","BROOKLYN ACADEMY OF GLOBAL FINANCE (THE)",3
"331600011765","NELSON MANDELA HIGH SCHOOL",3
"331600860847","BROOKLYN EXCELSIOR CHARTER SCHOOL",17
"331600860860","EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESANT",15
"331600860918","BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL",15
"331600860924","LA CIMA CHARTER SCHOOL",0
"331600860938","EXCELLENCE GIRLS CHARTER SCHOOL",8
"331600860971","BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL",5
"331600860975","TEACHING FIRMS OF AMERICA PROFESSIONAL PREP CHARTER",2
"331600861003","LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL",14
"331600861095","SUCCESS ACADEMY CHARTER SCHOOL-NYC 9",NA
"331600861112","BROOKLYN EMERGING LEADERS ACADEMY CS",9
"331700010002","PARKSIDE PREPARATORY ACADEMY",4
"331700010006","PS 6",0
"331700010012","DR JACQUELINE PEEK-DAVIS SCHOOL",0
"331700010061","MS 61 DR GLADSTONE H ATWELL",2
"331700010091","PS 91 ALBANY AVENUE SCHOOL (THE)",0
"331700010092","PS 92 ADRIAN HEGEMAN",0
"331700010138","PS 138",1
"331700010161","PS 161 CROWN (THE)",1
"331700010181","PS 181",1
"331700010189","PS 189 BILINGUAL CENTER (THE)",0
"331700010191","PS 191 PAUL ROBESON",3
"331700010221","PS 221 TOUSSAINT L'OUVERTURE",0
"331700010241","PS 241 EMMA L JOHNSTON",1
"331700010246","MS 246 WALT WHITMAN",1
"331700010249","PS 249 CATON (THE)",0
"331700010289","PS 289 GEORGE V BROWER",0
"331700010316","PS 316 ELIJAH STROUD",0
"331700010340","IS 340",3
"331700010352","EBBETS FIELD MIDDLE SCHOOL",4
"331700010353","ELIJAH STROUD MIDDLE SCHOOL",3
"331700010354","SCHOOL OF INTEGRATED LEARNING (THE)",1
"331700010375","PS 375 JACKIE ROBINSON SCHOOL",1
"331700010394","MS 394",1
"331700010397","PS 397 FOSTER-LAURIE",0
"331700010398","PS 398 WALTER WEAVER",0
"331700010399","PS 399 STANLEY EUGENE CLARKE",0
"331700010484","RONALD EDMONDS LEARNING CTR II",1
"331700010532","NEW BRIDGES ELEMENTARY SCHOOL",0
"331700010705","BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL",1
"331700010722","NEW HEIGHTS MIDDLE SCHOOL",4
"331700010770","PS 770 NEW AMERICAN ACADEMY",0
"331700011122","PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL",3
"331700011382","ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD SCH",2
"331700011408","ACADEMY OF HOSPITALITY AND TOURISM",2
"331700011524","INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS",4
"331700011528","HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE)",1
"331700011531","SCHOOL FOR HUMAN RIGHTS (THE)",1
"331700011537","HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT",7
"331700011539","HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS",7
"331700011543","SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",0
"331700011546","HS FOR PUBLIC SERVICE-HEROES OF TOMORROW",2
"331700011547","BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT",2
"331700011548","BROOKLYN SCHOOL FOR MUSIC & THEATER",4
"331700011568","BROWNSVILLE ACADEMY HIGH SCHOOL",17
"331700011590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL",1
"331700011600","CLARA BARTON HIGH SCHOOL",2
"331700011745","BROOKLYN INSTITUTE FOR LIBERAL ARTS",2
"331700011751","ACADEMY FOR HEALTH CAREERS",0
"331700860841","EXPLORE CHARTER SCHOOL",13
"331700860879","ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL",9
"331700860882","KIPP AMP CHARTER SCHOOL",12
"331700860950","EXPLORE EMPOWER CHARTER SCHOOL",11
"331700861027","EXPLORE EXCEED CHARTER SCHOOL",17
"331700861040","SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS",0
"331700861041","SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS",0
"331700861086","ACHIEVEMENT FIRST VOYAGER CHARTER",5
"331700861094","SUCCESS ACADEMY CHARTER SCHOOL-NYC 8",0
"331800010066","PS 66",1
"331800010068","IS 68 ISAAC BILDERSEE",1
"331800010114","PS 114 RYDER ELEMENTARY",0
"331800010115","PS 115 DANIEL MUCATEL SCHOOL",0
"331800010135","PS 135 SHELDON A BROOKNER",0
"331800010208","PS 208 ELSA EBELING",1
"331800010211","IS 211 JOHN WILSON",2
"331800010219","PS 219 KENNEDY-KING",0
"331800010233","PS 233 LANGSTON HUGHES",0
"331800010235","PS 235 LENOX SCHOOL",0
"331800010244","PS 244 RICHARD R GREEN",0
"331800010268","PS 268 EMMA LAZARUS",0
"331800010272","PS 272 CURTIS ESTABROOK",1
"331800010276","PS 276 LOUIS MARSHALL",1
"331800010279","PS 279 HERMAN SCHREIBER",1
"331800010285","IS 285 MEYER LEVIN",2
"331800010366","SCIENCE AND MEDICINE MIDDLE SCHOOL (THE)",4
"331800010581","EAST FLATBUSH COMMUNITY RESEARCH SCHOOL",1
"331800010588","MIDDLE SCHOOL FOR ART AND PHILOSPHY",1
"331800010763","BROOKLYN SCIENCE AND ENGINEERING ACADEMY",0
"331800011563","IT TAKES A VILLAGE ACADEMY",4
"331800011566","BROOKLYN GENERATION SCHOOL",2
"331800011567","BROOKLYN THEATRE ARTS HIGH SCHOOL",2
"331800011569","KURT HAHN EXPEDITIONARY LEARNING SCHOOL",4
"331800011576","VICTORY COLLEGIATE HIGH SCHOOL",5
"331800011578","BROOKLYN BRIDGE ACADEMY",2
"331800011617","HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA",2
"331800011629","CULTURAL ACADEMY FOR THE ARTS AND SCIENCES",7
"331800011633","HIGH SCHOOL FOR MEDICAL PROFESSIONS",1
"331800011635","OLYMPUS ACADEMY",1
"331800011637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",2
"331800011642","URBAN ACTION ACADEMY",3
"331800011673","EAST BROOKLYN COMMUNITY HIGH SCHOOL",5
"331800860702","EXPLORE EXCEL CHARTER SCHOOL",20
"331800860908","KINGS COLLEGIATE CHARTER SCHOOL",7
"331800860916","BROOKLYN ASCEND CHARTER SCHOOL",14
"331800860943","LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL",8
"331800860988","CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK",3
"331800861033","CANARSIE ASCEND CHARTER SCHOOL",7
"331800861057","NEW AMERICAN ACADEMY CHARTER SCHOOL (THE)",11
"331900010007","PS 7 ABRAHAM LINCOLN",0
"331900010013","PS 13 ROBERTO CLEMENTE",0
"331900010065","PS 65",0
"331900010089","PS 89 CYPRESS HILLS",1
"331900010108","PS 108 SAL ABBRACCIAMENTO",0
"331900010149","PS 149 DANNY KAYE",1
"331900010158","PS 158 WARWICK",1
"331900010159","PS 159 ISAAC PITKIN",0
"331900010171","IS 171 ABRAHAM LINCOLN",4
"331900010190","PS 190 SHEFFIELD",1
"331900010202","PS 202 ERNEST S JENKYNS",1
"331900010213","PS 213 NEW LOTS",0
"331900010214","PS 214 MICHAEL FRIEDSAM",0
"331900010218","JHS 218 JAMES P SINNOTT",4
"331900010224","PS 224 HALE A WOODRUFF",0
"331900010273","PS 273 WORTMAN",1
"331900010290","PS 290 JUAN MOREL CAMPOS",0
"331900010292","JHS 292 MARGARET S DOUGLAS",1
"331900010306","PS 306 ETHAN ALLEN",1
"331900010325","FRESH CREEK SCHOOL (THE)",0
"331900010328","PS 328 PHYLLIS WHEATLEY",0
"331900010345","PS 345 PATROLMAN ROBERT BOLDEN",0
"331900010346","PS 346 ABE STARK",1
"331900010364","IS 364 GATEWAY",2
"331900010452","FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL",5
"331900010557","BROOKLYN GARDENS ELEMENTARY SCHOOL",0
"331900010654","VAN SICLEN COMMUNITY MIDDLE SCHOOL",6
"331900010661","VISTA ACADEMY",0
"331900010662","LIBERTY AVENUE MIDDLE SCHOOL",1
"331900010663","SCHOOL OF THE FUTURE BROOKLYN",3
"331900010677","EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE",1
"331900010678","EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE",7
"331900010760","HIGHLAND PARK COMMUNITY SCHOOL",1
"331900010907","MS 907",0
"331900011404","ACADEMY FOR YOUNG WRITERS",1
"331900011409","EAST NEW YORK FAMILY ACADEMY",0
"331900011422","SPRING CREEK COMMUNITY SCHOOL",3
"331900011502","FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY",5
"331900011504","HIGH SCHOOL FOR CIVIL RIGHTS",8
"331900011507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",3
"331900011510","WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH",6
"331900011583","MULTICULTURAL HIGH SCHOOL",1
"331900011615","TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",3
"331900011618","ACADEMY OF INNOVATIVE TECHNOLOGY",1
"331900011639","BROOKLYN LAB SCHOOL",2
"331900011659","CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL",1
"331900011660","W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2
"331900011683","SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS (THE)",2
"331900011764","URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE",2
"331900860880","ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL",4
"331900860891","UFT CHARTER SCHOOL",16
"331900860933","ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL",2
"331900860958","BROOKLYN SCHOLARS CHARTER SCHOOL",6
"331900860972","HYDE LEADERSHIP CHARTER SCHOOL OF BROOKLYN",4
"331900860973","IMAGINE ME LEADERSHIP CHARTER SCHOOL",11
"331900860993","ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL",9
"331900861065","COLLEGIATE ACADEMY-MATH-PERSONAL AWA",0
"331900861072","ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL",5
"331900861131","CYPRESS HILLS ASCEND CHARTER",3
"332000010030","PS/IS 30 MARY WHITE OVINGTON",0
"332000010048","PS 48 MAPLETON",0
"332000010062","JHS 62 DITMAS",1
"332000010069","PS 69 VINCENT D GRIPPO SCHOOL",0
"332000010102","PS 102 BAYVIEW (THE)",0
"332000010104","PS/IS 104 FORT HAMILTON SCHOOL (THE)",1
"332000010105","PS 105 BLYTHEBOURNE (THE)",0
"332000010112","PS 112 LEFFERTS PARK",0
"332000010127","PS 127 MCKINLEY PARK",0
"332000010160","PS 160 WILLIAM T SAMPSON",0
"332000010163","PS 163 BATH BEACH",0
"332000010164","PS 164 CAESAR RODNEY",0
"332000010170","RALPH A FABRIZIO SCHOOL",0
"332000010176","PS 176 OVINGTON",0
"332000010179","PS 179 KENSINGTON",0
"332000010180","SEEALL ACADEMY (THE)",0
"332000010185","PS 185 WALTER KASSENBROCK",0
"332000010186","PS 186 DR IRVING A GLADSTONE",0
"332000010187","IS 187 CHRISTA MCAULIFFE SCHOOL (THE)",0
"332000010192","PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY",0
"332000010200","PS 200 BENSON SCHOOL",0
"332000010201","JHS 201 DYKER HEIGHTS (THE)",1
"332000010204","PS 204 VINCE LOMBARDI",0
"332000010205","PS 205 CLARION",0
"332000010220","JHS 220 JOHN J PERSHING",1
"332000010223","JHS 223 MONTAUK (THE)",1
"332000010227","JHS 227 EDWARD B SHALLOW",1
"332000010229","PS 229 DYKER",0
"332000010247","PS 247",0
"332000010259","JHS 259 WILLIAM MCKINLEY",1
"332000010264","PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS",0
"332000010310","SCHOOL FOR FUTURE LEADERS (THE)",0
"332000010503","PS 503 SCHOOL OF DISCOVERY (THE)",0
"332000010506","PS 506 SCHOOL OF JOURNALISM AND TECHNOLOGY (THE)",0
"332000010682","ACADEMY OF TALENTED SCHOLARS (THE)",0
"332000010686","BROOKLYN SCHOOL OF INQUIRY",0
"332000010748","PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS",0
"332000010971","SCHOOL OF MATH, SCIENCE AND HEALTHY LIVING (THE)",0
"332000011445","NEW UTRECHT HIGH SCHOOL",1
"332000011485","HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOLOGY",1
"332000011490","FORT HAMILTON HIGH SCHOOL",1
"332000011505","FRANKLIN DELANO ROOSEVELT HIGH SCHOOL",1
"332000011609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",0
"332100010090","PS 90 EDNA COHEN SCHOOL",0
"332100010095","PS 95 GRAVESEND (THE)",0
"332100010096","IS 96 SETH LOW",4
"332100010097","PS 97 HIGHLAWN (THE)",0
"332100010098","IS 98 BAY ACADEMY",0
"332100010099","PS 99 ISAAC ASIMOV",1
"332100010100","PS 100 CONEY ISLAND SCHOOL (THE)",0
"332100010101","PS 101 VERRAZANO (THE)",0
"332100010121","PS 121 NELSON A ROCKEFELLER",0
"332100010128","PS 128 BENSONHURST",0
"332100010153","PS 153 HOMECREST",0
"332100010177","PS 177 MARLBORO (THE)",1
"332100010188","PS 188 MICHAEL E BERDY",1
"332100010199","PS 199 FREDERICK WACHTEL",0
"332100010209","PS 209 MARGARET MEAD",0
"332100010212","PS 212 LADY DEBORAH MOODY",0
"332100010215","PS 215 MORRIS H WEISS",0
"332100010216","PS 216 ARTURO TOSCANINI",0
"332100010225","PS 225 EILEEN E ZAGLIN (THE)",1
"332100010226","PS 226 ALFRED DE B MASON",0
"332100010228","IS 228 DAVID A BOODY",1
"332100010238","PS 238 ANNE SULLIVAN",1
"332100010239","MARK TWAIN IS 239 FOR THE GIFTED AND TALENTED",0
"332100010253","PS 253",0
"332100010281","IS 281 JOSEPH B CAVALLARO",1
"332100010288","PS 288 SHIRLEY TANYHILL (THE)",1
"332100010303","IS 303 HERBERT S EISENBERG",2
"332100010329","PS 329 SURFSIDE",1
"332100011337","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE",3
"332100011344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",1
"332100011348","HIGH SCHOOL OF SPORTS MANAGEMENT",5
"332100011410","ABRAHAM LINCOLN HIGH SCHOOL",1
"332100011468","KINGSBOROUGH EARLY COLLEGE SCHOOL",1
"332100011525","EDWARD R MURROW HIGH SCHOOL",1
"332100011540","JOHN DEWEY HIGH SCHOOL",2
"332100011559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",2
"332100011572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",1
"332100011620","WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2
"332100011690","BROOKLYN STUDIO SECONDARY SCHOOL",1
"332100011728","LIBERATION DIPLOMA PLUS",6
"332100860949","CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL",4
"332100861075","SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST",0
"332100861123","HEBREW LANGUAGE ACADEMY CHARTER 2",0
"332200010014","JHS 14 SHELL BANK",0
"332200010052","PS 52 SHEEPSHEAD BAY",0
"332200010078","JHS 78 ROY H MANN",1
"332200010109","PS 109",1
"332200010119","PS 119 AMERSFORT",0
"332200010134","PS 134",0
"332200010139","PS 139 ALEXINE A FENTY",0
"332200010152","SCHOOL OF SCIENCE AND TECHNOLOGY",0
"332200010193","PS 193 GIL HODGES",0
"332200010194","PS 194 RAOUL WALLENBERG",0
"332200010195","PS 195 MANHATTAN BEACH",0
"332200010197","PS 197 KINGS HIGHWAY ACADEMY (THE)",0
"332200010198","PS 198",0
"332200010203","PS 203 FLOYD BENNETT SCHOOL",0
"332200010206","PS 206 JOSEPH F LAMB",0
"332200010207","PS 207 ELIZABETH G LEARY",0
"332200010217","PS 217 COLONEL DAVID MARCUS SCHOOL",0
"332200010222","PS 222 KATHERINE R SNYDER",0
"332200010234","JHS 234 ARTHUR W CUNNINGHAM",1
"332200010236","PS 236 MILL BASIN",0
"332200010240","ANDRIES HUDDE SCHOOL",5
"332200010245","PS 245",0
"332200010251","PS 251 PAERDEGAT",1
"332200010254","PS 254 DAG HAMMARSKJOLD",0
"332200010255","PS 255 BARBARA REING SCHOOL",0
"332200010277","PS 277 GERRITSEN BEACH",0
"332200010278","JHS 278 MARINE PARK",1
"332200010312","PS 312 BERGEN BEACH",0
"332200010315","PS 315",0
"332200010326","PS 326",0
"332200010361","PS 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL",0
"332200010381","IS 381",2
"332200010889","PS 889",0
"332200010890","IS 338",1
"332200011405","MIDWOOD HIGH SCHOOL",0
"332200011425","JAMES MADISON HIGH SCHOOL",0
"332200011535","LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",0
"332200011555","BROOKLYN COLLEGE ACADEMY",1
"332200011611","ORIGINS HIGH SCHOOL",1
"332200011630","PROFESSIONAL PATHWAYS HIGH SCHOOL",0
"332200860955","HEBREW LANGUAGE ACADEMY CHARTER SCHOOL",0
"332200860978","BROOKLYN DREAMS CHARTER SCHOOL",2
"332200861050","CENTRAL BROOKLYN ASCEND CHARTER",9
"332200861051","NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III",9
"332200861053","NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCE MATH AND SCIENCE III",6
"332200861076","SUCCESS ACADEMY CS - BERGEN BEACH",0
"332300010041","PS 41 FRANCIS WHITE",2
"332300010137","PS/IS 137 RACHAEL JEAN MITCHELL",2
"332300010150","PS 150 CHRISTOPHER",0
"332300010155","PS/IS 155 NICHOLAS HERKIMER",2
"332300010156","PS 156 WAVERLY",1
"332300010165","PS 165 IDA POSNER",1
"332300010178","PS 178 SAINT CLAIR MCKELWAY",4
"332300010184","PS 184 NEWPORT",2
"332300010284","PS 284 LEW WALLACE",0
"332300010298","PS 298 DR BETTY SHABAZZ",0
"332300010323","PS/IS 323",0
"332300010327","PS 327 DR ROSE B ENGLISH",0
"332300010363","BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL",1
"332300010392","IS 392",0
"332300010401","CHRISTOPHER AVENUE COMMUNITY SCHOOL",0
"332300010446","RIVERDALE AVENUE COMMUNITY SCHOOL",0
"332300010514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",0
"332300010518","KNOWLEDGE AND POWER PREP ACADEMY V",4
"332300010522","MOTT HALL IV",2
"332300010599","BROOKLYN LANDMARK ELEMENTARY SCHOOL",0
"332300010664","BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES)",0
"332300010668","RIVERDALE AVENUE MIDDLE SCHOOL",0
"332300010671","MOTT HALL BRIDGES ACADEMY",2
"332300011493","BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL",4
"332300011643","BROOKLYN DEMOCRACY ACADEMY",2
"332300011644","EAGLE ACADEMY FOR YOUNG MEN II",0
"332300011646","ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL",3
"332300011647","METROPOLITAN DIPLOMA PLUS HIGH SCHOOL",8
"332300011697","TEACHERS PREPARATORY HIGH SCHOOL",6
"332300860912","ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL",10
"332300860936","OCEAN HILL COLLEGIATE CHARTER SCHOOL",19
"332300860939","BROWNSVILLE COLLEGIATE  CHARTER SCHOOL",18
"332300860941","LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL",7
"332300860942","LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL",11
"332300860954","BROWNSVILLE ASCEND CHARTER SCHOOL",8
"332300861007","ROADS CHARTER SCHOOL 1",11
"332300861127","KEY COLLEGIATE CHARTER SCHOOL",20
"333200010045","PS/IS 45 HORACE E GREENE",1
"333200010075","PS 75 MAYDA CORTIELLA",0
"333200010086","PS 86 THE IRVINGTON",0
"333200010106","PS 106 EDWARD EVERETT HALE",0
"333200010116","PS 116 ELIZABETH L FARRELL",0
"333200010123","PS 123 SUYDAM",0
"333200010145","PS 145 ANDREW JACKSON",0
"333200010151","PS 151 LYNDON B JOHNSON",0
"333200010162","JHS 162 WILLOUGHBY (THE)",2
"333200010274","PS 274 KOSCIUSKO",0
"333200010291","JHS 291 ROLAND HAYES",4
"333200010299","PS 299 THOMAS WARREN FIELD SCHOOL",0
"333200010347","IS 347 SCHOOL OF HUMANITIES",7
"333200010349","IS 349 MATH, SCIENCE AND TECHNOLOGY",2
"333200010376","PS 376",0
"333200010377","PS 377 ALEJANDINA B DE GAUTIER",1
"333200010383","JHS 383 PHILIPPA SCHUYLER",0
"333200010384","PS/IS 384 FRANCES E CARTER",1
"333200010562","EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION",3
